OBJECTID_1 *,OID_1,Order,Distance
2181,2131,4,525.096058
2182,2046,4,1418.961622
2183,2241,4,839.463552
2184,2049,2,3913.629285
2185,2068,2,2562.640742
2186,1939,2,78.516562
2187,2259,3,699.098286
2188,1843,2,1718.190686
2189,1935,2,4883.597145
2190,2063,3,1788.874746
2191,1907,3,2806.411801
2192,1975,2,1721.939935
2193,2161,2,793.13113
2194,2213,2,1023.607045
2195,1752,4,655.84125
2196,1829,2,2243.118773
2197,1884,2,2528.920473
2198,2018,2,2433.478594
2199,2021,2,2752.943985
2200,1813,2,930.112194
2201,2005,2,2390.885507
2202,2029,2,103.772964
2203,1854,2,3715.161525
2204,1956,2,897.870065
2205,2143,2,2515.829179
2206,1709,2,572.751166
2207,1689,2,2399.818302
2208,2242,2,2404.816718
2209,1727,2,2894.627234
2210,1912,3,426.370469
2211,1949,2,716.282269
2212,2157,2,391.399242
2213,1872,2,637.633003
2214,1697,2,4004.119506
2215,2255,2,353.394587
2216,2136,3,668.781276
2217,1960,2,285.160347
2218,1961,2,2222.996589
2219,1795,2,2169.146323
2220,2084,2,335.569028
2221,2107,2,6070.732129
2222,2251,2,1203.773592
2223,1690,2,861.83113
2224,1974,2,1040.217529
2225,2132,2,4025.179016
2226,2044,2,4395.171559
2227,1950,3,2363.054741
2228,1724,3,4127.750489
2229,1777,3,555.459191
2230,2017,3,3749.456529
2231,1797,2,2196.481296
2232,1996,3,2922.379138
2233,1893,2,2963.236205
2234,1970,3,883.362568
2235,2194,2,906.716274
2236,1947,2,2439.198068
2237,2146,3,834.858662
2238,2169,2,4710.506514
2239,2117,2,505.160666
2240,1803,2,1450.580527
2241,2230,2,3358.586685
2242,1716,2,3519.625525
2243,1995,2,1059.452736
2244,2022,2,828.112081
2245,1728,2,892.637655
2246,1729,2,8125.941912
2247,2096,3,1195.116717
2248,2125,2,502.350265
2249,2181,2,1765.165376
2250,1860,3,843.000651
2251,1809,2,2582.904178
2252,1952,3,3304.598037
2253,1804,3,3323.64982
2254,2129,2,5222.538429
2255,2010,2,3049.447906
2256,2020,2,1576.317415
2257,2016,2,3008.832055
2258,1768,4,1784.122787
2259,1924,3,763.110885
2260,1963,2,1536.030581
2261,2204,2,2955.964091
2262,2636,2,4188.248494
2263,2572,2,681.880034
2264,2600,3,978.951338
2265,2283,2,3829.697434
2266,2565,2,138.133076
2267,2533,2,928.389017
2268,2277,3,2758.956393
2269,2531,2,3950.341629
2270,2736,4,1501.341462
2271,2436,2,674.346449
2272,2682,2,2656.513867
2273,2691,2,2320.861581
2274,2377,2,454.392586
2275,2409,3,1488.802081
2276,2667,3,1588.728994
2277,2616,2,267.676596
2278,2606,2,3069.198649
2279,2643,2,2542.604062
2280,2716,2,2232.529731
2281,2284,3,256.905467
2282,2562,4,781.504983
2283,2363,2,3408.680567
2284,2665,2,1455.533698
2285,2684,4,3781.405712
2286,2451,2,4332.871143
2287,2504,3,880.198798
2288,2547,2,873.090187
2289,2715,2,1227.536688
2290,2697,2,3253.265445
2291,2645,2,57.908848
2292,2615,2,1362.143522
2293,2413,4,640.153821
2294,2713,4,3209.559676
2295,2584,2,3164.228303
2296,2719,4,1070.397206
2297,2364,2,254.553944
2298,2559,2,2581.959161
2299,2630,2,1395.888422
2300,2490,4,835.731263
2301,2302,2,3162.941413
2302,2430,2,3620.207862
2303,2537,2,2375.053038
2304,2523,2,2680.512769
2305,2548,3,1841.610191
2306,2481,2,963.864158
2307,2696,2,567.541168
2308,2317,3,1880.088298
2309,2522,3,2777.247101
2310,2707,2,2311.043144
2311,2356,5,1370.173441
2312,2457,2,596.661586
2313,2668,2,365.572467
2314,2407,5,1091.641958
2315,2621,2,41.376896
2316,2729,2,676.274072
2317,2520,2,4965.704984
2318,2527,3,1882.928676
2319,2595,2,288.384439
2320,2624,2,2382.782827
2321,2535,2,3140.53222
2322,2730,2,981.642344
2323,2676,2,638.081315
2324,2339,5,1378.577925
2325,2521,2,1466.242846
2326,2567,5,2234.652601
2327,2591,2,4706.810159
2328,2392,3,1136.163145
2329,2669,2,483.088454
2330,2442,2,1079.932661
2331,2371,2,306.369183
2332,2397,2,693.066983
2333,2369,2,2465.682776
2334,2500,2,441.618125
2335,2574,2,5232.346995
2336,2427,2,122.156767
2337,2563,2,2770.328413
2338,2718,2,764.390064
2339,2327,2,1991.898324
2340,2342,2,5195.297249
2341,2638,2,1621.247643
2342,2470,2,1449.94994
2343,2391,4,257.712396
2344,2412,3,519.012381
2345,2744,3,1998.315637
2346,2373,2,197.884618
2347,2613,7,1805.392313
2348,2329,2,2116.344801
2349,2374,7,2926.921774
2350,2492,7,991.848409
2351,2709,2,639.123188
2352,2526,2,583.986363
2353,2661,2,2419.101472
2354,2649,7,3729.450838
2355,2698,3,2227.322845
2356,2656,7,1568.12896
2357,2455,7,1853.852911
2358,2446,3,791.585277
2359,2558,2,2036.520399
2360,2642,2,1378.736585
2361,2276,2,3849.7933
2362,2739,3,3014.892827
2363,2590,2,301.041205
2364,2318,3,1079.605518
2365,2650,3,546.517496
2366,2466,2,2980.499363
2367,2399,2,2322.132425
2368,2449,3,588.175913
2369,2723,2,3086.702032
2370,2511,2,2599.347213
2371,2484,2,2516.300057
2372,2594,2,977.18983
2373,2573,2,3309.736552
2374,2700,2,2840.477487
2375,2298,2,2611.987971
2376,2425,2,1819.856119
2377,2540,2,548.151449
2378,2463,2,277.460465
2379,2429,3,2234.830394
2380,2294,4,232.573812
2381,2735,3,1436.316675
2382,2510,2,3382.477778
2383,2281,2,3185.421554
2384,2286,2,2030.905735
2385,2474,3,354.624823
2386,2456,2,1291.515175
2387,2416,5,2923.383794
2388,2542,5,2915.10751
2389,2337,2,977.771132
2390,2507,2,3203.591343
2391,2610,2,907.284366
2392,2743,2,1971.737976
2393,2495,3,42.212837
2394,2486,2,1779.616952
2395,2582,2,2075.970391
2396,2331,3,710.444599
2397,2627,2,1328.217448
2398,2690,2,224.243555
2399,2305,4,685.197112
2400,2625,2,4364.617656
2401,2664,3,2918.786863
2402,2728,3,1847.992903
2403,2570,2,3081.699045
2404,2411,2,1178.063566
2405,2433,3,1893.519981
2406,2644,2,268.966279
2407,2320,2,744.149274
2408,2702,4,3010.772847
2409,2694,4,612.409252
2410,2335,2,5155.274527
2411,2300,2,30.814123
2412,2400,2,4338.325507
2413,2658,2,1047.767379
2414,2264,2,254.570821
2415,2640,3,3938.350505
2416,2316,2,3601.448658
2417,2351,2,877.41222
2418,2580,2,359.128635
2419,2648,3,2259.308314
2420,2560,4,2020.655006
2421,2502,2,2736.999828
2422,2324,2,2557.063445
2423,2445,2,2204.469364
2424,2353,2,1305.122162
2425,2383,2,2014.260685
2426,2733,2,2379.085689
2427,2720,2,2351.591923
2428,2608,2,3249.287978
2429,2328,2,2706.143448
2430,2293,2,2878.403412
2431,2496,5,1940.583301
2432,2670,3,420.301644
2433,2705,5,4094.286414
2434,2311,2,1199.381668
2435,2746,2,99.723487
2436,2620,2,8076.998826
2437,2727,2,2260.555542
2438,2750,2,572.986795
2439,2406,2,705.977848
2440,2605,3,511.460048
2441,2341,3,3762.21096
2442,2343,3,4948.241496
2443,2349,3,508.957731
2444,2587,3,184.461948
2445,2282,3,613.904375
2446,2410,2,346.676027
2447,2517,2,2943.093402
2448,2515,5,213.059125
2449,2360,2,20.720101
2450,2614,4,1308.426821
2451,2289,2,1443.753393
2452,2469,2,2722.380001
2453,2437,2,3977.028443
2454,2370,4,835.638131
2455,2379,4,300.614594
2456,2389,2,497.084901
2457,2687,2,1594.88243
2458,2578,3,320.189835
2459,2334,3,424.037071
2460,2586,2,534.101647
2461,2722,2,3740.266
2462,2398,2,2537.308976
2463,2450,2,2998.248774
2464,2395,2,2454.426816
2465,2554,2,337.882046
2466,2422,2,3476.654778
2467,2266,2,215.79007
2468,2737,2,1400.626628
2469,2303,3,2531.153461
2470,2464,3,2549.572695
2471,2443,2,3490.311702
2472,2405,4,1634.810682
2473,2635,2,4059.242496
2474,2272,3,3226.73561
2475,2662,2,3704.816239
2476,2386,2,1365.889586
2477,2598,2,979.109698
2478,2528,2,3277.133207
2479,2309,2,1492.17163
2480,2677,2,711.352707
2481,2546,3,1459.571896
2482,2623,3,458.093844
2483,2660,5,1334.229099
2484,2352,2,5131.08151
2485,2471,2,1433.256687
2486,2361,3,928.224343
2487,2447,3,499.218847
2488,2380,2,2621.292782
2489,2498,3,5169.563873
2490,2629,2,2613.489169
2491,2654,5,3400.068455
2492,2581,2,1663.495424
2493,2741,6,758.274777
2494,2543,2,1345.70009
2495,2375,2,1209.028057
2496,2321,2,321.716635
2497,2267,2,3021.452731
2498,2612,2,3126.515917
2499,2362,3,2099.840759
2500,2585,6,298.960666
2501,2604,4,5028.888558
2502,2367,2,440.601889
2503,2688,2,10.000882
2504,2512,2,1552.406276
2505,2262,2,331.876671
2506,2478,2,7127.337097
2507,2657,3,1608.490051
2508,2432,2,3529.22848
2509,2424,2,785.241951
2510,2541,6,2920.056884
2511,2601,2,742.537198
2512,2588,2,202.456338
2513,2368,2,3352.8587
2514,2659,2,2064.90194
2515,2724,3,2099.145824
2516,2555,2,2910.380351
2517,2509,2,2924.529181
2518,2394,2,5513.458128
2519,2748,2,2340.557179
2520,2275,2,160.307596
2521,2508,2,2775.611987
2522,2553,2,1661.228401
2523,2499,2,2300.79646
2524,2480,3,3545.140911
2525,2689,3,2722.621259
2526,2552,2,2728.53001
2527,2617,2,1584.147269
2528,2287,2,1677.237459
2529,2285,6,577.724866
2530,2575,2,2635.756744
2531,2711,2,2738.889178
2532,2641,2,1342.604141
2533,2516,2,4564.60349
2534,2699,2,1794.046694
2535,2439,2,3162.533831
2536,2609,2,3862.480509
2537,2487,3,651.337345
2538,2692,3,1492.282764
2539,2414,2,1734.343147
2540,2632,3,2879.09458
2541,2338,2,248.361352
2542,2402,2,4519.975233
2543,2263,3,587.218092
2544,2583,2,3606.796481
2545,2577,4,665.432392
2546,2444,2,2398.411304
2547,2308,2,3820.660653
2548,2607,3,1697.647963
2549,2378,2,2140.128042
2550,2278,2,1128.957167
2551,2680,3,1196.191614
2552,2325,4,1967.236769
2553,2448,2,37.823224
2554,2550,2,6642.575537
2555,2304,3,113.670521
2556,2280,4,1189.179015
2557,2465,2,3815.711986
2558,2619,2,521.474994
2559,2460,2,2392.850229
2560,2452,3,1673.929268
2561,2566,2,2498.36009
2562,2483,2,1208.231823
2563,2505,3,1896.802521
2564,2704,4,557.509051
2565,2344,4,1672.729632
2566,2695,3,1300.963602
2567,2501,4,3635.907481
2568,2312,3,1139.692738
2569,2653,2,1963.389639
2570,2634,2,1183.124694
2571,2536,3,12.738741
2572,2403,2,3707.050189
2573,2749,2,1183.392924
2574,2599,2,4476.437567
2575,2678,2,2723.484807
2576,2589,3,6651.695933
2577,2323,2,173.428035
2578,2336,2,2288.322909
2579,2592,2,64.676322
2580,2326,2,2467.748733
2581,2549,2,2768.838964
2582,2674,4,25.965282
2583,2725,2,1958.198402
2584,2396,2,369.185688
2585,2666,4,78.283873
2586,2518,4,1151.813066
2587,2576,2,534.269487
2588,2428,2,3953.400486
2589,2441,2,156.984105
2590,2453,2,5223.996043
2591,2488,2,1660.012972
2592,2579,2,1276.80733
2593,2265,3,1442.408176
2594,2685,2,456.250015
2595,2611,2,5449.294608
2596,2315,2,4571.037738
2597,2631,2,2690.223627
2598,2271,2,850.651848
2599,2340,2,226.682502
2600,2544,2,1774.971766
2601,2493,2,657.036861
2602,2404,2,2201.51958
2603,2602,3,1162.788667
2604,2274,3,933.891309
2605,2693,3,2493.902457
2606,2539,2,907.724209
2607,2357,3,2493.077425
2608,2468,2,1523.737135
2609,2296,3,3623.443217
2610,2348,2,4117.041149
2611,2706,3,2933.476011
2612,2365,2,2846.634802
2613,2717,2,6557.122979
2614,2359,2,5108.815887
2615,2476,3,779.737951
2616,2525,2,2636.213936
2617,2333,2,932.695538
2618,2633,2,1815.588167
2619,2270,3,1805.59862
2620,2519,3,258.869276
2621,2514,2,6524.014858
2622,2603,2,2371.884905
2623,2479,7,1529.535869
2624,2384,2,3311.271587
2625,2506,2,2975.978439
2626,2513,2,2309.372055
2627,2497,2,1329.162106
2628,2390,2,961.926369
2629,2279,2,3202.079099
2630,2671,2,3215.011266
2631,2745,2,2006.904825
2632,2306,3,1544.058595
2633,2530,2,6546.972725
2634,2462,2,3565.903689
2635,2637,2,816.642663
2636,2419,2,333.49704
2637,2482,2,3277.588465
2638,2330,3,392.273139
2639,2534,2,2951.281528
2640,2732,2,2953.69892
2641,2381,3,1348.322935
2642,2646,2,4391.284919
2643,2651,2,282.59277
2644,2415,5,4294.892813
2645,2618,2,2757.235611
2646,2345,5,3574.050022
2647,2747,5,1428.159591
2648,2467,7,242.650249
2649,2292,5,2039.094633
2650,2545,3,2309.992586
2651,2475,4,2513.613858
2652,2712,2,2894.904318
2653,2454,2,1725.839417
2654,2491,2,2723.844554
2655,2673,3,1962.7146
2656,2503,2,3981.712649
2657,2639,2,1812.494865
2658,2421,2,1618.237143
2659,2597,3,2226.434149
2660,2489,2,2793.836182
2661,2376,3,4674.065251
2662,2291,2,4159.787104
2663,2569,2,2989.105849
2664,2299,5,321.145027
2665,2372,5,3865.535555
2666,2268,2,2353.370123
2667,2655,2,2313.415625
2668,2401,3,321.531912
2669,2295,2,752.529956
2670,2313,2,1440.415288
2671,2663,3,789.038015
2672,2593,4,498.250526
2673,2529,2,1669.895803
2674,2332,3,442.291168
2675,2417,2,100.24621
2676,2628,2,73.876439
2677,2388,2,5846.675466
2678,2647,2,1434.067385
2679,2622,3,270.012502
2680,2355,2,155.978624
2681,2564,2,2972.219544
2682,2473,2,2075.441912
2683,2307,2,3702.14423
2684,2626,2,289.087949
2685,2387,2,63.81651
2686,2561,2,1312.471382
2687,2418,2,2440.316174
2688,2551,2,3311.667286
2689,2458,2,673.454655
2690,2571,4,949.867326
2691,2288,2,1289.735996
2692,2472,2,802.558773
2693,2314,2,1156.73704
2694,2556,2,486.601806
2695,2301,3,900.241099
2696,2557,2,736.977226
2697,2683,7,2598.274636
2698,2652,3,3709.701749
2699,2290,2,1058.220557
2700,2734,2,982.276884
2701,2435,2,2548.282549
2702,2675,2,5664.785211
2703,2742,4,626.714966
2704,2686,3,2702.338292
2705,2393,2,4014.386757
2706,2438,7,161.023673
2707,2431,2,610.351775
2708,2701,2,3200.063427
2709,2731,2,1945.601226
2710,2568,2,4734.118084
2711,2269,4,611.289645
2712,2681,2,1702.209988
2713,2408,2,3779.213536
2714,2440,2,1245.158676
2715,2532,3,3235.249197
2716,2322,2,4662.31529
2717,2703,3,541.106813
2718,2346,2,329.166403
2719,2710,3,1944.864736
2720,2679,2,1263.414174
2721,2434,2,4761.067993
2722,2382,2,3473.599976
2723,2273,3,1716.794961
2724,2672,2,6599.846565
2725,2738,2,6011.127442
2726,2297,3,4278.600983
2727,2385,2,2968.81918
2728,2347,2,3861.142967
2729,2423,2,7209.282258
2730,2426,2,2500.799548
2731,2726,3,32.352786
2732,2459,2,2001.451318
2733,2461,2,308.892527
2734,2721,3,1445.198406
2735,2708,2,5518.265341
2736,2740,2,3562.062464
2737,2350,2,2979.842669
2738,2494,2,1241.474897
2739,2596,2,5633.947085
2740,2477,2,725.933453
2741,2714,2,339.201142
2742,2524,3,953.905159
2743,2310,2,3388.89345
2744,2538,2,979.763998
2745,2420,2,2319.139524
2746,2354,3,491.152696
2747,2358,2,2367.218299
2748,2366,2,1924.998681
2749,2485,2,267.176169
2750,2319,3,1740.09079
