OBJECTID_1,RASTERVALU,SPMT,SPMT(1),SPMT(2)
4,10,Siliceous heavy (3),3,3
12,10,Siliceous heavy (3),3,3
20,10,Siliceous heavy (3),3,3
23,10,Siliceous heavy (3),3,3
24,10,Siliceous heavy (3),3,3
27,10,Siliceous heavy (3),3,3
28,10,Siliceous heavy (3),3,3
32,10,Siliceous heavy (3),3,3
35,10,Siliceous heavy (3),3,3
36,10,Siliceous heavy (3),3,3
37,10,Siliceous heavy (3),3,3
41,10,Siliceous heavy (3),3,3
44,10,Siliceous heavy (3),3,3
49,10,Siliceous heavy (3),3,3
51,10,Siliceous heavy (3),3,3
52,10,Siliceous heavy (3),3,3
59,10,Siliceous heavy (3),3,3
60,10,Siliceous heavy (3),3,3
62,10,Siliceous heavy (3),3,3
65,10,Siliceous heavy (3),3,3
67,10,Siliceous heavy (3),3,3
70,10,Siliceous heavy (3),3,3
73,10,Siliceous heavy (3),3,3
75,10,Siliceous heavy (3),3,3
82,10,Siliceous heavy (3),3,3
84,10,Siliceous heavy (3),3,3
86,10,Siliceous heavy (3),3,3
89,10,Siliceous heavy (3),3,3
90,10,Siliceous heavy (3),3,3
91,10,Siliceous heavy (3),3,3
95,10,Siliceous heavy (3),3,3
101,10,Siliceous heavy (3),3,3
105,10,Siliceous heavy (3),3,3
106,10,Siliceous heavy (3),3,3
107,10,Siliceous heavy (3),3,3
110,10,Siliceous heavy (3),3,3
115,10,Siliceous heavy (3),3,3
121,10,Siliceous heavy (3),3,3
122,10,Siliceous heavy (3),3,3
124,10,Siliceous heavy (3),3,3
125,10,Siliceous heavy (3),3,3
128,10,Siliceous heavy (3),3,3
129,10,Siliceous heavy (3),3,3
141,10,Siliceous heavy (3),3,3
142,10,Siliceous heavy (3),3,3
146,10,Siliceous heavy (3),3,3
147,10,Siliceous heavy (3),3,3
151,10,Siliceous heavy (3),3,3
152,10,Siliceous heavy (3),3,3
155,10,Siliceous heavy (3),3,3
156,10,Siliceous heavy (3),3,3
157,10,Siliceous heavy (3),3,3
159,10,Siliceous heavy (3),3,3
161,10,Siliceous heavy (3),3,3
164,10,Siliceous heavy (3),3,3
165,10,Siliceous heavy (3),3,3
168,10,Siliceous heavy (3),3,3
169,10,Siliceous heavy (3),3,3
174,10,Siliceous heavy (3),3,3
175,10,Siliceous heavy (3),3,3
189,10,Siliceous heavy (3),3,3
190,10,Siliceous heavy (3),3,3
192,10,Siliceous heavy (3),3,3
195,10,Siliceous heavy (3),3,3
196,10,Siliceous heavy (3),3,3
197,10,Siliceous heavy (3),3,3
198,10,Siliceous heavy (3),3,3
201,10,Siliceous heavy (3),3,3
202,10,Siliceous heavy (3),3,3
205,10,Siliceous heavy (3),3,3
208,10,Siliceous heavy (3),3,3
212,10,Siliceous heavy (3),3,3
215,10,Siliceous heavy (3),3,3
221,10,Siliceous heavy (3),3,3
226,10,Siliceous heavy (3),3,3
236,10,Siliceous heavy (3),3,3
241,10,Siliceous heavy (3),3,3
246,10,Siliceous heavy (3),3,3
249,10,Siliceous heavy (3),3,3
251,10,Siliceous heavy (3),3,3
254,10,Siliceous heavy (3),3,3
257,10,Siliceous heavy (3),3,3
264,10,Siliceous heavy (3),3,3
265,10,Siliceous heavy (3),3,3
277,10,Siliceous heavy (3),3,3
280,10,Siliceous heavy (3),3,3
281,10,Siliceous heavy (3),3,3
283,10,Siliceous heavy (3),3,3
284,10,Siliceous heavy (3),3,3
292,10,Siliceous heavy (3),3,3
294,10,Siliceous heavy (3),3,3
296,10,Siliceous heavy (3),3,3
299,10,Siliceous heavy (3),3,3
301,10,Siliceous heavy (3),3,3
306,10,Siliceous heavy (3),3,3
307,10,Siliceous heavy (3),3,3
308,10,Siliceous heavy (3),3,3
310,10,Siliceous heavy (3),3,3
311,10,Siliceous heavy (3),3,3
313,10,Siliceous heavy (3),3,3
318,10,Siliceous heavy (3),3,3
319,10,Siliceous heavy (3),3,3
324,10,Siliceous heavy (3),3,3
327,10,Siliceous heavy (3),3,3
330,10,Siliceous heavy (3),3,3
333,10,Siliceous heavy (3),3,3
336,10,Siliceous heavy (3),3,3
337,10,Siliceous heavy (3),3,3
341,10,Siliceous heavy (3),3,3
343,10,Siliceous heavy (3),3,3
348,10,Siliceous heavy (3),3,3
350,10,Siliceous heavy (3),3,3
352,10,Siliceous heavy (3),3,3
353,10,Siliceous heavy (3),3,3
354,10,Siliceous heavy (3),3,3
356,10,Siliceous heavy (3),3,3
358,10,Siliceous heavy (3),3,3
359,10,Siliceous heavy (3),3,3
367,10,Siliceous heavy (3),3,3
372,10,Siliceous heavy (3),3,3
375,10,Siliceous heavy (3),3,3
376,10,Siliceous heavy (3),3,3
377,10,Siliceous heavy (3),3,3
384,10,Siliceous heavy (3),3,3
385,10,Siliceous heavy (3),3,3
386,10,Siliceous heavy (3),3,3
388,10,Siliceous heavy (3),3,3
389,10,Siliceous heavy (3),3,3
395,10,Siliceous heavy (3),3,3
396,10,Siliceous heavy (3),3,3
397,10,Siliceous heavy (3),3,3
407,10,Siliceous heavy (3),3,3
408,10,Siliceous heavy (3),3,3
415,10,Siliceous heavy (3),3,3
416,10,Siliceous heavy (3),3,3
418,10,Siliceous heavy (3),3,3
430,10,Siliceous heavy (3),3,3
433,10,Siliceous heavy (3),3,3
437,10,Siliceous heavy (3),3,3
440,10,Siliceous heavy (3),3,3
445,10,Siliceous heavy (3),3,3
446,10,Siliceous heavy (3),3,3
448,10,Siliceous heavy (3),3,3
449,10,Siliceous heavy (3),3,3
450,10,Siliceous heavy (3),3,3
451,10,Siliceous heavy (3),3,3
453,10,Siliceous heavy (3),3,3
454,10,Siliceous heavy (3),3,3
458,10,Siliceous heavy (3),3,3
459,10,Siliceous heavy (3),3,3
465,10,Siliceous heavy (3),3,3
470,10,Siliceous heavy (3),3,3
472,10,Siliceous heavy (3),3,3
475,10,Siliceous heavy (3),3,3
477,10,Siliceous heavy (3),3,3
479,10,Siliceous heavy (3),3,3
483,10,Siliceous heavy (3),3,3
484,10,Siliceous heavy (3),3,3
486,10,Siliceous heavy (3),3,3
487,10,Siliceous heavy (3),3,3
489,10,Siliceous heavy (3),3,3
493,10,Siliceous heavy (3),3,3
494,10,Siliceous heavy (3),3,3
495,10,Siliceous heavy (3),3,3
505,10,Siliceous heavy (3),3,3
509,10,Siliceous heavy (3),3,3
511,10,Siliceous heavy (3),3,3
513,10,Siliceous heavy (3),3,3
516,10,Siliceous heavy (3),3,3
518,10,Siliceous heavy (3),3,3
524,10,Siliceous heavy (3),3,3
526,10,Siliceous heavy (3),3,3
530,10,Siliceous heavy (3),3,3
537,10,Siliceous heavy (3),3,3
540,10,Siliceous heavy (3),3,3
543,10,Siliceous heavy (3),3,3
544,10,Siliceous heavy (3),3,3
546,10,Siliceous heavy (3),3,3
547,10,Siliceous heavy (3),3,3
548,10,Siliceous heavy (3),3,3
555,10,Siliceous heavy (3),3,3
556,10,Siliceous heavy (3),3,3
566,10,Siliceous heavy (3),3,3
567,10,Siliceous heavy (3),3,3
571,10,Siliceous heavy (3),3,3
574,10,Siliceous heavy (3),3,3
576,10,Siliceous heavy (3),3,3
580,10,Siliceous heavy (3),3,3
581,10,Siliceous heavy (3),3,3
587,10,Siliceous heavy (3),3,3
589,10,Siliceous heavy (3),3,3
594,10,Siliceous heavy (3),3,3
596,10,Siliceous heavy (3),3,3
598,10,Siliceous heavy (3),3,3
601,10,Siliceous heavy (3),3,3
602,10,Siliceous heavy (3),3,3
609,10,Siliceous heavy (3),3,3
612,10,Siliceous heavy (3),3,3
613,10,Siliceous heavy (3),3,3
614,10,Siliceous heavy (3),3,3
617,10,Siliceous heavy (3),3,3
634,10,Siliceous heavy (3),3,3
639,10,Siliceous heavy (3),3,3
642,10,Siliceous heavy (3),3,3
646,10,Siliceous heavy (3),3,3
649,10,Siliceous heavy (3),3,3
651,10,Siliceous heavy (3),3,3
654,10,Siliceous heavy (3),3,3
664,10,Siliceous heavy (3),3,3
667,10,Siliceous heavy (3),3,3
668,10,Siliceous heavy (3),3,3
671,10,Siliceous heavy (3),3,3
676,10,Siliceous heavy (3),3,3
679,10,Siliceous heavy (3),3,3
683,10,Siliceous heavy (3),3,3
684,10,Siliceous heavy (3),3,3
687,10,Siliceous heavy (3),3,3
689,10,Siliceous heavy (3),3,3
699,10,Siliceous heavy (3),3,3
700,10,Siliceous heavy (3),3,3
702,10,Siliceous heavy (3),3,3
704,10,Siliceous heavy (3),3,3
708,10,Siliceous heavy (3),3,3
711,10,Siliceous heavy (3),3,3
715,10,Siliceous heavy (3),3,3
728,10,Siliceous heavy (3),3,3
730,10,Siliceous heavy (3),3,3
731,10,Siliceous heavy (3),3,3
732,10,Siliceous heavy (3),3,3
733,10,Siliceous heavy (3),3,3
738,10,Siliceous heavy (3),3,3
748,10,Siliceous heavy (3),3,3
751,10,Siliceous heavy (3),3,3
753,10,Siliceous heavy (3),3,3
754,10,Siliceous heavy (3),3,3
757,10,Siliceous heavy (3),3,3
764,10,Siliceous heavy (3),3,3
765,10,Siliceous heavy (3),3,3
766,10,Siliceous heavy (3),3,3
769,10,Siliceous heavy (3),3,3
773,10,Siliceous heavy (3),3,3
777,10,Siliceous heavy (3),3,3
780,10,Siliceous heavy (3),3,3
787,10,Siliceous heavy (3),3,3
790,10,Siliceous heavy (3),3,3
791,10,Siliceous heavy (3),3,3
795,10,Siliceous heavy (3),3,3
798,10,Siliceous heavy (3),3,3
802,10,Siliceous heavy (3),3,3
805,10,Siliceous heavy (3),3,3
806,10,Siliceous heavy (3),3,3
809,10,Siliceous heavy (3),3,3
812,10,Siliceous heavy (3),3,3
816,10,Siliceous heavy (3),3,3
818,10,Siliceous heavy (3),3,3
827,10,Siliceous heavy (3),3,3
837,10,Siliceous heavy (3),3,3
844,10,Siliceous heavy (3),3,3
846,10,Siliceous heavy (3),3,3
848,10,Siliceous heavy (3),3,3
850,10,Siliceous heavy (3),3,3
851,10,Siliceous heavy (3),3,3
853,10,Siliceous heavy (3),3,3
855,10,Siliceous heavy (3),3,3
856,10,Siliceous heavy (3),3,3
858,10,Siliceous heavy (3),3,3
872,10,Siliceous heavy (3),3,3
887,10,Siliceous heavy (3),3,3
888,10,Siliceous heavy (3),3,3
894,10,Siliceous heavy (3),3,3
897,10,Siliceous heavy (3),3,3
901,10,Siliceous heavy (3),3,3
904,10,Siliceous heavy (3),3,3
906,10,Siliceous heavy (3),3,3
909,10,Siliceous heavy (3),3,3
911,10,Siliceous heavy (3),3,3
913,10,Siliceous heavy (3),3,3
918,10,Siliceous heavy (3),3,3
921,10,Siliceous heavy (3),3,3
922,10,Siliceous heavy (3),3,3
923,10,Siliceous heavy (3),3,3
924,10,Siliceous heavy (3),3,3
928,10,Siliceous heavy (3),3,3
929,10,Siliceous heavy (3),3,3
934,10,Siliceous heavy (3),3,3
940,10,Siliceous heavy (3),3,3
942,10,Siliceous heavy (3),3,3
943,10,Siliceous heavy (3),3,3
949,10,Siliceous heavy (3),3,3
950,10,Siliceous heavy (3),3,3
954,10,Siliceous heavy (3),3,3
955,10,Siliceous heavy (3),3,3
956,10,Siliceous heavy (3),3,3
963,10,Siliceous heavy (3),3,3
964,10,Siliceous heavy (3),3,3
965,10,Siliceous heavy (3),3,3
969,10,Siliceous heavy (3),3,3
977,10,Siliceous heavy (3),3,3
978,10,Siliceous heavy (3),3,3
980,10,Siliceous heavy (3),3,3
981,10,Siliceous heavy (3),3,3
985,10,Siliceous heavy (3),3,3
987,10,Siliceous heavy (3),3,3
988,10,Siliceous heavy (3),3,3
993,10,Siliceous heavy (3),3,3
994,10,Siliceous heavy (3),3,3
999,10,Siliceous heavy (3),3,3
1000,10,Siliceous heavy (3),3,3
1001,10,Siliceous heavy (3),3,3
1004,10,Siliceous heavy (3),3,3
1005,10,Siliceous heavy (3),3,3
1008,10,Siliceous heavy (3),3,3
1010,10,Siliceous heavy (3),3,3
1011,10,Siliceous heavy (3),3,3
1016,10,Siliceous heavy (3),3,3
1019,10,Siliceous heavy (3),3,3
1022,10,Siliceous heavy (3),3,3
1025,10,Siliceous heavy (3),3,3
1027,10,Siliceous heavy (3),3,3
1034,10,Siliceous heavy (3),3,3
1035,10,Siliceous heavy (3),3,3
1039,10,Siliceous heavy (3),3,3
1040,10,Siliceous heavy (3),3,3
1042,10,Siliceous heavy (3),3,3
1046,10,Siliceous heavy (3),3,3
1048,10,Siliceous heavy (3),3,3
1052,10,Siliceous heavy (3),3,3
1053,10,Siliceous heavy (3),3,3
1057,10,Siliceous heavy (3),3,3
1059,10,Siliceous heavy (3),3,3
1065,10,Siliceous heavy (3),3,3
1072,10,Siliceous heavy (3),3,3
1074,10,Siliceous heavy (3),3,3
1075,10,Siliceous heavy (3),3,3
1076,10,Siliceous heavy (3),3,3
1079,10,Siliceous heavy (3),3,3
1083,10,Siliceous heavy (3),3,3
1084,10,Siliceous heavy (3),3,3
1089,10,Siliceous heavy (3),3,3
1092,10,Siliceous heavy (3),3,3
1101,10,Siliceous heavy (3),3,3
1102,10,Siliceous heavy (3),3,3
1106,10,Siliceous heavy (3),3,3
1109,10,Siliceous heavy (3),3,3
1115,10,Siliceous heavy (3),3,3
1124,10,Siliceous heavy (3),3,3
1129,10,Siliceous heavy (3),3,3
1136,10,Siliceous heavy (3),3,3
1141,10,Siliceous heavy (3),3,3
1143,10,Siliceous heavy (3),3,3
1148,10,Siliceous heavy (3),3,3
1149,10,Siliceous heavy (3),3,3
1150,10,Siliceous heavy (3),3,3
1163,10,Siliceous heavy (3),3,3
1165,10,Siliceous heavy (3),3,3
1166,10,Siliceous heavy (3),3,3
1169,10,Siliceous heavy (3),3,3
1171,10,Siliceous heavy (3),3,3
1191,10,Siliceous heavy (3),3,3
1195,10,Siliceous heavy (3),3,3
1200,10,Siliceous heavy (3),3,3
1201,10,Siliceous heavy (3),3,3
1203,10,Siliceous heavy (3),3,3
1205,10,Siliceous heavy (3),3,3
1206,10,Siliceous heavy (3),3,3
1207,10,Siliceous heavy (3),3,3
1209,10,Siliceous heavy (3),3,3
1217,10,Siliceous heavy (3),3,3
1221,10,Siliceous heavy (3),3,3
1224,10,Siliceous heavy (3),3,3
1225,10,Siliceous heavy (3),3,3
1230,10,Siliceous heavy (3),3,3
1235,10,Siliceous heavy (3),3,3
1237,10,Siliceous heavy (3),3,3
1242,10,Siliceous heavy (3),3,3
1243,10,Siliceous heavy (3),3,3
1244,10,Siliceous heavy (3),3,3
1249,10,Siliceous heavy (3),3,3
1256,10,Siliceous heavy (3),3,3
1258,10,Siliceous heavy (3),3,3
1265,10,Siliceous heavy (3),3,3
1267,10,Siliceous heavy (3),3,3
1270,10,Siliceous heavy (3),3,3
1273,10,Siliceous heavy (3),3,3
1274,10,Siliceous heavy (3),3,3
1277,10,Siliceous heavy (3),3,3
1278,10,Siliceous heavy (3),3,3
1280,10,Siliceous heavy (3),3,3
1282,10,Siliceous heavy (3),3,3
1287,10,Siliceous heavy (3),3,3
1290,10,Siliceous heavy (3),3,3
1302,10,Siliceous heavy (3),3,3
1308,10,Siliceous heavy (3),3,3
1309,10,Siliceous heavy (3),3,3
1310,10,Siliceous heavy (3),3,3
1311,10,Siliceous heavy (3),3,3
1314,10,Siliceous heavy (3),3,3
1326,10,Siliceous heavy (3),3,3
1328,10,Siliceous heavy (3),3,3
1330,10,Siliceous heavy (3),3,3
1337,10,Siliceous heavy (3),3,3
1341,10,Siliceous heavy (3),3,3
1344,10,Siliceous heavy (3),3,3
1352,10,Siliceous heavy (3),3,3
1353,10,Siliceous heavy (3),3,3
1364,10,Siliceous heavy (3),3,3
1369,10,Siliceous heavy (3),3,3
1380,10,Siliceous heavy (3),3,3
1381,10,Siliceous heavy (3),3,3
1382,10,Siliceous heavy (3),3,3
1384,10,Siliceous heavy (3),3,3
1386,10,Siliceous heavy (3),3,3
1388,10,Siliceous heavy (3),3,3
1393,10,Siliceous heavy (3),3,3
1395,10,Siliceous heavy (3),3,3
1396,10,Siliceous heavy (3),3,3
1397,10,Siliceous heavy (3),3,3
1400,10,Siliceous heavy (3),3,3
1401,10,Siliceous heavy (3),3,3
1404,10,Siliceous heavy (3),3,3
1408,10,Siliceous heavy (3),3,3
1412,10,Siliceous heavy (3),3,3
1414,10,Siliceous heavy (3),3,3
1416,10,Siliceous heavy (3),3,3
1420,10,Siliceous heavy (3),3,3
1422,10,Siliceous heavy (3),3,3
1424,10,Siliceous heavy (3),3,3
1426,10,Siliceous heavy (3),3,3
1427,10,Siliceous heavy (3),3,3
1428,10,Siliceous heavy (3),3,3
1431,10,Siliceous heavy (3),3,3
1439,10,Siliceous heavy (3),3,3
1442,10,Siliceous heavy (3),3,3
1445,10,Siliceous heavy (3),3,3
1451,10,Siliceous heavy (3),3,3
1454,10,Siliceous heavy (3),3,3
1459,10,Siliceous heavy (3),3,3
1460,10,Siliceous heavy (3),3,3
1461,10,Siliceous heavy (3),3,3
1467,10,Siliceous heavy (3),3,3
1471,10,Siliceous heavy (3),3,3
1475,10,Siliceous heavy (3),3,3
1481,10,Siliceous heavy (3),3,3
1484,10,Siliceous heavy (3),3,3
1487,10,Siliceous heavy (3),3,3
1489,10,Siliceous heavy (3),3,3
1490,10,Siliceous heavy (3),3,3
1494,10,Siliceous heavy (3),3,3
1498,10,Siliceous heavy (3),3,3
1499,10,Siliceous heavy (3),3,3
1509,10,Siliceous heavy (3),3,3
1510,10,Siliceous heavy (3),3,3
1511,10,Siliceous heavy (3),3,3
1513,10,Siliceous heavy (3),3,3
1515,10,Siliceous heavy (3),3,3
1517,10,Siliceous heavy (3),3,3
1518,10,Siliceous heavy (3),3,3
1519,10,Siliceous heavy (3),3,3
1521,10,Siliceous heavy (3),3,3
1525,10,Siliceous heavy (3),3,3
1527,10,Siliceous heavy (3),3,3
1529,10,Siliceous heavy (3),3,3
1533,10,Siliceous heavy (3),3,3
1535,10,Siliceous heavy (3),3,3
1536,10,Siliceous heavy (3),3,3
1549,10,Siliceous heavy (3),3,3
1554,10,Siliceous heavy (3),3,3
1555,10,Siliceous heavy (3),3,3
1559,10,Siliceous heavy (3),3,3
1560,10,Siliceous heavy (3),3,3
1561,10,Siliceous heavy (3),3,3
1569,10,Siliceous heavy (3),3,3
1570,10,Siliceous heavy (3),3,3
1573,10,Siliceous heavy (3),3,3
1574,10,Siliceous heavy (3),3,3
1583,10,Siliceous heavy (3),3,3
1590,10,Siliceous heavy (3),3,3
1592,10,Siliceous heavy (3),3,3
1598,10,Siliceous heavy (3),3,3
1604,10,Siliceous heavy (3),3,3
1606,10,Siliceous heavy (3),3,3
1607,10,Siliceous heavy (3),3,3
1609,10,Siliceous heavy (3),3,3
1624,10,Siliceous heavy (3),3,3
1628,10,Siliceous heavy (3),3,3
1629,10,Siliceous heavy (3),3,3
1632,10,Siliceous heavy (3),3,3
1636,10,Siliceous heavy (3),3,3
1640,10,Siliceous heavy (3),3,3
1641,10,Siliceous heavy (3),3,3
1651,10,Siliceous heavy (3),3,3
1654,10,Siliceous heavy (3),3,3
1658,10,Siliceous heavy (3),3,3
1660,10,Siliceous heavy (3),3,3
1664,10,Siliceous heavy (3),3,3
1670,10,Siliceous heavy (3),3,3
1672,10,Siliceous heavy (3),3,3
1674,10,Siliceous heavy (3),3,3
1676,10,Siliceous heavy (3),3,3
1681,10,Siliceous heavy (3),3,3
1689,10,Siliceous heavy (3),3,3
1690,10,Siliceous heavy (3),3,3
1692,10,Siliceous heavy (3),3,3
1703,10,Siliceous heavy (3),3,3
1706,10,Siliceous heavy (3),3,3
1707,10,Siliceous heavy (3),3,3
1711,10,Siliceous heavy (3),3,3
1714,10,Siliceous heavy (3),3,3
1716,10,Siliceous heavy (3),3,3
1724,10,Siliceous heavy (3),3,3
1726,10,Siliceous heavy (3),3,3
1727,10,Siliceous heavy (3),3,3
1728,10,Siliceous heavy (3),3,3
1729,10,Siliceous heavy (3),3,3
1730,10,Siliceous heavy (3),3,3
1741,10,Siliceous heavy (3),3,3
1742,10,Siliceous heavy (3),3,3
1743,10,Siliceous heavy (3),3,3
1746,10,Siliceous heavy (3),3,3
1751,10,Siliceous heavy (3),3,3
1753,10,Siliceous heavy (3),3,3
1755,10,Siliceous heavy (3),3,3
1762,10,Siliceous heavy (3),3,3
1769,10,Siliceous heavy (3),3,3
1774,10,Siliceous heavy (3),3,3
1777,10,Siliceous heavy (3),3,3
1778,10,Siliceous heavy (3),3,3
1784,10,Siliceous heavy (3),3,3
1795,10,Siliceous heavy (3),3,3
1796,10,Siliceous heavy (3),3,3
1797,10,Siliceous heavy (3),3,3
1799,10,Siliceous heavy (3),3,3
1800,10,Siliceous heavy (3),3,3
1803,10,Siliceous heavy (3),3,3
1804,10,Siliceous heavy (3),3,3
1809,10,Siliceous heavy (3),3,3
1812,10,Siliceous heavy (3),3,3
1816,10,Siliceous heavy (3),3,3
1823,10,Siliceous heavy (3),3,3
1825,10,Siliceous heavy (3),3,3
1831,10,Siliceous heavy (3),3,3
1833,10,Siliceous heavy (3),3,3
1834,10,Siliceous heavy (3),3,3
1838,10,Siliceous heavy (3),3,3
1854,10,Siliceous heavy (3),3,3
1864,10,Siliceous heavy (3),3,3
1865,10,Siliceous heavy (3),3,3
1867,10,Siliceous heavy (3),3,3
1868,10,Siliceous heavy (3),3,3
1872,10,Siliceous heavy (3),3,3
1880,10,Siliceous heavy (3),3,3
1881,10,Siliceous heavy (3),3,3
1884,10,Siliceous heavy (3),3,3
1887,10,Siliceous heavy (3),3,3
1890,10,Siliceous heavy (3),3,3
1893,10,Siliceous heavy (3),3,3
1895,10,Siliceous heavy (3),3,3
1898,10,Siliceous heavy (3),3,3
1902,10,Siliceous heavy (3),3,3
1903,10,Siliceous heavy (3),3,3
1908,10,Siliceous heavy (3),3,3
1911,10,Siliceous heavy (3),3,3
1912,10,Siliceous heavy (3),3,3
1916,10,Siliceous heavy (3),3,3
1917,10,Siliceous heavy (3),3,3
1921,10,Siliceous heavy (3),3,3
1930,10,Siliceous heavy (3),3,3
1933,10,Siliceous heavy (3),3,3
1937,10,Siliceous heavy (3),3,3
1938,10,Siliceous heavy (3),3,3
1943,10,Siliceous heavy (3),3,3
1944,10,Siliceous heavy (3),3,3
1949,10,Siliceous heavy (3),3,3
1950,10,Siliceous heavy (3),3,3
1955,10,Siliceous heavy (3),3,3
1956,10,Siliceous heavy (3),3,3
1960,10,Siliceous heavy (3),3,3
1961,10,Siliceous heavy (3),3,3
1968,10,Siliceous heavy (3),3,3
1970,10,Siliceous heavy (3),3,3
1974,10,Siliceous heavy (3),3,3
1976,10,Siliceous heavy (3),3,3
1977,10,Siliceous heavy (3),3,3
1980,10,Siliceous heavy (3),3,3
1987,10,Siliceous heavy (3),3,3
1991,10,Siliceous heavy (3),3,3
1993,10,Siliceous heavy (3),3,3
1995,10,Siliceous heavy (3),3,3
1996,10,Siliceous heavy (3),3,3
2004,10,Siliceous heavy (3),3,3
2009,10,Siliceous heavy (3),3,3
2011,10,Siliceous heavy (3),3,3
2015,10,Siliceous heavy (3),3,3
2017,10,Siliceous heavy (3),3,3
2021,10,Siliceous heavy (3),3,3
2022,10,Siliceous heavy (3),3,3
2028,10,Siliceous heavy (3),3,3
2031,10,Siliceous heavy (3),3,3
2038,10,Siliceous heavy (3),3,3
2040,10,Siliceous heavy (3),3,3
2043,10,Siliceous heavy (3),3,3
2044,10,Siliceous heavy (3),3,3
2047,10,Siliceous heavy (3),3,3
2051,10,Siliceous heavy (3),3,3
2054,10,Siliceous heavy (3),3,3
2055,10,Siliceous heavy (3),3,3
2056,10,Siliceous heavy (3),3,3
2060,10,Siliceous heavy (3),3,3
2063,10,Siliceous heavy (3),3,3
2064,10,Siliceous heavy (3),3,3
2066,10,Siliceous heavy (3),3,3
2076,10,Siliceous heavy (3),3,3
2078,10,Siliceous heavy (3),3,3
2080,10,Siliceous heavy (3),3,3
2084,10,Siliceous heavy (3),3,3
2088,10,Siliceous heavy (3),3,3
2095,10,Siliceous heavy (3),3,3
2100,10,Siliceous heavy (3),3,3
2102,10,Siliceous heavy (3),3,3
2105,10,Siliceous heavy (3),3,3
2107,10,Siliceous heavy (3),3,3
2110,10,Siliceous heavy (3),3,3
2114,10,Siliceous heavy (3),3,3
2117,10,Siliceous heavy (3),3,3
2124,10,Siliceous heavy (3),3,3
2126,10,Siliceous heavy (3),3,3
2129,10,Siliceous heavy (3),3,3
2132,10,Siliceous heavy (3),3,3
2136,10,Siliceous heavy (3),3,3
2137,10,Siliceous heavy (3),3,3
2138,10,Siliceous heavy (3),3,3
2142,10,Siliceous heavy (3),3,3
2143,10,Siliceous heavy (3),3,3
2144,10,Siliceous heavy (3),3,3
2146,10,Siliceous heavy (3),3,3
2153,10,Siliceous heavy (3),3,3
2155,10,Siliceous heavy (3),3,3
2156,10,Siliceous heavy (3),3,3
2157,10,Siliceous heavy (3),3,3
2161,10,Siliceous heavy (3),3,3
2164,10,Siliceous heavy (3),3,3
2169,10,Siliceous heavy (3),3,3
2173,10,Siliceous heavy (3),3,3
2174,10,Siliceous heavy (3),3,3
2178,10,Siliceous heavy (3),3,3
2180,10,Siliceous heavy (3),3,3
2183,10,Siliceous heavy (3),3,3
2194,10,Siliceous heavy (3),3,3
2195,10,Siliceous heavy (3),3,3
2208,10,Siliceous heavy (3),3,3
2212,10,Siliceous heavy (3),3,3
2219,10,Siliceous heavy (3),3,3
2220,10,Siliceous heavy (3),3,3
2222,10,Siliceous heavy (3),3,3
2223,10,Siliceous heavy (3),3,3
2224,10,Siliceous heavy (3),3,3
2226,10,Siliceous heavy (3),3,3
2230,10,Siliceous heavy (3),3,3
2237,10,Siliceous heavy (3),3,3
2242,10,Siliceous heavy (3),3,3
2246,10,Siliceous heavy (3),3,3
2251,10,Siliceous heavy (3),3,3
2255,10,Siliceous heavy (3),3,3
2256,10,Siliceous heavy (3),3,3
2259,10,Siliceous heavy (3),3,3
2260,10,Siliceous heavy (3),3,3
2264,10,Siliceous heavy (3),3,3
2272,10,Siliceous heavy (3),3,3
2273,10,Siliceous heavy (3),3,3
2279,10,Siliceous heavy (3),3,3
2282,10,Siliceous heavy (3),3,3
2283,10,Siliceous heavy (3),3,3
2291,10,Siliceous heavy (3),3,3
2292,10,Siliceous heavy (3),3,3
2297,10,Siliceous heavy (3),3,3
2299,10,Siliceous heavy (3),3,3
2310,10,Siliceous heavy (3),3,3
2316,10,Siliceous heavy (3),3,3
2317,10,Siliceous heavy (3),3,3
2320,10,Siliceous heavy (3),3,3
2322,10,Siliceous heavy (3),3,3
2326,10,Siliceous heavy (3),3,3
2332,10,Siliceous heavy (3),3,3
2337,10,Siliceous heavy (3),3,3
2343,10,Siliceous heavy (3),3,3
2346,10,Siliceous heavy (3),3,3
2347,10,Siliceous heavy (3),3,3
2350,10,Siliceous heavy (3),3,3
2351,10,Siliceous heavy (3),3,3
2353,10,Siliceous heavy (3),3,3
2362,10,Siliceous heavy (3),3,3
2368,10,Siliceous heavy (3),3,3
2372,10,Siliceous heavy (3),3,3
2380,10,Siliceous heavy (3),3,3
2382,10,Siliceous heavy (3),3,3
2383,10,Siliceous heavy (3),3,3
2385,10,Siliceous heavy (3),3,3
2386,10,Siliceous heavy (3),3,3
2390,10,Siliceous heavy (3),3,3
2392,10,Siliceous heavy (3),3,3
2393,10,Siliceous heavy (3),3,3
2395,10,Siliceous heavy (3),3,3
2396,10,Siliceous heavy (3),3,3
2398,10,Siliceous heavy (3),3,3
2400,10,Siliceous heavy (3),3,3
2405,10,Siliceous heavy (3),3,3
2406,10,Siliceous heavy (3),3,3
2408,10,Siliceous heavy (3),3,3
2410,10,Siliceous heavy (3),3,3
2413,10,Siliceous heavy (3),3,3
2419,10,Siliceous heavy (3),3,3
2420,10,Siliceous heavy (3),3,3
2422,10,Siliceous heavy (3),3,3
