OBJECTID_1,RASTERVALU,SPMT,SPMT(1),SPMT(2)
170,2,Siliceous loamy (2),2+3,2+3
172,2,Siliceous loamy (2),2+3,2+3
179,2,Siliceous loamy (2),2+3,2+3
206,2,Siliceous loamy (2),2+3,2+3
234,2,Siliceous loamy (2),2+3,2+3
273,2,Siliceous loamy (2),2+3,2+3
286,2,Siliceous loamy (2),2+3,2+3
290,2,Siliceous loamy (2),2+3,2+3
325,2,Siliceous loamy (2),2+3,2+3
328,2,Siliceous loamy (2),2+3,2+3
335,2,Siliceous loamy (2),2+3,2+3
338,2,Siliceous loamy (2),2+3,2+3
345,2,Siliceous loamy (2),2+3,2+3
387,2,Siliceous loamy (2),2+3,2+3
392,2,Siliceous loamy (2),2+3,2+3
402,2,Siliceous loamy (2),2+3,2+3
417,2,Siliceous loamy (2),2+3,2+3
419,2,Siliceous loamy (2),2+3,2+3
420,2,Siliceous loamy (2),2+3,2+3
431,2,Siliceous loamy (2),2+3,2+3
474,2,Siliceous loamy (2),2+3,2+3
499,2,Siliceous loamy (2),2+3,2+3
502,2,Siliceous loamy (2),2+3,2+3
562,2,Siliceous loamy (2),2+3,2+3
578,2,Siliceous loamy (2),2+3,2+3
583,2,Siliceous loamy (2),2+3,2+3
592,2,Siliceous loamy (2),2+3,2+3
632,2,Siliceous loamy (2),2+3,2+3
653,2,Siliceous loamy (2),2+3,2+3
655,2,Siliceous loamy (2),2+3,2+3
672,2,Siliceous loamy (2),2+3,2+3
682,2,Siliceous loamy (2),2+3,2+3
692,2,Siliceous loamy (2),2+3,2+3
696,2,Siliceous loamy (2),2+3,2+3
701,2,Siliceous loamy (2),2+3,2+3
707,2,Siliceous loamy (2),2+3,2+3
716,2,Siliceous loamy (2),2+3,2+3
722,2,Siliceous loamy (2),2+3,2+3
724,2,Siliceous loamy (2),2+3,2+3
767,2,Siliceous loamy (2),2+3,2+3
776,2,Siliceous loamy (2),2+3,2+3
793,2,Siliceous loamy (2),2+3,2+3
810,2,Siliceous loamy (2),2+3,2+3
819,2,Siliceous loamy (2),2+3,2+3
822,2,Siliceous loamy (2),2+3,2+3
830,2,Siliceous loamy (2),2+3,2+3
854,2,Siliceous loamy (2),2+3,2+3
860,2,Siliceous loamy (2),2+3,2+3
861,2,Siliceous loamy (2),2+3,2+3
873,2,Siliceous loamy (2),2+3,2+3
890,2,Siliceous loamy (2),2+3,2+3
917,2,Siliceous loamy (2),2+3,2+3
925,2,Siliceous loamy (2),2+3,2+3
932,2,Siliceous loamy (2),2+3,2+3
938,2,Siliceous loamy (2),2+3,2+3
951,2,Siliceous loamy (2),2+3,2+3
974,2,Siliceous loamy (2),2+3,2+3
976,2,Siliceous loamy (2),2+3,2+3
1020,2,Siliceous loamy (2),2+3,2+3
1061,2,Siliceous loamy (2),2+3,2+3
1064,2,Siliceous loamy (2),2+3,2+3
1086,2,Siliceous loamy (2),2+3,2+3
1125,2,Siliceous loamy (2),2+3,2+3
1128,2,Siliceous loamy (2),2+3,2+3
1134,2,Siliceous loamy (2),2+3,2+3
1140,2,Siliceous loamy (2),2+3,2+3
1145,2,Siliceous loamy (2),2+3,2+3
1178,2,Siliceous loamy (2),2+3,2+3
1182,2,Siliceous loamy (2),2+3,2+3
1196,2,Siliceous loamy (2),2+3,2+3
1212,2,Siliceous loamy (2),2+3,2+3
1223,2,Siliceous loamy (2),2+3,2+3
1250,2,Siliceous loamy (2),2+3,2+3
1289,2,Siliceous loamy (2),2+3,2+3
1304,2,Siliceous loamy (2),2+3,2+3
1317,2,Siliceous loamy (2),2+3,2+3
1318,2,Siliceous loamy (2),2+3,2+3
1332,2,Siliceous loamy (2),2+3,2+3
1339,2,Siliceous loamy (2),2+3,2+3
1361,2,Siliceous loamy (2),2+3,2+3
1366,2,Siliceous loamy (2),2+3,2+3
1375,2,Siliceous loamy (2),2+3,2+3
1379,2,Siliceous loamy (2),2+3,2+3
1387,2,Siliceous loamy (2),2+3,2+3
1389,2,Siliceous loamy (2),2+3,2+3
1398,2,Siliceous loamy (2),2+3,2+3
1410,2,Siliceous loamy (2),2+3,2+3
1415,2,Siliceous loamy (2),2+3,2+3
1444,2,Siliceous loamy (2),2+3,2+3
1448,2,Siliceous loamy (2),2+3,2+3
1449,2,Siliceous loamy (2),2+3,2+3
1473,2,Siliceous loamy (2),2+3,2+3
1522,2,Siliceous loamy (2),2+3,2+3
1530,2,Siliceous loamy (2),2+3,2+3
1567,2,Siliceous loamy (2),2+3,2+3
1601,2,Siliceous loamy (2),2+3,2+3
1603,2,Siliceous loamy (2),2+3,2+3
1608,2,Siliceous loamy (2),2+3,2+3
1611,2,Siliceous loamy (2),2+3,2+3
1619,2,Siliceous loamy (2),2+3,2+3
1623,2,Siliceous loamy (2),2+3,2+3
1644,2,Siliceous loamy (2),2+3,2+3
1645,2,Siliceous loamy (2),2+3,2+3
1652,2,Siliceous loamy (2),2+3,2+3
1666,2,Siliceous loamy (2),2+3,2+3
1667,2,Siliceous loamy (2),2+3,2+3
1695,2,Siliceous loamy (2),2+3,2+3
1697,2,Siliceous loamy (2),2+3,2+3
1698,2,Siliceous loamy (2),2+3,2+3
1710,2,Siliceous loamy (2),2+3,2+3
1732,2,Siliceous loamy (2),2+3,2+3
1756,2,Siliceous loamy (2),2+3,2+3
1817,2,Siliceous loamy (2),2+3,2+3
1822,2,Siliceous loamy (2),2+3,2+3
1826,2,Siliceous loamy (2),2+3,2+3
1847,2,Siliceous loamy (2),2+3,2+3
1852,2,Siliceous loamy (2),2+3,2+3
1853,2,Siliceous loamy (2),2+3,2+3
1858,2,Siliceous loamy (2),2+3,2+3
1879,2,Siliceous loamy (2),2+3,2+3
1882,2,Siliceous loamy (2),2+3,2+3
1883,2,Siliceous loamy (2),2+3,2+3
1889,2,Siliceous loamy (2),2+3,2+3
1894,2,Siliceous loamy (2),2+3,2+3
1907,2,Siliceous loamy (2),2+3,2+3
1913,2,Siliceous loamy (2),2+3,2+3
1918,2,Siliceous loamy (2),2+3,2+3
1929,2,Siliceous loamy (2),2+3,2+3
1971,2,Siliceous loamy (2),2+3,2+3
1975,2,Siliceous loamy (2),2+3,2+3
1997,2,Siliceous loamy (2),2+3,2+3
2000,2,Siliceous loamy (2),2+3,2+3
2002,2,Siliceous loamy (2),2+3,2+3
2018,2,Siliceous loamy (2),2+3,2+3
2024,2,Siliceous loamy (2),2+3,2+3
2035,2,Siliceous loamy (2),2+3,2+3
2041,2,Siliceous loamy (2),2+3,2+3
2046,2,Siliceous loamy (2),2+3,2+3
2083,2,Siliceous loamy (2),2+3,2+3
2087,2,Siliceous loamy (2),2+3,2+3
2089,2,Siliceous loamy (2),2+3,2+3
2108,2,Siliceous loamy (2),2+3,2+3
2116,2,Siliceous loamy (2),2+3,2+3
2130,2,Siliceous loamy (2),2+3,2+3
2159,2,Siliceous loamy (2),2+3,2+3
2184,2,Siliceous loamy (2),2+3,2+3
2187,2,Siliceous loamy (2),2+3,2+3
2193,2,Siliceous loamy (2),2+3,2+3
2234,2,Siliceous loamy (2),2+3,2+3
2238,2,Siliceous loamy (2),2+3,2+3
2241,2,Siliceous loamy (2),2+3,2+3
2249,2,Siliceous loamy (2),2+3,2+3
2252,2,Siliceous loamy (2),2+3,2+3
2263,2,Siliceous loamy (2),2+3,2+3
2265,2,Siliceous loamy (2),2+3,2+3
2269,2,Siliceous loamy (2),2+3,2+3
2274,2,Siliceous loamy (2),2+3,2+3
2278,2,Siliceous loamy (2),2+3,2+3
2296,2,Siliceous loamy (2),2+3,2+3
2307,2,Siliceous loamy (2),2+3,2+3
2308,2,Siliceous loamy (2),2+3,2+3
2314,2,Siliceous loamy (2),2+3,2+3
2325,2,Siliceous loamy (2),2+3,2+3
2336,2,Siliceous loamy (2),2+3,2+3
2338,2,Siliceous loamy (2),2+3,2+3
2348,2,Siliceous loamy (2),2+3,2+3
2355,2,Siliceous loamy (2),2+3,2+3
2359,2,Siliceous loamy (2),2+3,2+3
2376,2,Siliceous loamy (2),2+3,2+3
2428,2,Siliceous loamy (2),2+3,2+3
2440,2,Siliceous loamy (2),2+3,2+3
2443,2,Siliceous loamy (2),2+3,2+3
2444,2,Siliceous loamy (2),2+3,2+3
2462,2,Siliceous loamy (2),2+3,2+3
2468,2,Siliceous loamy (2),2+3,2+3
2483,2,Siliceous loamy (2),2+3,2+3
2497,2,Siliceous loamy (2),2+3,2+3
2499,2,Siliceous loamy (2),2+3,2+3
2501,2,Siliceous loamy (2),2+3,2+3
2506,2,Siliceous loamy (2),2+3,2+3
2508,2,Siliceous loamy (2),2+3,2+3
2509,2,Siliceous loamy (2),2+3,2+3
2513,2,Siliceous loamy (2),2+3,2+3
2516,2,Siliceous loamy (2),2+3,2+3
2525,2,Siliceous loamy (2),2+3,2+3
2539,2,Siliceous loamy (2),2+3,2+3
2543,2,Siliceous loamy (2),2+3,2+3
2552,2,Siliceous loamy (2),2+3,2+3
2556,2,Siliceous loamy (2),2+3,2+3
2557,2,Siliceous loamy (2),2+3,2+3
2566,2,Siliceous loamy (2),2+3,2+3
2576,2,Siliceous loamy (2),2+3,2+3
2577,2,Siliceous loamy (2),2+3,2+3
2598,2,Siliceous loamy (2),2+3,2+3
2602,2,Siliceous loamy (2),2+3,2+3
2607,2,Siliceous loamy (2),2+3,2+3
2609,2,Siliceous loamy (2),2+3,2+3
2617,2,Siliceous loamy (2),2+3,2+3
2622,2,Siliceous loamy (2),2+3,2+3
2632,2,Siliceous loamy (2),2+3,2+3
2641,2,Siliceous loamy (2),2+3,2+3
2652,2,Siliceous loamy (2),2+3,2+3
2662,2,Siliceous loamy (2),2+3,2+3
2680,2,Siliceous loamy (2),2+3,2+3
2692,2,Siliceous loamy (2),2+3,2+3
2704,2,Siliceous loamy (2),2+3,2+3
2706,2,Siliceous loamy (2),2+3,2+3
2750,2,Siliceous loamy (2),2+3,2+3
6,3,Siliceous heavy (3),2+3,2+3
8,3,Siliceous heavy (3),2+3,2+3
25,3,Siliceous heavy (3),2+3,2+3
29,3,Siliceous heavy (3),2+3,2+3
38,3,Siliceous heavy (3),2+3,2+3
46,3,Siliceous heavy (3),2+3,2+3
74,3,Siliceous heavy (3),2+3,2+3
134,3,Siliceous heavy (3),2+3,2+3
136,3,Siliceous heavy (3),2+3,2+3
143,3,Siliceous heavy (3),2+3,2+3
145,3,Siliceous heavy (3),2+3,2+3
166,3,Siliceous heavy (3),2+3,2+3
184,3,Siliceous heavy (3),2+3,2+3
203,3,Siliceous heavy (3),2+3,2+3
209,3,Siliceous heavy (3),2+3,2+3
211,3,Siliceous heavy (3),2+3,2+3
218,3,Siliceous heavy (3),2+3,2+3
224,3,Siliceous heavy (3),2+3,2+3
230,3,Siliceous heavy (3),2+3,2+3
233,3,Siliceous heavy (3),2+3,2+3
288,3,Siliceous heavy (3),2+3,2+3
317,3,Siliceous heavy (3),2+3,2+3
329,3,Siliceous heavy (3),2+3,2+3
365,3,Siliceous heavy (3),2+3,2+3
379,3,Siliceous heavy (3),2+3,2+3
380,3,Siliceous heavy (3),2+3,2+3
403,3,Siliceous heavy (3),2+3,2+3
406,3,Siliceous heavy (3),2+3,2+3
411,3,Siliceous heavy (3),2+3,2+3
422,3,Siliceous heavy (3),2+3,2+3
432,3,Siliceous heavy (3),2+3,2+3
434,3,Siliceous heavy (3),2+3,2+3
442,3,Siliceous heavy (3),2+3,2+3
443,3,Siliceous heavy (3),2+3,2+3
456,3,Siliceous heavy (3),2+3,2+3
464,3,Siliceous heavy (3),2+3,2+3
471,3,Siliceous heavy (3),2+3,2+3
485,3,Siliceous heavy (3),2+3,2+3
497,3,Siliceous heavy (3),2+3,2+3
508,3,Siliceous heavy (3),2+3,2+3
521,3,Siliceous heavy (3),2+3,2+3
568,3,Siliceous heavy (3),2+3,2+3
572,3,Siliceous heavy (3),2+3,2+3
577,3,Siliceous heavy (3),2+3,2+3
607,3,Siliceous heavy (3),2+3,2+3
618,3,Siliceous heavy (3),2+3,2+3
622,3,Siliceous heavy (3),2+3,2+3
623,3,Siliceous heavy (3),2+3,2+3
627,3,Siliceous heavy (3),2+3,2+3
628,3,Siliceous heavy (3),2+3,2+3
635,3,Siliceous heavy (3),2+3,2+3
643,3,Siliceous heavy (3),2+3,2+3
718,3,Siliceous heavy (3),2+3,2+3
729,3,Siliceous heavy (3),2+3,2+3
735,3,Siliceous heavy (3),2+3,2+3
771,3,Siliceous heavy (3),2+3,2+3
782,3,Siliceous heavy (3),2+3,2+3
796,3,Siliceous heavy (3),2+3,2+3
815,3,Siliceous heavy (3),2+3,2+3
825,3,Siliceous heavy (3),2+3,2+3
828,3,Siliceous heavy (3),2+3,2+3
835,3,Siliceous heavy (3),2+3,2+3
839,3,Siliceous heavy (3),2+3,2+3
857,3,Siliceous heavy (3),2+3,2+3
876,3,Siliceous heavy (3),2+3,2+3
880,3,Siliceous heavy (3),2+3,2+3
881,3,Siliceous heavy (3),2+3,2+3
885,3,Siliceous heavy (3),2+3,2+3
891,3,Siliceous heavy (3),2+3,2+3
893,3,Siliceous heavy (3),2+3,2+3
895,3,Siliceous heavy (3),2+3,2+3
930,3,Siliceous heavy (3),2+3,2+3
935,3,Siliceous heavy (3),2+3,2+3
961,3,Siliceous heavy (3),2+3,2+3
967,3,Siliceous heavy (3),2+3,2+3
972,3,Siliceous heavy (3),2+3,2+3
983,3,Siliceous heavy (3),2+3,2+3
991,3,Siliceous heavy (3),2+3,2+3
996,3,Siliceous heavy (3),2+3,2+3
1012,3,Siliceous heavy (3),2+3,2+3
1013,3,Siliceous heavy (3),2+3,2+3
1015,3,Siliceous heavy (3),2+3,2+3
1026,3,Siliceous heavy (3),2+3,2+3
1037,3,Siliceous heavy (3),2+3,2+3
1044,3,Siliceous heavy (3),2+3,2+3
1062,3,Siliceous heavy (3),2+3,2+3
1095,3,Siliceous heavy (3),2+3,2+3
1133,3,Siliceous heavy (3),2+3,2+3
1142,3,Siliceous heavy (3),2+3,2+3
1151,3,Siliceous heavy (3),2+3,2+3
1157,3,Siliceous heavy (3),2+3,2+3
1170,3,Siliceous heavy (3),2+3,2+3
1179,3,Siliceous heavy (3),2+3,2+3
1180,3,Siliceous heavy (3),2+3,2+3
1181,3,Siliceous heavy (3),2+3,2+3
1198,3,Siliceous heavy (3),2+3,2+3
1211,3,Siliceous heavy (3),2+3,2+3
1213,3,Siliceous heavy (3),2+3,2+3
1215,3,Siliceous heavy (3),2+3,2+3
1233,3,Siliceous heavy (3),2+3,2+3
1283,3,Siliceous heavy (3),2+3,2+3
1301,3,Siliceous heavy (3),2+3,2+3
1305,3,Siliceous heavy (3),2+3,2+3
1312,3,Siliceous heavy (3),2+3,2+3
1316,3,Siliceous heavy (3),2+3,2+3
1346,3,Siliceous heavy (3),2+3,2+3
1359,3,Siliceous heavy (3),2+3,2+3
1368,3,Siliceous heavy (3),2+3,2+3
1372,3,Siliceous heavy (3),2+3,2+3
1378,3,Siliceous heavy (3),2+3,2+3
1390,3,Siliceous heavy (3),2+3,2+3
1394,3,Siliceous heavy (3),2+3,2+3
1407,3,Siliceous heavy (3),2+3,2+3
1429,3,Siliceous heavy (3),2+3,2+3
1432,3,Siliceous heavy (3),2+3,2+3
1452,3,Siliceous heavy (3),2+3,2+3
1464,3,Siliceous heavy (3),2+3,2+3
1470,3,Siliceous heavy (3),2+3,2+3
1476,3,Siliceous heavy (3),2+3,2+3
1482,3,Siliceous heavy (3),2+3,2+3
1505,3,Siliceous heavy (3),2+3,2+3
1516,3,Siliceous heavy (3),2+3,2+3
1531,3,Siliceous heavy (3),2+3,2+3
1538,3,Siliceous heavy (3),2+3,2+3
1546,3,Siliceous heavy (3),2+3,2+3
1565,3,Siliceous heavy (3),2+3,2+3
1572,3,Siliceous heavy (3),2+3,2+3
1582,3,Siliceous heavy (3),2+3,2+3
1587,3,Siliceous heavy (3),2+3,2+3
1599,3,Siliceous heavy (3),2+3,2+3
1605,3,Siliceous heavy (3),2+3,2+3
1615,3,Siliceous heavy (3),2+3,2+3
1620,3,Siliceous heavy (3),2+3,2+3
1631,3,Siliceous heavy (3),2+3,2+3
1646,3,Siliceous heavy (3),2+3,2+3
1656,3,Siliceous heavy (3),2+3,2+3
1663,3,Siliceous heavy (3),2+3,2+3
1665,3,Siliceous heavy (3),2+3,2+3
1668,3,Siliceous heavy (3),2+3,2+3
1696,3,Siliceous heavy (3),2+3,2+3
1699,3,Siliceous heavy (3),2+3,2+3
1709,3,Siliceous heavy (3),2+3,2+3
1719,3,Siliceous heavy (3),2+3,2+3
1750,3,Siliceous heavy (3),2+3,2+3
1759,3,Siliceous heavy (3),2+3,2+3
1776,3,Siliceous heavy (3),2+3,2+3
1788,3,Siliceous heavy (3),2+3,2+3
1813,3,Siliceous heavy (3),2+3,2+3
1821,3,Siliceous heavy (3),2+3,2+3
1830,3,Siliceous heavy (3),2+3,2+3
1839,3,Siliceous heavy (3),2+3,2+3
1843,3,Siliceous heavy (3),2+3,2+3
1861,3,Siliceous heavy (3),2+3,2+3
1869,3,Siliceous heavy (3),2+3,2+3
1877,3,Siliceous heavy (3),2+3,2+3
1891,3,Siliceous heavy (3),2+3,2+3
1892,3,Siliceous heavy (3),2+3,2+3
1897,3,Siliceous heavy (3),2+3,2+3
1915,3,Siliceous heavy (3),2+3,2+3
1925,3,Siliceous heavy (3),2+3,2+3
1934,3,Siliceous heavy (3),2+3,2+3
1935,3,Siliceous heavy (3),2+3,2+3
1940,3,Siliceous heavy (3),2+3,2+3
1942,3,Siliceous heavy (3),2+3,2+3
1958,3,Siliceous heavy (3),2+3,2+3
1962,3,Siliceous heavy (3),2+3,2+3
1966,3,Siliceous heavy (3),2+3,2+3
1973,3,Siliceous heavy (3),2+3,2+3
1978,3,Siliceous heavy (3),2+3,2+3
1988,3,Siliceous heavy (3),2+3,2+3
2005,3,Siliceous heavy (3),2+3,2+3
2008,3,Siliceous heavy (3),2+3,2+3
2012,3,Siliceous heavy (3),2+3,2+3
2029,3,Siliceous heavy (3),2+3,2+3
2032,3,Siliceous heavy (3),2+3,2+3
2034,3,Siliceous heavy (3),2+3,2+3
2042,3,Siliceous heavy (3),2+3,2+3
2049,3,Siliceous heavy (3),2+3,2+3
2052,3,Siliceous heavy (3),2+3,2+3
2053,3,Siliceous heavy (3),2+3,2+3
2090,3,Siliceous heavy (3),2+3,2+3
2103,3,Siliceous heavy (3),2+3,2+3
2120,3,Siliceous heavy (3),2+3,2+3
2148,3,Siliceous heavy (3),2+3,2+3
2150,3,Siliceous heavy (3),2+3,2+3
2154,3,Siliceous heavy (3),2+3,2+3
2160,3,Siliceous heavy (3),2+3,2+3
2163,3,Siliceous heavy (3),2+3,2+3
2172,3,Siliceous heavy (3),2+3,2+3
2186,3,Siliceous heavy (3),2+3,2+3
2217,3,Siliceous heavy (3),2+3,2+3
2257,3,Siliceous heavy (3),2+3,2+3
2261,3,Siliceous heavy (3),2+3,2+3
2266,3,Siliceous heavy (3),2+3,2+3
2276,3,Siliceous heavy (3),2+3,2+3
2301,3,Siliceous heavy (3),2+3,2+3
2302,3,Siliceous heavy (3),2+3,2+3
2303,3,Siliceous heavy (3),2+3,2+3
2309,3,Siliceous heavy (3),2+3,2+3
2312,3,Siliceous heavy (3),2+3,2+3
2330,3,Siliceous heavy (3),2+3,2+3
2345,3,Siliceous heavy (3),2+3,2+3
2349,3,Siliceous heavy (3),2+3,2+3
2361,3,Siliceous heavy (3),2+3,2+3
2371,3,Siliceous heavy (3),2+3,2+3
2381,3,Siliceous heavy (3),2+3,2+3
2401,3,Siliceous heavy (3),2+3,2+3
2415,3,Siliceous heavy (3),2+3,2+3
2417,3,Siliceous heavy (3),2+3,2+3
2435,3,Siliceous heavy (3),2+3,2+3
2454,3,Siliceous heavy (3),2+3,2+3
2479,3,Siliceous heavy (3),2+3,2+3
2489,3,Siliceous heavy (3),2+3,2+3
2498,3,Siliceous heavy (3),2+3,2+3
2500,3,Siliceous heavy (3),2+3,2+3
2514,3,Siliceous heavy (3),2+3,2+3
2571,3,Siliceous heavy (3),2+3,2+3
2578,3,Siliceous heavy (3),2+3,2+3
2612,3,Siliceous heavy (3),2+3,2+3
2615,3,Siliceous heavy (3),2+3,2+3
2618,3,Siliceous heavy (3),2+3,2+3
2629,3,Siliceous heavy (3),2+3,2+3
2631,3,Siliceous heavy (3),2+3,2+3
2644,3,Siliceous heavy (3),2+3,2+3
2646,3,Siliceous heavy (3),2+3,2+3
2647,3,Siliceous heavy (3),2+3,2+3
2663,3,Siliceous heavy (3),2+3,2+3
2671,3,Siliceous heavy (3),2+3,2+3
2677,3,Siliceous heavy (3),2+3,2+3
2698,3,Siliceous heavy (3),2+3,2+3
2734,3,Siliceous heavy (3),2+3,2+3
2735,3,Siliceous heavy (3),2+3,2+3
2741,3,Siliceous heavy (3),2+3,2+3
2742,3,Siliceous heavy (3),2+3,2+3
2743,3,Siliceous heavy (3),2+3,2+3
2745,3,Siliceous heavy (3),2+3,2+3
2747,3,Siliceous heavy (3),2+3,2+3
270,4,Siliceous heavy (3),2+3,2+3+4
565,4,Siliceous heavy (3),2+3,2+3+4
631,4,Siliceous heavy (3),2+3,2+3+4
1717,4,Siliceous heavy (3),2+3,2+3+4
2030,4,Siliceous heavy (3),2+3,2+3+4
2235,4,Siliceous heavy (3),2+3,2+3+4
31,5,Siliceous loamy (2),2+4,2+4
48,5,Siliceous loamy (2),2+4,2+4
61,5,Siliceous loamy (2),2+4,2+4
100,5,Siliceous loamy (2),2+4,2+4
185,5,Siliceous loamy (2),2+4,2+4
186,5,Siliceous loamy (2),2+4,2+4
287,5,Siliceous loamy (2),2+4,2+4
315,5,Siliceous loamy (2),2+4,2+4
351,5,Siliceous loamy (2),2+4,2+4
362,5,Siliceous loamy (2),2+4,2+4
404,5,Siliceous loamy (2),2+4,2+4
435,5,Siliceous loamy (2),2+4,2+4
441,5,Siliceous loamy (2),2+4,2+4
491,5,Siliceous loamy (2),2+4,2+4
492,5,Siliceous loamy (2),2+4,2+4
525,5,Siliceous loamy (2),2+4,2+4
528,5,Siliceous loamy (2),2+4,2+4
588,5,Siliceous loamy (2),2+4,2+4
597,5,Siliceous loamy (2),2+4,2+4
600,5,Siliceous loamy (2),2+4,2+4
603,5,Siliceous loamy (2),2+4,2+4
610,5,Siliceous loamy (2),2+4,2+4
637,5,Siliceous loamy (2),2+4,2+4
659,5,Siliceous loamy (2),2+4,2+4
747,5,Siliceous loamy (2),2+4,2+4
756,5,Siliceous loamy (2),2+4,2+4
775,5,Siliceous loamy (2),2+4,2+4
808,5,Siliceous loamy (2),2+4,2+4
811,5,Siliceous loamy (2),2+4,2+4
823,5,Siliceous loamy (2),2+4,2+4
847,5,Siliceous loamy (2),2+4,2+4
865,5,Siliceous loamy (2),2+4,2+4
903,5,Siliceous loamy (2),2+4,2+4
910,5,Siliceous loamy (2),2+4,2+4
914,5,Siliceous loamy (2),2+4,2+4
926,5,Siliceous loamy (2),2+4,2+4
946,5,Siliceous loamy (2),2+4,2+4
990,5,Siliceous loamy (2),2+4,2+4
1029,5,Siliceous loamy (2),2+4,2+4
1033,5,Siliceous loamy (2),2+4,2+4
1038,5,Siliceous loamy (2),2+4,2+4
1050,5,Siliceous loamy (2),2+4,2+4
1051,5,Siliceous loamy (2),2+4,2+4
1070,5,Siliceous loamy (2),2+4,2+4
1081,5,Siliceous loamy (2),2+4,2+4
1094,5,Siliceous loamy (2),2+4,2+4
1144,5,Siliceous loamy (2),2+4,2+4
1152,5,Siliceous loamy (2),2+4,2+4
1173,5,Siliceous loamy (2),2+4,2+4
1202,5,Siliceous loamy (2),2+4,2+4
1220,5,Siliceous loamy (2),2+4,2+4
1222,5,Siliceous loamy (2),2+4,2+4
1227,5,Siliceous loamy (2),2+4,2+4
1245,5,Siliceous loamy (2),2+4,2+4
1251,5,Siliceous loamy (2),2+4,2+4
1262,5,Siliceous loamy (2),2+4,2+4
1286,5,Siliceous loamy (2),2+4,2+4
1313,5,Siliceous loamy (2),2+4,2+4
1342,5,Siliceous loamy (2),2+4,2+4
1345,5,Siliceous loamy (2),2+4,2+4
1365,5,Siliceous loamy (2),2+4,2+4
1411,5,Siliceous loamy (2),2+4,2+4
1430,5,Siliceous loamy (2),2+4,2+4
1436,5,Siliceous loamy (2),2+4,2+4
1438,5,Siliceous loamy (2),2+4,2+4
1472,5,Siliceous loamy (2),2+4,2+4
1497,5,Siliceous loamy (2),2+4,2+4
1501,5,Siliceous loamy (2),2+4,2+4
1532,5,Siliceous loamy (2),2+4,2+4
1580,5,Siliceous loamy (2),2+4,2+4
1721,5,Siliceous loamy (2),2+4,2+4
1723,5,Siliceous loamy (2),2+4,2+4
1745,5,Siliceous loamy (2),2+4,2+4
1747,5,Siliceous loamy (2),2+4,2+4
1783,5,Siliceous loamy (2),2+4,2+4
1790,5,Siliceous loamy (2),2+4,2+4
1805,5,Siliceous loamy (2),2+4,2+4
1848,5,Siliceous loamy (2),2+4,2+4
1863,5,Siliceous loamy (2),2+4,2+4
1878,5,Siliceous loamy (2),2+4,2+4
1900,5,Siliceous loamy (2),2+4,2+4
1948,5,Siliceous loamy (2),2+4,2+4
2039,5,Siliceous loamy (2),2+4,2+4
2057,5,Siliceous loamy (2),2+4,2+4
2059,5,Siliceous loamy (2),2+4,2+4
2065,5,Siliceous loamy (2),2+4,2+4
2073,5,Siliceous loamy (2),2+4,2+4
2113,5,Siliceous loamy (2),2+4,2+4
2139,5,Siliceous loamy (2),2+4,2+4
2171,5,Siliceous loamy (2),2+4,2+4
2189,5,Siliceous loamy (2),2+4,2+4
2192,5,Siliceous loamy (2),2+4,2+4
2196,5,Siliceous loamy (2),2+4,2+4
2233,5,Siliceous loamy (2),2+4,2+4
2248,5,Siliceous loamy (2),2+4,2+4
2324,5,Siliceous loamy (2),2+4,2+4
2331,5,Siliceous loamy (2),2+4,2+4
2341,5,Siliceous loamy (2),2+4,2+4
2342,5,Siliceous loamy (2),2+4,2+4
2391,5,Siliceous loamy (2),2+4,2+4
2399,5,Siliceous loamy (2),2+4,2+4
2409,5,Siliceous loamy (2),2+4,2+4
2425,5,Siliceous loamy (2),2+4,2+4
2433,5,Siliceous loamy (2),2+4,2+4
2456,5,Siliceous loamy (2),2+4,2+4
2484,5,Siliceous loamy (2),2+4,2+4
2507,5,Siliceous loamy (2),2+4,2+4
2522,5,Siliceous loamy (2),2+4,2+4
2526,5,Siliceous loamy (2),2+4,2+4
2529,5,Siliceous loamy (2),2+4,2+4
2535,5,Siliceous loamy (2),2+4,2+4
2540,5,Siliceous loamy (2),2+4,2+4
2560,5,Siliceous loamy (2),2+4,2+4
2597,5,Siliceous loamy (2),2+4,2+4
2628,5,Siliceous loamy (2),2+4,2+4
2668,5,Siliceous loamy (2),2+4,2+4
2669,5,Siliceous loamy (2),2+4,2+4
2712,5,Siliceous loamy (2),2+4,2+4
2730,5,Siliceous loamy (2),2+4,2+4
425,6,Basic heavy (5),2+5,2+3+5
794,6,Basic heavy (5),2+5,2+3+5
1018,6,Basic heavy (5),2+5,2+3+5
1768,6,Basic heavy (5),2+5,2+3+5
1924,6,Basic heavy (5),2+5,2+3+5
1963,6,Basic heavy (5),2+5,2+3+5
2125,6,Basic heavy (5),2+5,2+3+5
2204,6,Basic heavy (5),2+5,2+3+5
2354,6,Basic heavy (5),2+5,2+3+5
2485,6,Basic heavy (5),2+5,2+3+5
7,7,Siliceous loamy (2),2+5,2+4+5
400,8,Siliceous loamy (2),2+5,2+5
496,8,Siliceous loamy (2),2+5,2+5
1458,8,Siliceous loamy (2),2+5,2+5
1763,8,Siliceous loamy (2),2+5,2+5
2388,8,Siliceous loamy (2),2+5,2+5
2503,8,Siliceous loamy (2),2+5,2+5
1,10,Siliceous heavy (3),3,3
2,10,Siliceous heavy (3),3,3
