OBJECTID_1,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
1391,2,1554.589099,335.55603,348.690063,13.134033,342.123047,6.567017,684.246094
1392,1,777.294549,135,135,0,135,0,135
1393,1,777.294549,278.972626,278.972626,0,278.972626,0,278.972626
1394,1,777.294549,310.914368,310.914368,0,310.914368,0,310.914368
1395,1,777.294549,233.130096,233.130096,0,233.130096,0,233.130096
1396,1,777.294549,258.690063,258.690063,0,258.690063,0,258.690063
1397,1,777.294549,117.645973,117.645973,0,117.645973,0,117.645973
1398,2,1554.589099,0,315,315,157.5,157.5,315
1399,1,777.294549,168.231705,168.231705,0,168.231705,0,168.231705
1400,2,1554.589099,215.537674,240.945404,25.40773,228.241539,12.703865,456.483078
1401,2,1554.589099,233.130096,254.054611,20.924515,243.592354,10.462257,487.184708
1402,1,777.294549,212.471191,212.471191,0,212.471191,0,212.471191
1403,2,1554.589099,12.994617,28.300755,15.306138,20.647686,7.653069,41.295371
1404,2,1554.589099,59.036243,84.472458,25.436214,71.754351,12.718107,143.508701
1405,2,1554.589099,94.685898,98.392921,3.707024,96.53941,1.853512,193.078819
1406,1,777.294549,52.125015,52.125015,0,52.125015,0,52.125015
1407,2,1554.589099,270,275.194427,5.194427,272.597214,2.597214,545.194427
1408,1,777.294549,185.194427,185.194427,0,185.194427,0,185.194427
1409,2,1554.589099,353.659821,356.633545,2.973724,355.146683,1.486862,710.293365
1410,2,1554.589099,281.309937,284.420776,3.11084,282.865356,1.55542,565.730713
1411,2,1554.589099,174.805573,176.009094,1.203522,175.407333,0.601761,350.814667
1412,1,777.294549,209.475891,209.475891,0,209.475891,0,209.475891
1413,2,1554.589099,63.434948,63.434948,0,63.434948,0,126.869896
1414,2,1554.589099,110.09523,113.962486,3.867256,112.028858,1.933628,224.057716
1415,1,777.294549,-1,-1,0,-1,0,-1
1416,2,1554.589099,153.434952,158.629379,5.194427,156.032166,2.597214,312.064331
1417,2,1554.589099,5.90614,11.309932,5.403791,8.608036,2.701896,17.216072
1418,2,1554.589099,14.036242,54.462322,40.42608,34.249282,20.21304,68.498565
1419,2,1554.589099,63.434948,71.565048,8.1301,67.499998,4.06505,134.999996
1420,2,1554.589099,299.054596,320.194427,21.139832,309.624512,10.569916,619.249023
1421,2,1554.589099,251.565048,270,18.434952,260.782524,9.217476,521.565048
1422,1,777.294549,190.49147,190.49147,0,190.49147,0,190.49147
1423,2,1554.589099,119.744881,126.384354,6.639473,123.064617,3.319736,246.129234
1424,1,777.294549,12.994617,12.994617,0,12.994617,0,12.994617
1425,2,1554.589099,150.524109,154.653824,4.129715,152.588966,2.064857,305.177933
1426,2,1554.589099,213.929794,218.088776,4.158981,216.009285,2.079491,432.01857
1427,1,777.294549,284.036255,284.036255,0,284.036255,0,284.036255
1428,1,777.294549,284.036255,284.036255,0,284.036255,0,284.036255
1429,1,777.294549,284.036255,284.036255,0,284.036255,0,284.036255
1430,2,1554.589099,161.565048,161.565048,0,161.565048,0,323.130096
1431,1,777.294549,168.690063,168.690063,0,168.690063,0,168.690063
1432,2,1554.589099,90,116.565048,26.565048,103.282524,13.282524,206.565048
1433,2,1554.589099,143.130096,153.434952,10.304855,148.282524,5.152428,296.565048
1434,2,1554.589099,161.565048,246.801407,85.236359,204.183228,42.618179,408.366455
1435,2,1554.589099,0,11.309932,11.309932,5.654966,5.654966,11.309932
1436,1,777.294549,279.462311,279.462311,0,279.462311,0,279.462311
1437,2,1554.589099,303.690063,315,11.309937,309.345032,5.654968,618.690063
1438,2,1554.589099,248.962494,250.201126,1.238632,249.58181,0.619316,499.16362
1439,1,777.294549,35.537678,35.537678,0,35.537678,0,35.537678
1440,2,1554.589099,162.897278,171.027374,8.130096,166.962326,4.065048,333.924652
1441,1,777.294549,85.601295,85.601295,0,85.601295,0,85.601295
1442,2,1554.589099,188.841812,198.434952,9.59314,193.638382,4.79657,387.276764
1443,2,1554.589099,257.005371,264.805573,7.800201,260.905472,3.900101,521.810944
1444,2,1554.589099,131.987213,154.983109,22.995895,143.485161,11.497948,286.970322
1445,2,1554.589099,135,172.568588,37.568588,153.784294,18.784294,307.568588
1446,2,1554.589099,19.798876,45,25.201124,32.399438,12.600562,64.798876
1447,2,1554.589099,204.443954,218.157227,13.713272,211.300591,6.856636,422.601181
1448,2,1554.589099,270,281.309937,11.309937,275.654968,5.654968,551.309937
1449,2,1554.589099,280.007965,280.30484,0.296875,280.156403,0.148438,560.312805
1450,2,1554.589099,286.927521,329.036255,42.108734,307.981888,21.054367,615.963776
1451,1,777.294549,198.145584,198.145584,0,198.145584,0,198.145584
1452,2,1554.589099,201.801407,225,23.198593,213.400703,11.599297,426.801407
1453,1,777.294549,97.305763,97.305763,0,97.305763,0,97.305763
1454,2,1554.589099,161.565048,161.565048,0,161.565048,0,323.130096
1455,2,1554.589099,95.527542,107.447189,11.919647,101.487366,5.959824,202.974731
1456,2,1554.589099,-1,-1,0,-1,0,-2
1457,2,1554.589099,63.434948,234.462326,171.027378,148.948637,85.513689,297.897274
1458,2,1554.589099,282.994629,293.198578,10.203949,288.096603,5.101974,576.193207
1459,2,1554.589099,228.814072,244.983109,16.169037,236.89859,8.084518,473.79718
1460,2,1554.589099,21.03751,149.03624,127.99873,85.036875,63.999365,170.07375
1461,2,1554.589099,274.398712,280.407715,6.009003,277.403214,3.004501,554.806427
1462,1,777.294549,315,315,0,315,0,315
1463,2,1554.589099,171.869904,180,8.130096,175.934952,4.065048,351.869904
1464,2,1554.589099,45,54.462322,9.462322,49.731161,4.731161,99.462322
1465,2,1554.589099,305.537689,355.236359,49.698669,330.387024,24.849335,660.774048
1466,1,777.294549,202.166351,202.166351,0,202.166351,0,202.166351
1467,2,1554.589099,221.7603,222.662689,0.90239,222.211494,0.451195,444.422989
1468,2,1554.589099,40.683971,54.819302,14.13533,47.751637,7.067665,95.503273
1469,2,1554.589099,85.763603,116.565048,30.801445,101.164326,15.400723,202.328651
1470,1,777.294549,315,315,0,315,0,315
1471,2,1554.589099,348.274902,351.573029,3.298126,349.923965,1.649063,699.847931
1472,2,1554.589099,37.874985,43.025066,5.150082,40.450026,2.575041,80.900051
1473,2,1554.589099,255.96376,270,14.03624,262.98188,7.01812,525.96376
1474,2,1554.589099,11.309932,41.633537,30.323606,26.471735,15.161803,52.943469
1475,2,1554.589099,61.858398,68.962486,7.104088,65.410442,3.552044,130.820885
1476,1,777.294549,90,90,0,90,0,90
1477,2,1554.589099,281.309937,282.264771,0.954834,281.787354,0.477417,563.574707
1478,2,1554.589099,296.565063,304.992004,8.426941,300.778534,4.21347,601.557068
1479,2,1554.589099,260.537689,264.193268,3.655579,262.365479,1.827789,524.730957
1480,2,1554.589099,180,189.462326,9.462326,184.731163,4.731163,369.462326
1481,1,777.294549,45,45,0,45,0,45
1482,2,1554.589099,268.363434,301.328705,32.965271,284.846069,16.482635,569.692139
1483,2,1554.589099,217.874985,238.240524,20.36554,228.057755,10.18277,456.115509
1484,2,1554.589099,93.576332,118.300758,24.724426,105.938545,12.362213,211.87709
1485,2,1554.589099,40.601295,45,4.398705,42.800648,2.199352,85.601295
1486,2,1554.589099,225,255.96376,30.96376,240.48188,15.48188,480.96376
1487,2,1554.589099,272.862396,306.253845,33.391449,289.558121,16.695724,579.116241
1488,3,2331.883648,38.157227,61.699245,23.542019,48.285491,9.887787,144.856472
1489,2,1554.589099,121.759483,139.573929,17.814445,130.666706,8.907223,261.333412
1490,1,777.294549,149.03624,149.03624,0,149.03624,0,149.03624
1491,1,777.294549,122.005386,122.005386,0,122.005386,0,122.005386
1492,2,1554.589099,270,315,45,292.5,22.5,585
1493,2,1554.589099,97.224319,101.976135,4.751816,99.600227,2.375908,199.200455
1494,1,777.294549,195.461212,195.461212,0,195.461212,0,195.461212
1495,2,1554.589099,142.59465,174.289413,31.694763,158.442032,15.847382,316.884064
1496,3,2331.883648,45,333.434937,288.434937,235.82373,134.944703,707.471191
1497,1,777.294549,303.959045,303.959045,0,303.959045,0,303.959045
1498,2,1554.589099,135,153.434952,18.434952,144.217476,9.217476,288.434952
1499,1,777.294549,256.429565,256.429565,0,256.429565,0,256.429565
1500,2,1554.589099,246.801407,246.801407,0,246.801407,0,493.602814
1501,1,777.294549,124.380348,124.380348,0,124.380348,0,124.380348
1502,1,777.294549,116.565048,116.565048,0,116.565048,0,116.565048
1503,1,777.294549,13.570434,13.570434,0,13.570434,0,13.570434
1504,2,1554.589099,315,318.366455,3.366455,316.683228,1.683228,633.366455
1505,1,777.294549,17.878696,17.878696,0,17.878696,0,17.878696
1506,2,1554.589099,298.300751,327.80426,29.50351,313.052505,14.751755,626.105011
1507,1,777.294549,108.434952,108.434952,0,108.434952,0,108.434952
1508,1,777.294549,12.425942,12.425942,0,12.425942,0,12.425942
1509,3,2331.883648,15.255118,315,299.744882,143.855016,126.014052,431.565047
1510,2,1554.589099,2.021364,2.489552,0.468188,2.255458,0.234094,4.510916
1511,2,1554.589099,253.442932,258.388519,4.945587,255.915726,2.472794,511.831451
1512,2,1554.589099,191.309937,213.690063,22.380127,202.5,11.190063,405
1513,2,1554.589099,16.699244,24.443954,7.744711,20.571599,3.872355,41.143198
1514,2,1554.589099,153.434952,180,26.565048,166.717476,13.282524,333.434952
1515,1,777.294549,217.476181,217.476181,0,217.476181,0,217.476181
1516,1,777.294549,34.99202,34.99202,0,34.99202,0,34.99202
1517,2,1554.589099,233.74617,236.309937,2.563766,235.028053,1.281883,470.056107
1518,2,1554.589099,22.619864,305.837646,283.217783,164.228755,141.608891,328.45751
1519,2,1554.589099,128.480194,136.636581,8.156387,132.558388,4.078194,265.116776
1520,1,777.294549,336.801422,336.801422,0,336.801422,0,336.801422
1521,2,1554.589099,64.653824,78.111343,13.45752,71.382584,6.72876,142.765167
1522,2,1554.589099,0,71.565048,71.565048,35.782524,35.782524,71.565048
1523,2,1554.589099,84.805573,98.130104,13.324532,91.467838,6.662266,182.935677
1524,2,1554.589099,59.036243,98.130104,39.093861,78.583174,19.54693,157.166348
1525,2,1554.589099,53.471146,55.00798,1.536835,54.239563,0.768417,108.479126
1526,1,777.294549,148.240524,148.240524,0,148.240524,0,148.240524
1527,1,777.294549,225,225,0,225,0,225
1528,2,1554.589099,276.881714,281.689362,4.807648,279.285538,2.403824,558.571075
1529,1,777.294549,233.130096,233.130096,0,233.130096,0,233.130096
1530,2,1554.589099,78.690071,135,56.309929,106.845036,28.154964,213.690071
1531,2,1554.589099,118.610458,136.005081,17.394623,127.30777,8.697311,254.61554
1532,2,1554.589099,107.904449,108.434952,0.530502,108.169701,0.265251,216.339401
1533,2,1554.589099,284.036255,324.462311,40.426056,304.249283,20.213028,608.498566
1534,2,1554.589099,10.304846,12.528807,2.223961,11.416826,1.11198,22.833652
1535,2,1554.589099,127.874985,150.945389,23.070404,139.410187,11.535202,278.820374
1536,2,1554.589099,77.005386,82.874985,5.869598,79.940186,2.934799,159.880371
1537,2,1554.589099,139.502197,143.637131,4.134933,141.569664,2.067467,283.139328
1538,1,777.294549,288.434937,288.434937,0,288.434937,0,288.434937
1539,1,777.294549,18.434948,18.434948,0,18.434948,0,18.434948
1540,1,777.294549,15.255118,15.255118,0,15.255118,0,15.255118
1541,1,777.294549,0,0,0,0,0,0
1542,2,1554.589099,318.75174,320.806732,2.054993,319.779236,1.027496,639.558472
1543,1,777.294549,206.565048,206.565048,0,206.565048,0,206.565048
1544,1,777.294549,256.551392,256.551392,0,256.551392,0,256.551392
1545,2,1554.589099,12.994617,18.434948,5.440331,15.714782,2.720166,31.429564
1546,2,1554.589099,215.537674,225,9.462326,220.268837,4.731163,440.537674
1547,2,1554.589099,275.826355,301.607513,25.781158,288.716934,12.890579,577.433868
1548,2,1554.589099,232.125015,254.744888,22.619873,243.434952,11.309937,486.869904
1549,1,777.294549,319.573914,319.573914,0,319.573914,0,319.573914
1550,2,1554.589099,261.430847,265.060791,3.629944,263.245819,1.814972,526.491638
1551,2,1554.589099,127.030388,145.885529,18.855141,136.457958,9.42757,272.915916
1552,1,777.294549,312.137604,312.137604,0,312.137604,0,312.137604
1553,1,777.294549,216.869904,216.869904,0,216.869904,0,216.869904
1554,2,1554.589099,27.718502,59.036243,31.317741,43.377373,15.658871,86.754745
1555,2,1554.589099,299.57785,325.619659,26.041809,312.598755,13.020905,625.19751
1556,2,1554.589099,256.429565,275.355835,18.92627,265.8927,9.463135,531.7854
1557,2,1554.589099,23.198589,30.963757,7.765167,27.081173,3.882584,54.162346
1558,2,1554.589099,101.309929,156.801407,55.491478,129.055668,27.745739,258.111336
1559,2,1554.589099,60.524109,78.690071,18.165962,69.60709,9.082981,139.21418
1560,2,1554.589099,300.963745,306.869904,5.906158,303.916824,2.953079,607.833649
1561,2,1554.589099,231.009003,280.30484,49.295837,255.656921,24.647919,511.313843
1562,1,777.294549,8.130101,8.130101,0,8.130101,0,8.130101
1563,1,777.294549,357.466431,357.466431,0,357.466431,0,357.466431
1564,2,1554.589099,146.309937,188.130096,41.82016,167.220016,20.91008,334.440033
1565,2,1554.589099,45,59.036243,14.036243,52.018122,7.018122,104.036243
1566,2,1554.589099,127.971603,128.190948,0.219345,128.081276,0.109673,256.162552
1567,2,1554.589099,303.690063,333.434937,29.744873,318.5625,14.872437,637.125
1568,2,1554.589099,123.690071,142.59465,18.904579,133.142361,9.45229,266.284721
1569,2,1554.589099,127.63195,132.397446,4.765495,130.014698,2.382748,260.029396
1570,1,777.294549,213.231705,213.231705,0,213.231705,0,213.231705
1571,1,777.294549,127.092834,127.092834,0,127.092834,0,127.092834
1572,2,1554.589099,71.565048,155.556046,83.990997,113.560547,41.995499,227.121094
1573,1,777.294549,86.009087,86.009087,0,86.009087,0,86.009087
1574,1,777.294549,99.926247,99.926247,0,99.926247,0,99.926247
1575,2,1554.589099,171.869904,185.710587,13.840683,178.790245,6.920341,357.58049
1576,1,777.294549,188.130096,188.130096,0,188.130096,0,188.130096
1577,2,1554.589099,288.434937,348.690063,60.255127,318.5625,30.127563,637.125
1578,1,777.294549,165.96376,165.96376,0,165.96376,0,165.96376
1579,1,777.294549,212.735229,212.735229,0,212.735229,0,212.735229
1580,2,1554.589099,98.972626,152.241455,53.268829,125.60704,26.634415,251.214081
1581,1,777.294549,193.392502,193.392502,0,193.392502,0,193.392502
1582,1,777.294549,87.510445,87.510445,0,87.510445,0,87.510445
1583,1,777.294549,117.645973,117.645973,0,117.645973,0,117.645973
1584,2,1554.589099,116.565048,153.434952,36.869904,135,18.434952,270
1585,2,1554.589099,123.690071,135,11.309929,129.345036,5.654964,258.690071
1586,1,777.294549,225,225,0,225,0,225
1587,1,777.294549,51.009007,51.009007,0,51.009007,0,51.009007
1588,2,1554.589099,26.56505,354.805573,328.240522,190.685311,164.120261,381.370623
1589,2,1554.589099,278.130096,336.801422,58.671326,307.465759,29.335663,614.931519
1590,1,777.294549,329.036255,329.036255,0,329.036255,0,329.036255
1591,3,2331.883648,45,315,270,212.710032,119.540338,638.130096
1592,1,777.294549,18.434948,18.434948,0,18.434948,0,18.434948
1593,1,777.294549,36.869896,36.869896,0,36.869896,0,36.869896
1594,2,1554.589099,217.874985,240.642242,22.767258,229.258614,11.383629,458.517227
1595,1,777.294549,98.746162,98.746162,0,98.746162,0,98.746162
1596,1,777.294549,348.023865,348.023865,0,348.023865,0,348.023865
1597,1,777.294549,155.556046,155.556046,0,155.556046,0,155.556046
1598,2,1554.589099,209.054611,216.869904,7.815292,212.962257,3.907646,425.924515
1599,1,777.294549,118.300758,118.300758,0,118.300758,0,118.300758
1600,2,1554.589099,267.614044,271.005096,3.391052,269.30957,1.695526,538.619141
1601,2,1554.589099,233.74617,255.96376,22.21759,244.854965,11.108795,489.70993
1602,2,1554.589099,86.987213,96.340195,9.352982,91.663704,4.676491,183.327408
1603,2,1554.589099,66.801407,128.659805,61.858398,97.730606,30.929199,195.461212
1604,2,1554.589099,102.094757,194.743561,92.648804,148.419159,46.324402,296.838318
1605,1,777.294549,113.198593,113.198593,0,113.198593,0,113.198593
1606,2,1554.589099,188.615646,207.121307,18.505661,197.868477,9.252831,395.736954
1607,2,1554.589099,141.709839,155.725555,14.015717,148.717697,7.007858,297.435394
1608,1,777.294549,180,180,0,180,0,180
1609,1,777.294549,106.189209,106.189209,0,106.189209,0,106.189209
1610,2,1554.589099,162.758545,166.504272,3.745728,164.631409,1.872864,329.262817
1611,2,1554.589099,90,270,180,180,90,360
1612,1,777.294549,341.565063,341.565063,0,341.565063,0,341.565063
1613,2,1554.589099,81.253838,137.862411,56.608574,109.558125,28.304287,219.116249
1614,2,1554.589099,124.695152,144.462326,19.767174,134.578739,9.883587,269.157478
1615,1,777.294549,30.963757,30.963757,0,30.963757,0,30.963757
1616,2,1554.589099,171.469238,181.97493,10.505692,176.722084,5.252846,353.444168
1617,1,777.294549,153.434952,153.434952,0,153.434952,0,153.434952
1618,2,1554.589099,309.289398,315,5.710602,312.144699,2.855301,624.289398
1619,1,777.294549,90,90,0,90,0,90
1620,2,1554.589099,131.185928,154.179016,22.993088,142.682472,11.496544,285.364944
1621,2,1554.589099,225,239.03624,14.03624,232.01812,7.01812,464.03624
1622,1,777.294549,350.537689,350.537689,0,350.537689,0,350.537689
1623,2,1554.589099,122.471191,141.340195,18.869003,131.905693,9.434502,263.811386
1624,2,1554.589099,127.874985,145.12468,17.249695,136.499832,8.624847,272.999664
1625,2,1554.589099,305.837646,333.434937,27.59729,319.636292,13.798645,639.272583
1626,1,777.294549,172.184708,172.184708,0,172.184708,0,172.184708
1627,1,777.294549,67.166344,67.166344,0,67.166344,0,67.166344
1628,1,777.294549,63.434948,63.434948,0,63.434948,0,63.434948
1629,2,1554.589099,195.751175,221.531769,25.780594,208.641472,12.890297,417.282944
1630,2,1554.589099,354.805573,356.633545,1.827972,355.719559,0.913986,711.439117
1631,1,777.294549,81.469231,81.469231,0,81.469231,0,81.469231
1632,1,777.294549,13.172553,13.172553,0,13.172553,0,13.172553
1633,1,777.294549,258.690063,258.690063,0,258.690063,0,258.690063
1634,1,777.294549,301.607513,301.607513,0,301.607513,0,301.607513
1635,1,777.294549,206.565048,206.565048,0,206.565048,0,206.565048
1636,1,777.294549,342.897278,342.897278,0,342.897278,0,342.897278
1637,1,777.294549,71.565048,71.565048,0,71.565048,0,71.565048
1638,2,1554.589099,288.434937,294.443939,6.009003,291.439438,3.004501,582.878876
1639,1,777.294549,337.770386,337.770386,0,337.770386,0,337.770386
1640,2,1554.589099,91.080925,100.491478,9.410553,95.786201,4.705276,191.572403
1641,1,777.294549,57.994617,57.994617,0,57.994617,0,57.994617
1642,1,777.294549,90,90,0,90,0,90
1643,2,1554.589099,147.20047,157.067902,9.867432,152.134186,4.933716,304.268372
1644,2,1554.589099,11.309932,45,33.690068,28.154966,16.845034,56.309932
1645,1,777.294549,120.96376,120.96376,0,120.96376,0,120.96376
1646,1,777.294549,281.309937,281.309937,0,281.309937,0,281.309937
1647,1,777.294549,225,225,0,225,0,225
1648,1,777.294549,149.03624,149.03624,0,149.03624,0,149.03624
1649,2,1554.589099,106.389542,112.249023,5.859482,109.319283,2.929741,218.638565
1650,2,1554.589099,191.309937,233.130096,41.82016,212.220016,20.91008,424.440033
1651,2,1554.589099,276.842773,281.309937,4.467163,279.076355,2.233582,558.15271
1652,2,1554.589099,333.434937,341.565063,8.130127,337.5,4.065063,675
1653,1,777.294549,210.256439,210.256439,0,210.256439,0,210.256439
1654,1,777.294549,347.905243,347.905243,0,347.905243,0,347.905243
1656,2,1554.589099,12.528807,21.801409,9.272602,17.165108,4.636301,34.330215
1657,2,1554.589099,86.185928,291.801422,205.615494,188.993675,102.807747,377.98735
1658,2,1554.589099,61.858398,66.370621,4.512222,64.11451,2.256111,128.229019
1659,2,1554.589099,257.005371,274.763641,17.75827,265.884506,8.879135,531.769012
1660,1,777.294549,11.888658,11.888658,0,11.888658,0,11.888658
1661,1,777.294549,180,180,0,180,0,180
1662,2,1554.589099,334.983093,354.805573,19.822479,344.894333,9.91124,689.788666
1663,1,777.294549,15.255118,15.255118,0,15.255118,0,15.255118
1664,1,777.294549,167.005386,167.005386,0,167.005386,0,167.005386
1665,1,777.294549,240.524109,240.524109,0,240.524109,0,240.524109
1666,2,1554.589099,219.805573,245.556046,25.750473,232.680809,12.875237,465.361618
1667,2,1554.589099,258.690063,270,11.309937,264.345032,5.654968,528.690063
1668,1,777.294549,353.659821,353.659821,0,353.659821,0,353.659821
1669,2,1554.589099,24.443954,281.309937,256.865982,152.876945,128.432991,305.753891
1670,1,777.294549,138.366455,138.366455,0,138.366455,0,138.366455
1671,2,1554.589099,215.837646,221.308609,5.470963,218.573128,2.735481,437.146255
1672,1,777.294549,16.699244,16.699244,0,16.699244,0,16.699244
1673,2,1554.589099,216.119339,235.12468,19.005341,225.622009,9.50267,451.244019
1674,2,1554.589099,339.227753,341.565063,2.337311,340.396408,1.168655,680.792816
1675,2,1554.589099,7.125016,35.537678,28.412662,21.331347,14.206331,42.662694
1676,2,1554.589099,20.224859,48.012787,27.787928,34.118823,13.893964,68.237646
1677,2,1554.589099,341.565063,353.659821,12.094757,347.612442,6.047379,695.224884
1678,2,1554.589099,225,270,45,247.5,22.5,495
1679,1,777.294549,69.443954,69.443954,0,69.443954,0,69.443954
1680,2,1554.589099,-1,270,271,134.5,135.5,269
1681,2,1554.589099,36.119339,95.194427,59.075089,65.656883,29.537544,131.313766
1682,2,1554.589099,158.198593,209.054611,50.856018,183.626602,25.428009,367.253204
1683,1,777.294549,336.801422,336.801422,0,336.801422,0,336.801422
1684,1,777.294549,24.145542,24.145542,0,24.145542,0,24.145542
1685,1,777.294549,142.943466,142.943466,0,142.943466,0,142.943466
1686,2,1554.589099,30.963757,341.565063,310.601307,186.26441,155.300653,372.52882
1687,2,1554.589099,220.236359,234.865814,14.629456,227.551086,7.314728,455.102173
1688,1,777.294549,90,90,0,90,0,90
1689,1,777.294549,212.005386,212.005386,0,212.005386,0,212.005386
1690,2,1554.589099,324.462311,351.869904,27.407593,338.166107,13.703796,676.332214
1691,1,777.294549,237.528809,237.528809,0,237.528809,0,237.528809
1692,1,777.294549,161.565048,161.565048,0,161.565048,0,161.565048
1693,1,777.294549,161.565048,161.565048,0,161.565048,0,161.565048
1694,2,1554.589099,78.690071,92.121094,13.431023,85.405582,6.715511,170.811165
1695,2,1554.589099,334.653809,347.005371,12.351563,340.82959,6.175781,681.65918
1696,1,777.294549,49.879272,49.879272,0,49.879272,0,49.879272
1697,2,1554.589099,191.309937,232.125015,40.815079,211.717476,20.407539,423.434952
1698,2,1554.589099,255.96376,260.537689,4.573929,258.250725,2.286964,516.50145
1699,2,1554.589099,191.309937,215.537674,24.227737,203.423805,12.113869,406.84761
1700,1,777.294549,19.983107,19.983107,0,19.983107,0,19.983107
1701,2,1554.589099,225,234.462326,9.462326,229.731163,4.731163,459.462326
1702,1,777.294549,135,135,0,135,0,135
1703,2,1554.589099,215.134201,237.994614,22.860413,226.564407,11.430206,453.128815
1704,2,1554.589099,275.194427,285.255127,10.060699,280.224777,5.03035,560.449554
1705,2,1554.589099,270,300.963745,30.963745,285.481873,15.481873,570.963745
1706,2,1554.589099,108.434952,108.434952,0,108.434952,0,216.869904
1707,1,777.294549,61.31385,61.31385,0,61.31385,0,61.31385
1708,1,777.294549,120.068581,120.068581,0,120.068581,0,120.068581
1709,1,777.294549,199.133652,199.133652,0,199.133652,0,199.133652
1710,1,777.294549,200.556046,200.556046,0,200.556046,0,200.556046
1711,2,1554.589099,186.340195,236.309937,49.969742,211.325066,24.984871,422.650131
1712,1,777.294549,29.475889,29.475889,0,29.475889,0,29.475889
1713,2,1554.589099,135,167.005386,32.005386,151.002693,16.002693,302.005386
1714,1,777.294549,250.387909,250.387909,0,250.387909,0,250.387909
1715,2,1554.589099,243.434952,255.96376,12.528809,249.699356,6.264404,499.398712
1716,2,1554.589099,187.431412,214.69516,27.263748,201.063286,13.631874,402.126572
1717,2,1554.589099,118.300758,155.854462,37.553703,137.07761,18.776852,274.15522
1718,2,1554.589099,124.875328,131.933517,7.058189,128.404423,3.529095,256.808846
1719,2,1554.589099,81.027374,81.869896,0.842522,81.448635,0.421261,162.89727
1720,2,1554.589099,253.072495,295.559967,42.487473,274.316231,21.243736,548.632462
1721,1,777.294549,128.290161,128.290161,0,128.290161,0,128.290161
1722,1,777.294549,103.392494,103.392494,0,103.392494,0,103.392494
1723,1,777.294549,345.815704,345.815704,0,345.815704,0,345.815704
1724,1,777.294549,57.528809,57.528809,0,57.528809,0,57.528809
1725,2,1554.589099,132.614059,136.332214,3.718155,134.473137,1.859077,268.946274
1726,1,777.294549,98.130104,98.130104,0,98.130104,0,98.130104
1727,2,1554.589099,45,288.434937,243.434937,166.717468,121.717468,333.434937
1728,1,777.294549,123.690071,123.690071,0,123.690071,0,123.690071
1729,1,777.294549,179.432739,179.432739,0,179.432739,0,179.432739
1730,2,1554.589099,293.962494,309.289398,15.326904,301.625946,7.663452,603.251892
1731,1,777.294549,263.659821,263.659821,0,263.659821,0,263.659821
1732,1,777.294549,135,135,0,135,0,135
1733,1,777.294549,85.601295,85.601295,0,85.601295,0,85.601295
1734,2,1554.589099,18.434948,45,26.565052,31.717474,13.282526,63.434948
1735,1,777.294549,258.690063,258.690063,0,258.690063,0,258.690063
1736,1,777.294549,156.250504,156.250504,0,156.250504,0,156.250504
1737,2,1554.589099,335.55603,348.690063,13.134033,342.123047,6.567017,684.246094
1738,2,1554.589099,16.38954,36.253838,19.864298,26.321689,9.932149,52.643377
1739,2,1554.589099,298.739807,324.462311,25.722504,311.601059,12.861252,623.202118
1740,2,1554.589099,78.690071,201.801407,123.111336,140.245739,61.555668,280.491478
1741,1,777.294549,124.380348,124.380348,0,124.380348,0,124.380348
1742,2,1554.589099,34.82449,58.134022,23.309532,46.479256,11.654766,92.958511
1743,2,1554.589099,284.036255,306.869904,22.833649,295.453079,11.416824,590.906158
1744,1,777.294549,270,270,0,270,0,270
1745,2,1554.589099,11.309932,344.744873,333.434941,178.027402,166.717471,356.054805
1746,1,777.294549,21.03751,21.03751,0,21.03751,0,21.03751
1747,2,1554.589099,280.491486,297.645966,17.15448,289.068726,8.57724,578.137451
1748,1,777.294549,91.218872,91.218872,0,91.218872,0,91.218872
1749,1,777.294549,194.03624,194.03624,0,194.03624,0,194.03624
1750,1,777.294549,150.945389,150.945389,0,150.945389,0,150.945389
1751,1,777.294549,155.556046,155.556046,0,155.556046,0,155.556046
1752,1,777.294549,137.290604,137.290604,0,137.290604,0,137.290604
1753,1,777.294549,188.130096,188.130096,0,188.130096,0,188.130096
1754,2,1554.589099,180,180,0,180,0,360
1755,2,1554.589099,214.114471,218.659805,4.545334,216.387138,2.272667,432.774277
1756,2,1554.589099,198.434952,351.869904,153.434952,275.152428,76.717476,550.304855
1757,1,777.294549,33.690067,33.690067,0,33.690067,0,33.690067
1758,2,1554.589099,122.471191,147.528809,25.057617,135,12.528809,270
1759,2,1554.589099,161.952179,161.995834,0.043655,161.974007,0.021828,323.948013
1760,1,777.294549,139.236389,139.236389,0,139.236389,0,139.236389
1761,2,1554.589099,244.440033,264.805573,20.36554,254.622803,10.18277,509.245605
1762,2,1554.589099,153.434952,168.690063,15.255112,161.062508,7.627556,322.125015
1763,2,1554.589099,206.565048,231.709839,25.144791,219.137444,12.572395,438.274887
1764,2,1554.589099,67.619865,77.471191,9.851326,72.545528,4.925663,145.091057
1765,2,1554.589099,153.970413,156.037506,2.067093,155.00396,1.033546,310.007919
1766,2,1554.589099,11.309932,194.03624,182.726308,102.673086,91.363154,205.346171
1767,1,777.294549,278.130096,278.130096,0,278.130096,0,278.130096
1768,2,1554.589099,45,83.659805,38.659805,64.329903,19.329903,128.659805
1769,2,1554.589099,51.709835,65.658913,13.949078,58.684374,6.974539,117.368748
