OBJECTID_1,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
697,2,1554.589099,184.398712,186.340195,1.941483,185.369453,0.970741,370.738907
698,2,1554.589099,34.508522,66.801407,32.292885,50.654964,16.146442,101.309929
699,1,777.294549,302.471191,302.471191,0,302.471191,0,302.471191
700,1,777.294549,22.380135,22.380135,0,22.380135,0,22.380135
701,1,777.294549,113.198593,113.198593,0,113.198593,0,113.198593
702,2,1554.589099,299.57785,316.245361,16.667511,307.911606,8.333755,615.823212
703,2,1554.589099,246.250504,257.905243,11.654739,252.077873,5.82737,504.155746
704,2,1554.589099,87.510445,101.309929,13.799484,94.410187,6.899742,188.820374
705,1,777.294549,351.869904,351.869904,0,351.869904,0,351.869904
706,2,1554.589099,90,96.340195,6.340195,93.170097,3.170097,186.340195
707,2,1554.589099,63.434948,315,251.565052,189.217474,125.782526,378.434948
708,2,1554.589099,101.309929,300.963745,199.653816,201.136837,99.826908,402.273674
709,1,777.294549,271.273041,271.273041,0,271.273041,0,271.273041
710,1,777.294549,23.198589,23.198589,0,23.198589,0,23.198589
711,2,1554.589099,189.462326,270,80.537674,229.731163,40.268837,459.462326
712,2,1554.589099,101.129189,117.950966,16.821777,109.540077,8.410889,219.080154
713,2,1554.589099,243.434952,270,26.565048,256.717476,13.282524,513.434952
714,1,777.294549,116.565048,116.565048,0,116.565048,0,116.565048
715,2,1554.589099,174.805573,201.801407,26.995834,188.30349,13.497917,376.606979
716,1,777.294549,333.434937,333.434937,0,333.434937,0,333.434937
717,2,1554.589099,135,153.434952,18.434952,144.217476,9.217476,288.434952
718,2,1554.589099,12.994617,341.565063,328.570447,177.27984,164.285223,354.55968
719,1,777.294549,284.420776,284.420776,0,284.420776,0,284.420776
720,1,777.294549,357.273682,357.273682,0,357.273682,0,357.273682
721,2,1554.589099,51.709835,62.10273,10.392895,56.906282,5.196447,113.812565
722,3,2331.883648,185.194427,198.434952,13.240524,190.586492,5.677633,571.759476
723,1,777.294549,343.610474,343.610474,0,343.610474,0,343.610474
724,2,1554.589099,26.075356,43.726971,17.651615,34.901163,8.825808,69.802326
725,2,1554.589099,4.085616,23.962488,19.876872,14.024052,9.938436,28.048104
726,1,777.294549,326.154663,326.154663,0,326.154663,0,326.154663
727,2,1554.589099,206.565048,239.03624,32.471191,222.800644,16.235596,445.601288
728,2,1554.589099,80.537674,81.384354,0.84668,80.961014,0.42334,161.922028
729,2,1554.589099,191.309937,195.101105,3.791168,193.205521,1.895584,386.411041
730,2,1554.589099,199.798874,204.623566,4.824692,202.21122,2.412346,404.42244
731,2,1554.589099,54.462322,76.607506,22.145184,65.534914,11.072592,131.069828
732,2,1554.589099,19.798876,32.905243,13.106367,26.352059,6.553184,52.704119
733,1,777.294549,267.510437,267.510437,0,267.510437,0,267.510437
734,1,777.294549,225,225,0,225,0,225
735,2,1554.589099,308.190948,330.945404,22.754456,319.568176,11.377228,639.136353
736,2,1554.589099,47.245743,69.102234,21.856491,58.173988,10.928246,116.347977
737,2,1554.589099,203.962494,218.659805,14.697311,211.31115,7.348656,422.622299
738,1,777.294549,84.805573,84.805573,0,84.805573,0,84.805573
739,2,1554.589099,60.945396,80.753883,19.808487,70.84964,9.904243,141.69928
740,1,777.294549,65.556046,65.556046,0,65.556046,0,65.556046
741,1,777.294549,175.601288,175.601288,0,175.601288,0,175.601288
742,2,1554.589099,306.119354,318.239685,12.120331,312.17952,6.060165,624.359039
743,2,1554.589099,81.869896,90,8.130104,85.934948,4.065052,171.869896
744,2,1554.589099,45,65.556046,20.556046,55.278023,10.278023,110.556046
745,2,1554.589099,158.198593,159.443954,1.245361,158.821274,0.622681,317.642548
746,2,1554.589099,240.945404,248.198593,7.253189,244.571999,3.626595,489.143997
747,1,777.294549,257.005371,257.005371,0,257.005371,0,257.005371
748,2,1554.589099,8.880658,12.875001,3.994343,10.87783,1.997171,21.755659
749,2,1554.589099,50.194427,57.094757,6.90033,53.644592,3.450165,107.289185
750,2,1554.589099,174.289413,188.130096,13.840683,181.209755,6.920341,362.41951
751,2,1554.589099,122.471191,161.565048,39.093857,142.01812,19.546928,284.03624
752,1,777.294549,10.17551,10.17551,0,10.17551,0,10.17551
753,2,1554.589099,180,188.130096,8.130096,184.065048,4.065048,368.130096
754,2,1554.589099,296.565063,299.054596,2.489532,297.80983,1.244766,595.619659
755,2,1554.589099,204.443954,210.96376,6.519806,207.703857,3.259903,415.407715
756,1,777.294549,97.125015,97.125015,0,97.125015,0,97.125015
757,2,1554.589099,13.626994,22.479433,8.852439,18.053214,4.426219,36.106427
758,2,1554.589099,53.1301,58.24052,5.11042,55.68531,2.55521,111.370621
759,2,1554.589099,97.431412,106.821411,9.389999,102.126411,4.695,204.252823
760,2,1554.589099,65.556046,282.994629,217.438583,174.275337,108.719292,348.550674
761,2,1554.589099,22.380135,54.462322,32.082188,38.421228,16.041094,76.842457
762,2,1554.589099,126.528854,136.789917,10.261063,131.659386,5.130531,263.318771
763,2,1554.589099,137.436646,145.407715,7.971069,141.42218,3.985535,282.84436
764,2,1554.589099,0,18.434948,18.434948,9.217474,9.217474,18.434948
765,1,777.294549,171.869904,171.869904,0,171.869904,0,171.869904
766,1,777.294549,329.036255,329.036255,0,329.036255,0,329.036255
767,2,1554.589099,202.380142,210.96376,8.583618,206.671951,4.291809,413.343903
768,1,777.294549,180,180,0,180,0,180
769,1,777.294549,344.054596,344.054596,0,344.054596,0,344.054596
770,2,1554.589099,281.309937,288.434937,7.125,284.872437,3.5625,569.744873
771,2,1554.589099,101.309929,126.869896,25.559967,114.089912,12.779984,228.179825
772,2,1554.589099,77.471191,81.253838,3.782646,79.362514,1.891323,158.725029
773,2,1554.589099,0,5.710592,5.710592,2.855296,2.855296,5.710592
774,2,1554.589099,255.96376,270,14.03624,262.98188,7.01812,525.96376
775,1,777.294549,311.82016,311.82016,0,311.82016,0,311.82016
776,2,1554.589099,135,161.565048,26.565048,148.282524,13.282524,296.565048
777,2,1554.589099,8.130101,341.565063,333.434962,174.847582,166.717481,349.695165
778,2,1554.589099,307.874969,310.236359,2.361389,309.055664,1.180695,618.111328
779,2,1554.589099,206.565048,215.537674,8.972626,211.051361,4.486313,422.102722
780,1,777.294549,10.619655,10.619655,0,10.619655,0,10.619655
781,2,1554.589099,116.878143,126.027374,9.149231,121.452759,4.574615,242.905518
782,2,1554.589099,186.340195,192.380753,6.040558,189.360474,3.020279,378.720947
783,2,1554.589099,273.012787,280.30484,7.292053,276.658813,3.646027,553.317627
784,2,1554.589099,270,315,45,292.5,22.5,585
785,1,777.294549,330.42215,330.42215,0,330.42215,0,330.42215
786,1,777.294549,45,45,0,45,0,45
787,2,1554.589099,356.009094,359.309723,3.300629,357.659409,1.650314,715.318817
788,2,1554.589099,83.659805,87.273689,3.613884,85.466747,1.806942,170.933495
789,1,777.294549,257.152283,257.152283,0,257.152283,0,257.152283
790,1,777.294549,234.462326,234.462326,0,234.462326,0,234.462326
791,2,1554.589099,206.565048,225,18.434952,215.782524,9.217476,431.565048
792,1,777.294549,294.550446,294.550446,0,294.550446,0,294.550446
793,2,1554.589099,251.565048,341.565063,90.000015,296.565056,45.000008,593.130112
794,1,777.294549,198.434952,198.434952,0,198.434952,0,198.434952
795,2,1554.589099,135,341.565063,206.565063,238.282532,103.282532,476.565063
796,2,1554.589099,271.005096,279.090271,8.085175,275.047684,4.042587,550.095367
797,2,1554.589099,353.927551,357.273682,3.34613,355.600616,1.673065,711.201233
798,1,777.294549,56.309933,56.309933,0,56.309933,0,56.309933
799,2,1554.589099,66.801407,90,23.198593,78.400703,11.599297,156.801407
800,1,777.294549,203.962494,203.962494,0,203.962494,0,203.962494
801,2,1554.589099,71.565048,90,18.434952,80.782524,9.217476,161.565048
802,1,777.294549,19.290045,19.290045,0,19.290045,0,19.290045
803,1,777.294549,270,270,0,270,0,270
804,2,1554.589099,135,156.801407,21.801407,145.900703,10.900703,291.801407
805,2,1554.589099,98.297142,99.940575,1.643433,99.118858,0.821716,198.237717
806,3,2331.883648,98.841812,104.036247,5.194435,101.867472,2.205482,305.602417
807,2,1554.589099,88.667778,96.952957,8.285179,92.810368,4.14259,185.620735
808,2,1554.589099,0,326.309937,326.309937,163.154968,163.154968,326.309937
809,1,777.294549,81.027374,81.027374,0,81.027374,0,81.027374
810,1,777.294549,293.198578,293.198578,0,293.198578,0,293.198578
811,1,777.294549,96.952957,96.952957,0,96.952957,0,96.952957
812,2,1554.589099,214.380341,219.17366,4.79332,216.777,2.39666,433.554001
813,2,1554.589099,205.016891,230.710602,25.69371,217.863747,12.846855,435.727493
814,2,1554.589099,213.111343,217.874985,4.763641,215.493164,2.381821,430.986328
815,1,777.294549,180,180,0,180,0,180
816,2,1554.589099,167.005386,180,12.994614,173.502693,6.497307,347.005386
817,2,1554.589099,180,243.434952,63.434952,211.717476,31.717476,423.434952
818,2,1554.589099,228.179825,240.708633,12.528809,234.444229,6.264404,468.888458
819,2,1554.589099,45,74.744881,29.744881,59.87244,14.87244,119.744881
820,1,777.294549,29.744881,29.744881,0,29.744881,0,29.744881
821,2,1554.589099,123.231712,123.690071,0.458359,123.460892,0.229179,246.921783
822,2,1554.589099,225,243.434952,18.434952,234.217476,9.217476,468.434952
823,2,1554.589099,90,119.054604,29.054604,104.527302,14.527302,209.054604
824,2,1554.589099,277.853302,281.76828,3.914978,279.810791,1.957489,559.621582
825,1,777.294549,135,135,0,135,0,135
826,1,777.294549,74.291359,74.291359,0,74.291359,0,74.291359
827,2,1554.589099,22.0679,41.185925,19.118025,31.626912,9.559012,63.253824
828,2,1554.589099,157.714417,164.42746,6.713043,161.070938,3.356522,322.141876
829,1,777.294549,261.869904,261.869904,0,261.869904,0,261.869904
830,1,777.294549,32.905243,32.905243,0,32.905243,0,32.905243
831,1,777.294549,127.568596,127.568596,0,127.568596,0,127.568596
832,1,777.294549,347.19574,347.19574,0,347.19574,0,347.19574
833,2,1554.589099,143.74617,164.357758,20.611588,154.051964,10.305794,308.103928
834,2,1554.589099,18.434948,336.801422,318.366474,177.618185,159.183237,355.23637
835,2,1554.589099,306.027374,315,8.972626,310.513687,4.486313,621.027374
836,2,1554.589099,11.51383,16.557072,5.043242,14.035451,2.521621,28.070902
837,2,1554.589099,63.434948,76.607506,13.172558,70.021227,6.586279,140.042454
838,1,777.294549,326.309937,326.309937,0,326.309937,0,326.309937
839,2,1554.589099,135,191.309937,56.309937,163.154968,28.154968,326.309937
840,1,777.294549,101.023453,101.023453,0,101.023453,0,101.023453
841,1,777.294549,217.234833,217.234833,0,217.234833,0,217.234833
842,2,1554.589099,90,225,135,157.5,67.5,315
843,2,1554.589099,261.869904,315,53.130096,288.434952,26.565048,576.869904
844,2,1554.589099,78.178513,96.340195,18.161682,87.259354,9.080841,174.518707
845,2,1554.589099,186.340195,196.927521,10.587326,191.633858,5.293663,383.267715
846,2,1554.589099,14.036242,18.434948,4.398705,16.235595,2.199353,32.47119
847,2,1554.589099,241.699249,264.289398,22.590149,252.994324,11.295074,505.988647
848,1,777.294549,80.753883,80.753883,0,80.753883,0,80.753883
849,2,1554.589099,21.03751,49.398705,28.361195,35.218107,14.180597,70.436214
850,2,1554.589099,300.963745,320.710602,19.746857,310.837173,9.873428,621.674347
851,2,1554.589099,147.171463,155.224854,8.053391,151.198158,4.026695,302.396317
852,1,777.294549,241.699249,241.699249,0,241.699249,0,241.699249
853,1,777.294549,347.275635,347.275635,0,347.275635,0,347.275635
854,2,1554.589099,171.869904,180,8.130096,175.934952,4.065048,351.869904
855,2,1554.589099,45,113.198593,68.198593,79.099297,34.099297,158.198593
856,1,777.294549,92.726311,92.726311,0,92.726311,0,92.726311
857,2,1554.589099,255.96376,300.963745,44.999985,278.463753,22.499992,556.927505
858,2,1554.589099,48.814075,66.037514,17.223438,57.425795,8.611719,114.851589
859,2,1554.589099,9.246112,10.619655,1.373543,9.932883,0.686771,19.865767
860,1,777.294549,315,315,0,315,0,315
861,2,1554.589099,206.565048,239.03624,32.471191,222.800644,16.235596,445.601288
862,2,1554.589099,36.869896,329.931427,293.061531,183.400661,146.530766,366.801323
863,3,2331.883648,5.492324,352.568604,347.07628,123.489449,162.008023,370.468346
864,2,1554.589099,326.309937,333.434937,7.125,329.872437,3.5625,659.744873
865,1,777.294549,287.949402,287.949402,0,287.949402,0,287.949402
866,2,1554.589099,264.610687,273.814087,9.2034,269.212387,4.6017,538.424774
867,2,1554.589099,229.763641,232.59465,2.831009,231.179146,1.415504,462.358292
868,2,1554.589099,272.726318,281.309937,8.583618,277.018127,4.291809,554.036255
869,1,777.294549,93.012787,93.012787,0,93.012787,0,93.012787
870,2,1554.589099,160.016891,176.633545,16.616653,168.325218,8.308327,336.650436
871,2,1554.589099,247.988724,262.184723,14.195999,255.086723,7.098,510.173447
872,2,1554.589099,225,230.194427,5.194427,227.597214,2.597214,455.194427
873,1,777.294549,45,45,0,45,0,45
874,2,1554.589099,2.72631,334.440033,331.713723,168.583172,165.856861,337.166343
875,2,1554.589099,18.434948,23.198589,4.763641,20.816769,2.381821,41.633537
876,2,1554.589099,74.148071,74.744881,0.596809,74.446476,0.298405,148.892952
877,2,1554.589099,237.528809,249.443954,11.915146,243.486382,5.957573,486.972763
878,2,1554.589099,285.945404,289.983093,4.037689,287.964249,2.018845,575.928497
879,2,1554.589099,112.750977,136.97493,24.223953,124.862953,12.111977,249.725906
880,2,1554.589099,163.442932,167.735229,4.292297,165.589081,2.146149,331.178162
881,2,1554.589099,80.21759,85.601295,5.383705,82.909443,2.691853,165.818886
882,2,1554.589099,11.309932,329.036255,317.726323,170.173093,158.863162,340.346187
883,1,777.294549,78.690071,78.690071,0,78.690071,0,78.690071
884,2,1554.589099,233.130096,270,36.869904,251.565048,18.434952,503.130096
885,2,1554.589099,11.309932,354.805573,343.495641,183.057752,171.74782,366.115504
886,1,777.294549,116.565048,116.565048,0,116.565048,0,116.565048
887,1,777.294549,248.198593,248.198593,0,248.198593,0,248.198593
888,2,1554.589099,123.690071,124.562523,0.872452,124.126297,0.436226,248.252594
889,2,1554.589099,290.224854,304.380341,14.155487,297.302597,7.077744,594.605194
890,2,1554.589099,-1,270,271,134.5,135.5,269
891,2,1554.589099,165.96376,176.185928,10.222168,171.074844,5.111084,342.149689
892,1,777.294549,135,135,0,135,0,135
893,2,1554.589099,270,275.964478,5.964478,272.982239,2.982239,545.964478
894,1,777.294549,261.869904,261.869904,0,261.869904,0,261.869904
895,2,1554.589099,149.931412,171.384354,21.452942,160.657883,10.726471,321.315765
896,1,777.294549,336.801422,336.801422,0,336.801422,0,336.801422
897,1,777.294549,70.016891,70.016891,0,70.016891,0,70.016891
898,2,1554.589099,92.489555,102.528809,10.039253,97.509182,5.019627,195.018364
899,2,1554.589099,207.349884,257.005371,49.655487,232.177628,24.827744,464.355255
900,1,777.294549,112.380135,112.380135,0,112.380135,0,112.380135
901,2,1554.589099,169.330215,170.166443,0.836227,169.748329,0.418114,339.496658
902,2,1554.589099,68.629379,75.650665,7.021286,72.140022,3.510643,144.280045
903,2,1554.589099,280.922791,285.255127,4.332336,283.088959,2.166168,566.177917
904,1,777.294549,194.264511,194.264511,0,194.264511,0,194.264511
905,2,1554.589099,255.96376,263.659821,7.69606,259.81179,3.84803,519.623581
906,1,777.294549,65.556046,65.556046,0,65.556046,0,65.556046
907,2,1554.589099,206.565048,225,18.434952,215.782524,9.217476,431.565048
908,2,1554.589099,101.309929,135,33.690071,118.154964,16.845036,236.309929
909,2,1554.589099,327.994629,351.869904,23.875275,339.932266,11.937637,679.864532
910,2,1554.589099,91.123306,121.865974,30.742668,106.49464,15.371334,212.989281
911,2,1554.589099,212.242462,214.315094,2.072632,213.278778,1.036316,426.557556
912,1,777.294549,101.976135,101.976135,0,101.976135,0,101.976135
913,2,1554.589099,76.607506,94.899094,18.291588,85.7533,9.145794,171.506599
914,1,777.294549,82.568588,82.568588,0,82.568588,0,82.568588
915,2,1554.589099,280.007965,291.801422,11.793457,285.904694,5.896729,571.809387
916,2,1554.589099,180,211.429565,31.429565,195.714783,15.714783,391.429565
917,2,1554.589099,188.130096,203.962494,15.832397,196.046295,7.916199,392.09259
918,2,1554.589099,245.556046,260.537689,14.981644,253.046867,7.490822,506.093735
919,2,1554.589099,93.012787,94.63546,1.622673,93.824123,0.811337,187.648247
920,1,777.294549,202.380142,202.380142,0,202.380142,0,202.380142
921,1,777.294549,40.601295,40.601295,0,40.601295,0,40.601295
922,2,1554.589099,9.462321,20.556046,11.093724,15.009183,5.546862,30.018367
923,1,777.294549,311.423676,311.423676,0,311.423676,0,311.423676
924,2,1554.589099,245.224854,253.300751,8.075897,249.262802,4.037949,498.525604
925,2,1554.589099,90,326.309937,236.309937,208.154968,118.154968,416.309937
926,2,1554.589099,135.881409,151.189209,15.3078,143.535309,7.6539,287.070618
927,1,777.294549,9.904182,9.904182,0,9.904182,0,9.904182
928,2,1554.589099,55.619656,71.565048,15.945393,63.592352,7.972696,127.184704
929,1,777.294549,187.883133,187.883133,0,187.883133,0,187.883133
930,2,1554.589099,108.434952,243.434952,135,175.934952,67.5,351.869904
931,2,1554.589099,3.012787,344.357758,341.344971,173.685272,170.672485,347.370544
932,1,777.294549,165.96376,165.96376,0,165.96376,0,165.96376
933,2,1554.589099,135,135,0,135,0,270
934,2,1554.589099,146.309937,151.927521,5.617584,149.118729,2.808792,298.237457
935,1,777.294549,127.874985,127.874985,0,127.874985,0,127.874985
936,1,777.294549,225,225,0,225,0,225
937,1,777.294549,56.309933,56.309933,0,56.309933,0,56.309933
938,1,777.294549,51.340191,51.340191,0,51.340191,0,51.340191
939,2,1554.589099,123.690071,148.240524,24.550453,135.965298,12.275227,271.930595
940,1,777.294549,292.380127,292.380127,0,292.380127,0,292.380127
941,2,1554.589099,33.690067,45,11.309933,39.345034,5.654966,78.690067
942,2,1554.589099,94.763641,104.534454,9.770813,99.649048,4.885406,199.298096
943,2,1554.589099,85.314102,85.855377,0.541275,85.58474,0.270638,171.169479
944,2,1554.589099,198.434952,235.561005,37.126053,216.997978,18.563026,433.995956
945,2,1554.589099,9.057887,356.82016,347.762273,182.939023,173.881136,365.878047
946,2,1554.589099,60.945396,63.434948,2.489552,62.190172,1.244776,124.380344
947,2,1554.589099,112.166344,113.749496,1.583153,112.95792,0.791576,225.91584
948,1,777.294549,53.880657,53.880657,0,53.880657,0,53.880657
949,2,1554.589099,225,345.963745,120.963745,285.481873,60.481873,570.963745
950,1,777.294549,144.462326,144.462326,0,144.462326,0,144.462326
951,1,777.294549,335.55603,335.55603,0,335.55603,0,335.55603
952,1,777.294549,40.601295,40.601295,0,40.601295,0,40.601295
953,1,777.294549,243.434952,243.434952,0,243.434952,0,243.434952
954,2,1554.589099,8.130101,184.398712,176.268611,96.264407,88.134305,192.528813
955,2,1554.589099,246.250504,247.619873,1.36937,246.935188,0.684685,493.870377
956,1,777.294549,265.601288,265.601288,0,265.601288,0,265.601288
957,2,1554.589099,142.125015,161.565048,19.440033,151.845032,9.720016,303.690063
958,2,1554.589099,241.189209,254.197495,13.008286,247.693352,6.504143,495.386703
959,1,777.294549,270,270,0,270,0,270
960,2,1554.589099,11.309932,329.036255,317.726323,170.173093,158.863162,340.346187
961,2,1554.589099,51.709835,55.619656,3.909821,53.664745,1.95491,107.329491
962,1,777.294549,77.005386,77.005386,0,77.005386,0,77.005386
963,2,1554.589099,55.00798,73.072487,18.064507,64.040234,9.032253,128.080467
964,1,777.294549,93.144958,93.144958,0,93.144958,0,93.144958
965,1,777.294549,261.869904,261.869904,0,261.869904,0,261.869904
966,2,1554.589099,189.462326,198.434952,8.972626,193.948639,4.486313,387.897278
967,1,777.294549,270,270,0,270,0,270
968,1,777.294549,357.273682,357.273682,0,357.273682,0,357.273682
969,1,777.294549,185.599335,185.599335,0,185.599335,0,185.599335
970,1,777.294549,168.690063,168.690063,0,168.690063,0,168.690063
971,2,1554.589099,25.844387,31.277702,5.433315,28.561045,2.716658,57.122089
972,1,777.294549,90,90,0,90,0,90
973,1,777.294549,125.311211,125.311211,0,125.311211,0,125.311211
974,2,1554.589099,225,261.869904,36.869904,243.434952,18.434952,486.869904
975,2,1554.589099,273.990906,280.885529,6.894623,277.438217,3.447311,554.876434
976,1,777.294549,90,90,0,90,0,90
977,1,777.294549,160.346176,160.346176,0,160.346176,0,160.346176
978,2,1554.589099,149.931412,193.67131,43.739899,171.801361,21.869949,343.602722
979,1,777.294549,191.309937,191.309937,0,191.309937,0,191.309937
980,2,1554.589099,27.89727,29.054604,1.157333,28.475937,0.578667,56.951874
981,1,777.294549,174.64418,174.64418,0,174.64418,0,174.64418
982,1,777.294549,29.744881,29.744881,0,29.744881,0,29.744881
983,1,777.294549,14.743562,14.743562,0,14.743562,0,14.743562
984,1,777.294549,180,180,0,180,0,180
985,1,777.294549,270,270,0,270,0,270
986,2,1554.589099,315,315,0,315,0,630
987,3,2331.883648,54.462322,108.434952,53.97263,76.839046,22.97834,230.517139
988,2,1554.589099,10.980649,12.094756,1.114107,11.537703,0.557054,23.075405
989,2,1554.589099,333.434937,341.565063,8.130127,337.5,4.065063,675
990,1,777.294549,108.434952,108.434952,0,108.434952,0,108.434952
991,1,777.294549,128.659805,128.659805,0,128.659805,0,128.659805
992,2,1554.589099,60.751175,69.880363,9.129189,65.315769,4.564594,130.631538
993,1,777.294549,8.615647,8.615647,0,8.615647,0,8.615647
994,1,777.294549,12.002295,12.002295,0,12.002295,0,12.002295
995,2,1554.589099,26.56505,73.072487,46.507437,49.818769,23.253718,99.637537
996,2,1554.589099,273.814087,275.194427,1.380341,274.504257,0.69017,549.008514
997,2,1554.589099,321.340179,348.690063,27.349884,335.015121,13.674942,670.030243
998,1,777.294549,198.434952,198.434952,0,198.434952,0,198.434952
999,2,1554.589099,83.659805,100.175514,16.515709,91.91766,8.257854,183.83532
1000,2,1554.589099,71.565048,135,63.434952,103.282524,31.717476,206.565048
1001,1,777.294549,274.085602,274.085602,0,274.085602,0,274.085602
1002,1,777.294549,106.927513,106.927513,0,106.927513,0,106.927513
1003,1,777.294549,274.398712,274.398712,0,274.398712,0,274.398712
1004,1,777.294549,0,0,0,0,0,0
1005,1,777.294549,56.309933,56.309933,0,56.309933,0,56.309933
1006,2,1554.589099,270,295.346161,25.346161,282.67308,12.67308,565.346161
1007,1,777.294549,327.528809,327.528809,0,327.528809,0,327.528809
1008,2,1554.589099,120.529709,174.805573,54.275864,147.667641,27.137932,295.335281
1009,2,1554.589099,108.434952,180,71.565048,144.217476,35.782524,288.434952
1010,1,777.294549,4.537772,4.537772,0,4.537772,0,4.537772
1011,2,1554.589099,50.710594,90,39.289406,70.355297,19.644703,140.710594
1012,2,1554.589099,163.495636,166.827454,3.331818,165.161545,1.665909,330.32309
1013,2,1554.589099,217.184708,219.805573,2.620865,218.49514,1.310432,436.99028
1014,2,1554.589099,198.434952,232.125015,33.690063,215.279984,16.845032,430.559967
1015,1,777.294549,135,135,0,135,0,135
1016,2,1554.589099,108.434952,118.610458,10.175507,113.522705,5.087753,227.04541
1017,2,1554.589099,299.054596,324.462311,25.407715,311.758453,12.703857,623.516907
1018,2,1554.589099,90,120.96376,30.96376,105.48188,15.48188,210.96376
1019,1,777.294549,191.309937,191.309937,0,191.309937,0,191.309937
1020,1,777.294549,225,225,0,225,0,225
1021,1,777.294549,127.234833,127.234833,0,127.234833,0,127.234833
1022,2,1554.589099,163.979706,164.124054,0.144348,164.05188,0.072174,328.10376
1023,1,777.294549,171.869904,171.869904,0,171.869904,0,171.869904
1024,2,1554.589099,180,198.434952,18.434952,189.217476,9.217476,378.434952
1025,2,1554.589099,289.798889,306.027374,16.228485,297.913132,8.114243,595.826263
1026,2,1554.589099,158.198593,206.565048,48.366455,182.381821,24.183228,364.763641
1027,2,1554.589099,59.931416,63.970409,4.038994,61.950912,2.019497,123.901825
1028,1,777.294549,180,180,0,180,0,180
1029,2,1554.589099,227.662994,233.130096,5.467102,230.396545,2.733551,460.793091
1030,1,777.294549,135,135,0,135,0,135
1031,2,1554.589099,117.149681,134.265472,17.115791,125.707577,8.557896,251.415154
1032,2,1554.589099,254.248825,261.869904,7.621078,258.059364,3.810539,516.118729
1033,2,1554.589099,144.462326,149.03624,4.573914,146.749283,2.286957,293.498566
1034,1,777.294549,154.290054,154.290054,0,154.290054,0,154.290054
1035,1,777.294549,29.054604,29.054604,0,29.054604,0,29.054604
1036,1,777.294549,161.565048,161.565048,0,161.565048,0,161.565048
1037,2,1554.589099,296.565063,317.290619,20.725555,306.927841,10.362778,613.855682
1038,1,777.294549,140.906143,140.906143,0,140.906143,0,140.906143
1039,1,777.294549,45,45,0,45,0,45
1040,1,777.294549,116.565048,116.565048,0,116.565048,0,116.565048
1041,1,777.294549,135.924042,135.924042,0,135.924042,0,135.924042
1042,2,1554.589099,6.709836,346.607513,339.897677,176.658675,169.948839,353.317349
1043,1,777.294549,90,90,0,90,0,90
1044,2,1554.589099,240.945404,243.434952,2.489548,242.190178,1.244774,484.380356
1045,1,777.294549,256.159302,256.159302,0,256.159302,0,256.159302
1046,1,777.294549,10.007979,10.007979,0,10.007979,0,10.007979
1047,2,1554.589099,66.801407,73.610458,6.809052,70.205933,3.404526,140.411865
1048,1,777.294549,227.121094,227.121094,0,227.121094,0,227.121094
1049,2,1554.589099,339.623566,345.963745,6.340179,342.793655,3.17009,685.587311
1050,1,777.294549,170.394791,170.394791,0,170.394791,0,170.394791
1051,2,1554.589099,79.875328,80.706688,0.83136,80.291008,0.41568,160.582016
1052,2,1554.589099,8.130101,334.983093,326.852992,171.556597,163.426496,343.113194
1053,1,777.294549,260.537689,260.537689,0,260.537689,0,260.537689
1054,2,1554.589099,22.693794,353.659821,330.966026,188.176807,165.483013,376.353615
1055,1,777.294549,173.157227,173.157227,0,173.157227,0,173.157227
1056,2,1554.589099,156.801407,158.198593,1.397186,157.5,0.698593,315
1057,2,1554.589099,206.565048,246.801407,40.236359,226.683228,20.118179,453.366455
1058,1,777.294549,100.00798,100.00798,0,100.00798,0,100.00798
1059,1,777.294549,63.434948,63.434948,0,63.434948,0,63.434948
1060,2,1554.589099,8.130101,279.462311,271.33221,143.796206,135.666105,287.592412
1061,1,777.294549,315,315,0,315,0,315
1062,2,1554.589099,326.309937,338.962494,12.652557,332.636215,6.326279,665.27243
1063,2,1554.589099,97.85331,104.036247,6.182938,100.944778,3.091469,201.889557
1064,1,777.294549,26.56505,26.56505,0,26.56505,0,26.56505
1065,1,777.294549,176.987213,176.987213,0,176.987213,0,176.987213
1066,2,1554.589099,150.945389,180,29.054611,165.472694,14.527306,330.945389
1067,1,777.294549,341.565063,341.565063,0,341.565063,0,341.565063
1068,2,1554.589099,225,296.565063,71.565063,260.782532,35.782532,521.565063
1069,1,777.294549,348.690063,348.690063,0,348.690063,0,348.690063
1070,2,1554.589099,219.936386,230.931534,10.995148,225.43396,5.497574,450.86792
1071,1,777.294549,311.82016,311.82016,0,311.82016,0,311.82016
1072,2,1554.589099,190.619659,197.354019,6.73436,193.986839,3.36718,387.973679
1073,1,777.294549,281.793427,281.793427,0,281.793427,0,281.793427
1074,2,1554.589099,197.354019,220.426086,23.072067,208.890053,11.536034,417.780106
1075,2,1554.589099,186.340195,192.994614,6.654419,189.667404,3.327209,379.334808
1076,2,1554.589099,107.241463,123.690071,16.448608,115.465767,8.224304,230.931534
1077,1,777.294549,187.045776,187.045776,0,187.045776,0,187.045776
1078,2,1554.589099,66.801407,108.434952,41.633545,87.618179,20.816772,175.236359
1079,2,1554.589099,254.744888,358.958374,104.213486,306.851631,52.106743,613.703262
1080,1,777.294549,246.801407,246.801407,0,246.801407,0,246.801407
1081,2,1554.589099,98.530769,122.660912,24.130142,110.59584,12.065071,221.191681
1082,1,777.294549,45,45,0,45,0,45
