OBJECTID *,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
328,2,1554.589099,108.434952,118.094841,9.659889,113.264896,4.829945,226.529793
329,2,1554.589099,282.528809,327.094757,44.565948,304.811783,22.282974,609.623566
330,1,777.294549,68.198593,68.198593,0,68.198593,0,68.198593
331,2,1554.589099,4.899092,5.194428,0.295336,5.04676,0.147668,10.09352
332,1,777.294549,309.805573,309.805573,0,309.805573,0,309.805573
333,2,1554.589099,139.398712,167.005386,27.606674,153.202049,13.803337,306.404099
334,1,777.294549,26.56505,26.56505,0,26.56505,0,26.56505
335,2,1554.589099,259.215698,268.264282,9.048584,263.73999,4.524292,527.47998
336,1,777.294549,24.443954,24.443954,0,24.443954,0,24.443954
337,1,777.294549,305.537689,305.537689,0,305.537689,0,305.537689
338,1,777.294549,325.713135,325.713135,0,325.713135,0,325.713135
339,1,777.294549,90,90,0,90,0,90
340,1,777.294549,135,135,0,135,0,135
341,2,1554.589099,225,228.521454,3.521454,226.760727,1.760727,453.521454
342,2,1554.589099,21.801409,306.869904,285.068495,164.335656,142.534247,328.671312
343,1,777.294549,282.528809,282.528809,0,282.528809,0,282.528809
344,2,1554.589099,30.004921,41.121475,11.116554,35.563198,5.558277,71.126396
345,2,1554.589099,225,248.198593,23.198593,236.599297,11.599297,473.198593
346,2,1554.589099,16.699244,82.234833,65.535589,49.467038,32.767795,98.934076
347,1,777.294549,150.255112,150.255112,0,150.255112,0,150.255112
348,1,777.294549,276.340179,276.340179,0,276.340179,0,276.340179
349,1,777.294549,104.931419,104.931419,0,104.931419,0,104.931419
350,2,1554.589099,180,288.434937,108.434937,234.217468,54.217468,468.434937
351,2,1554.589099,9.462321,321.340179,311.877858,165.40125,155.938929,330.802501
352,2,1554.589099,180,180,0,180,0,360
353,2,1554.589099,324.462311,351.869904,27.407593,338.166107,13.703796,676.332214
354,2,1554.589099,284.036255,293.198578,9.162323,288.617416,4.581161,577.234833
355,1,777.294549,7.394008,7.394008,0,7.394008,0,7.394008
356,1,777.294549,340.016907,340.016907,0,340.016907,0,340.016907
357,2,1554.589099,98.972626,108.434952,9.462326,103.703789,4.731163,207.407578
358,2,1554.589099,57.994617,60.255119,2.260502,59.124868,1.130251,118.249737
359,1,777.294549,139.763641,139.763641,0,139.763641,0,139.763641
360,1,777.294549,105.255119,105.255119,0,105.255119,0,105.255119
