OBJECTID_1,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
789,777.294549,14.688033,14.688033,0,14.688033,0,14.688033
790,777.294549,2.208719,2.208719,0,2.208719,0,2.208719
791,1554.589099,3.266078,4.585495,1.319417,3.925787,0.659708,7.851573
792,777.294549,21.764759,21.764759,0,21.764759,0,21.764759
793,1554.589099,0.812289,1.624252,0.811963,1.218271,0.405981,2.436541
794,777.294549,4.862356,4.862356,0,4.862356,0,4.862356
795,1554.589099,0.363286,3.245898,2.882612,1.804592,1.441306,3.609184
796,1554.589099,12.790841,14.337764,1.546923,13.564302,0.773461,27.128605
797,1554.589099,5.384801,11.964747,6.579947,8.674774,3.289973,17.349548
798,777.294549,1.851784,1.851784,0,1.851784,0,1.851784
799,1554.589099,1.540942,1.955623,0.414681,1.748283,0.20734,3.496565
800,777.294549,10.016806,10.016806,0,10.016806,0,10.016806
801,1554.589099,1.027432,2.435563,1.408131,1.731498,0.704065,3.462996
802,777.294549,10.758373,10.758373,0,10.758373,0,10.758373
803,777.294549,1.027432,1.027432,0,1.027432,0,1.027432
804,1554.589099,3.266078,9.688502,6.422424,6.47729,3.211212,12.954581
805,1554.589099,23.50754,23.822803,0.315264,23.665172,0.157632,47.330343
806,2331.883648,22.131123,23.144945,1.013823,22.496532,0.45973,67.489595
807,1554.589099,10.491488,10.915081,0.423593,10.703285,0.211796,21.406569
808,1554.589099,1.027432,1.851784,0.824351,1.439608,0.412176,2.879216
809,777.294549,4.929098,4.929098,0,4.929098,0,4.929098
810,777.294549,3.9067,3.9067,0,3.9067,0,3.9067
811,777.294549,10.491488,10.491488,0,10.491488,0,10.491488
812,1554.589099,11.664055,17.343796,5.679741,14.503925,2.83987,29.007851
813,1554.589099,3.646101,4.244433,0.598332,3.945267,0.299166,7.890534
814,1554.589099,5.83761,7.018521,1.180911,6.428066,0.590456,12.856132
815,777.294549,1.027432,1.027432,0,1.027432,0,1.027432
816,1554.589099,2.567137,3.423203,0.856066,2.99517,0.428033,5.99034
817,1554.589099,1.540942,3.442335,1.901393,2.491639,0.950696,4.983277
818,1554.589099,22.857584,24.571259,1.713675,23.714421,0.856837,47.428843
819,1554.589099,2.9264,3.628055,0.701655,3.277227,0.350828,6.554455
820,777.294549,4.134963,4.134963,0,4.134963,0,4.134963
821,1554.589099,5.539957,8.835484,3.295527,7.18772,1.647763,14.375441
822,1554.589099,2.296425,2.54137,0.244946,2.418897,0.122473,4.837795
823,1554.589099,2.642924,3.591687,0.948763,3.117305,0.474382,6.234611
824,1554.589099,12.398058,14.708573,2.310515,13.553316,1.155258,27.106631
825,777.294549,1.089742,1.089742,0,1.089742,0,1.089742
826,777.294549,16.598104,16.598104,0,16.598104,0,16.598104
827,1554.589099,10.148657,10.793412,0.644755,10.471035,0.322378,20.942069
828,1554.589099,15.850077,16.46616,0.616083,16.158118,0.308042,32.316236
829,777.294549,1.815848,1.815848,0,1.815848,0,1.815848
830,777.294549,5.187318,5.187318,0,5.187318,0,5.187318
831,777.294549,8.366499,8.366499,0,8.366499,0,8.366499
832,777.294549,11.43685,11.43685,0,11.43685,0,11.43685
833,1554.589099,6.639263,9.469523,2.830261,8.054393,1.41513,16.108786
834,1554.589099,0.812289,1.955623,1.143334,1.383956,0.571667,2.767912
835,1554.589099,4.35111,6.953701,2.602591,5.652406,1.301296,11.304812
836,1554.589099,26.296846,27.438173,1.141327,26.86751,0.570663,53.73502
837,1554.589099,3.442335,5.52818,2.085845,4.485258,1.042923,8.970515
838,777.294549,3.699707,3.699707,0,3.699707,0,3.699707
839,1554.589099,1.089742,1.309637,0.219895,1.199689,0.109947,2.399379
840,777.294549,19.377747,19.377747,0,19.377747,0,19.377747
841,777.294549,8.013705,8.013705,0,8.013705,0,8.013705
842,1554.589099,1.815848,2.567137,0.75129,2.191492,0.375645,4.382985
843,1554.589099,1.815848,2.903841,1.087993,2.359844,0.543996,4.719688
844,1554.589099,6.94439,11.142801,4.198411,9.043596,2.099206,18.087191
845,1554.589099,6.152196,6.94439,0.792194,6.548293,0.396097,13.096586
846,1554.589099,2.117369,2.435563,0.318194,2.276466,0.159097,4.552932
847,1554.589099,7.54188,10.216987,2.675107,8.879433,1.337554,17.758866
848,777.294549,11.052333,11.052333,0,11.052333,0,11.052333
849,1554.589099,3.573363,4.72599,1.152627,4.149677,0.576314,8.299353
850,1554.589099,20.923609,26.414436,5.490828,23.669023,2.745414,47.338045
851,1554.589099,18.304638,21.064875,2.760237,19.684756,1.380118,39.369513
852,777.294549,3.787345,3.787345,0,3.787345,0,3.787345
853,777.294549,15.906266,15.906266,0,15.906266,0,15.906266
854,1554.589099,3.591687,5.433025,1.841338,4.512356,0.920669,9.024712
855,1554.589099,1.955623,6.511067,4.555444,4.233345,2.277722,8.46669
856,777.294549,5.384801,5.384801,0,5.384801,0,5.384801
857,1554.589099,2.99305,4.22897,1.23592,3.61101,0.61796,7.22202
858,1554.589099,10.016806,10.793412,0.776607,10.405109,0.388303,20.810218
859,1554.589099,8.304935,11.052333,2.747397,9.678634,1.373699,19.357268
860,777.294549,2.54137,2.54137,0,2.54137,0,2.54137
861,1554.589099,1.148674,1.497547,0.348873,1.32311,0.174437,2.64622
862,1554.589099,5.124009,5.621686,0.497677,5.372847,0.248839,10.745695
863,2331.883648,24.658525,27.473082,2.814556,25.743875,1.235947,77.231625
864,1554.589099,1.851784,2.296425,0.444641,2.074104,0.22232,4.148208
865,777.294549,18.50099,18.50099,0,18.50099,0,18.50099
866,1554.589099,13.424233,15.088594,1.664361,14.256414,0.832181,28.512828
867,1554.589099,4.366134,5.480814,1.11468,4.923474,0.55734,9.846948
868,1554.589099,9.091964,10.676124,1.58416,9.884044,0.79208,19.768087
869,777.294549,18.840548,18.840548,0,18.840548,0,18.840548
870,1554.589099,4.366134,5.991602,1.625469,5.178868,0.812734,10.357736
871,1554.589099,24.445766,24.778265,0.332499,24.612016,0.166249,49.224031
872,1554.589099,7.973489,10.067255,2.093766,9.020372,1.046883,18.040744
873,777.294549,0.363286,0.363286,0,0.363286,0,0.363286
874,1554.589099,5.384801,6.521021,1.13622,5.952911,0.56811,11.905822
875,1554.589099,0.812289,1.955623,1.143334,1.383956,0.571667,2.767912
876,1554.589099,20.682541,22.242508,1.559967,21.462524,0.779984,42.925049
877,1554.589099,3.345572,4.381105,1.035534,3.863338,0.517767,7.726677
878,1554.589099,11.854956,14.634469,2.779513,13.244712,1.389757,26.489425
879,1554.589099,16.77438,20.202351,3.427971,18.488365,1.713985,36.97673
880,1554.589099,9.818662,11.917832,2.099171,10.868247,1.049585,21.736494
881,1554.589099,6.668484,7.516186,0.847702,7.092335,0.423851,14.184669
882,1554.589099,1.309637,1.497547,0.18791,1.403592,0.093955,2.807184
883,777.294549,3.923451,3.923451,0,3.923451,0,3.923451
884,1554.589099,0.513758,2.567137,2.05338,1.540447,1.02669,3.080895
885,1554.589099,2.617907,2.835079,0.217172,2.726493,0.108586,5.452985
886,777.294549,3.442335,3.442335,0,3.442335,0,3.442335
887,777.294549,25.775328,25.775328,0,25.775328,0,25.775328
888,1554.589099,7.368816,13.766179,6.397363,10.567498,3.198681,21.134995
889,1554.589099,5.187318,5.893083,0.705764,5.5402,0.352882,11.080401
890,1554.589099,0,1.027432,1.027432,0.513716,0.513716,1.027432
891,1554.589099,2.117369,3.856006,1.738637,2.986687,0.869318,5.973375
892,777.294549,1.089742,1.089742,0,1.089742,0,1.089742
893,1554.589099,16.805868,19.275396,2.469528,18.040632,1.234764,36.081264
894,777.294549,5.433025,5.433025,0,5.433025,0,5.433025
895,1554.589099,16.451818,16.661829,0.210011,16.556824,0.105005,33.113647
896,777.294549,1.955623,1.955623,0,1.955623,0,1.955623
897,777.294549,5.991602,5.991602,0,5.991602,0,5.991602
898,1554.589099,4.72599,5.893083,1.167092,5.309536,0.583546,10.619073
899,1554.589099,6.82214,8.328078,1.505938,7.575109,0.752969,15.150218
900,777.294549,9.36137,9.36137,0,9.36137,0,9.36137
901,1554.589099,17.474226,18.843571,1.369345,18.158898,0.684672,36.317797
902,1554.589099,6.318864,11.25476,4.935896,8.786812,2.467948,17.573624
903,1554.589099,8.718911,14.588964,5.870053,11.653938,2.935027,23.307876
904,777.294549,15.266554,15.266554,0,15.266554,0,15.266554
905,1554.589099,8.412358,13.690547,5.278189,11.051453,2.639094,22.102905
906,777.294549,3.10093,3.10093,0,3.10093,0,3.10093
907,1554.589099,4.35111,6.859996,2.508886,5.605553,1.254443,11.211107
908,1554.589099,1.309637,6.152196,4.842559,3.730916,2.42128,7.461833
909,1554.589099,1.815848,4.835396,3.019549,3.325622,1.509774,6.651244
910,1554.589099,11.052333,12.882136,1.829803,11.967235,0.914902,23.934469
911,1554.589099,18.879797,19.011866,0.132069,18.945831,0.066034,37.891663
912,777.294549,8.600659,8.600659,0,8.600659,0,8.600659
913,1554.589099,5.52818,8.950441,3.422261,7.239311,1.711131,14.478621
914,777.294549,5.937077,5.937077,0,5.937077,0,5.937077
915,1554.589099,2.764596,4.425711,1.661115,3.595153,0.830558,7.190306
916,1554.589099,10.711458,11.159674,0.448215,10.935566,0.224108,21.871132
917,1554.589099,5.046967,5.433025,0.386058,5.239996,0.193029,10.479991
918,1554.589099,3.10093,3.122055,0.021125,3.111492,0.010563,6.222985
919,1554.589099,18.41094,18.840548,0.429607,18.625744,0.214804,37.251488
920,777.294549,4.712132,4.712132,0,4.712132,0,4.712132
921,777.294549,4.72599,4.72599,0,4.72599,0,4.72599
922,1554.589099,12.307727,12.94418,0.636454,12.625954,0.318227,25.251907
923,777.294549,5.804065,5.804065,0,5.804065,0,5.804065
924,1554.589099,5.348341,7.316062,1.967721,6.332202,0.983861,12.664403
925,1554.589099,0.513758,1.851784,1.338026,1.182771,0.669013,2.365541
926,1554.589099,22.261797,22.400944,0.139147,22.33137,0.069573,44.662741
927,777.294549,15.999386,15.999386,0,15.999386,0,15.999386
928,1554.589099,5.667846,5.893083,0.225237,5.780464,0.112618,11.560928
929,777.294549,16.394295,16.394295,0,16.394295,0,16.394295
930,1554.589099,0.812289,1.148674,0.336384,0.980481,0.168192,1.960963
931,1554.589099,6.639263,9.681945,3.042682,8.160604,1.521341,16.321208
932,777.294549,4.22897,4.22897,0,4.22897,0,4.22897
933,1554.589099,1.815848,3.266078,1.450231,2.540963,0.725115,5.081926
934,1554.589099,8.667386,10.978222,2.310836,9.822804,1.155418,19.645608
935,777.294549,5.83761,5.83761,0,5.83761,0,5.83761
936,777.294549,0.363286,0.363286,0,0.363286,0,0.363286
937,777.294549,5.539957,5.539957,0,5.539957,0,5.539957
938,777.294549,3.286134,3.286134,0,3.286134,0,3.286134
939,1554.589099,3.699707,6.318864,2.619157,5.009285,1.309579,10.018571
940,777.294549,4.712132,4.712132,0,4.712132,0,4.712132
941,1554.589099,1.089742,1.851784,0.762042,1.470763,0.381021,2.941526
942,1554.589099,6.162749,7.128216,0.965466,6.645483,0.482733,13.290965
943,1554.589099,15.344858,17.232462,1.887604,16.28866,0.943802,32.57732
944,1554.589099,20.833986,27.040249,6.206263,23.937118,3.103131,47.874235
945,1554.589099,9.182705,17.394106,8.211401,13.288405,4.1057,26.576811
946,1554.589099,2.296425,2.642924,0.346499,2.469674,0.173249,4.939348
947,1554.589099,6.981558,7.447215,0.465657,7.214386,0.232829,14.428773
948,777.294549,11.605026,11.605026,0,11.605026,0,11.605026
949,1554.589099,0.363286,2.117369,1.754083,1.240328,0.877041,2.480655
950,777.294549,2.208719,2.208719,0,2.208719,0,2.208719
951,777.294549,3.10093,3.10093,0,3.10093,0,3.10093
952,777.294549,4.72599,4.72599,0,4.72599,0,4.72599
953,777.294549,4.585495,4.585495,0,4.585495,0,4.585495
954,1554.589099,1.815848,3.345572,1.529724,2.58071,0.764862,5.161419
955,1554.589099,6.981558,9.36137,2.379812,8.171464,1.189906,16.342928
956,777.294549,3.345572,3.345572,0,3.345572,0,3.345572
957,1554.589099,2.9264,3.245898,0.319498,3.086149,0.159749,6.172298
958,1554.589099,11.567287,13.872144,2.304856,12.719716,1.152428,25.439431
959,777.294549,4.103142,4.103142,0,4.103142,0,4.103142
960,1554.589099,1.309637,1.497547,0.18791,1.403592,0.093955,2.807184
961,1554.589099,5.893083,6.194297,0.301214,6.04369,0.150607,12.087379
962,777.294549,3.423203,3.423203,0,3.423203,0,3.423203
963,1554.589099,6.152196,6.246511,0.094316,6.199354,0.047158,12.398707
964,777.294549,22.225609,22.225609,0,22.225609,0,22.225609
965,777.294549,14.23156,14.23156,0,14.23156,0,14.23156
966,1554.589099,3.122055,3.245898,0.123843,3.183977,0.061921,6.367953
967,777.294549,5.124009,5.124009,0,5.124009,0,5.124009
968,777.294549,10.676124,10.676124,0,10.676124,0,10.676124
969,777.294549,12.93942,12.93942,0,12.93942,0,12.93942
970,777.294549,5.224928,5.224928,0,5.224928,0,5.224928
971,1554.589099,29.306177,32.5243,3.218122,30.915238,1.609061,61.830477
972,777.294549,1.027432,1.027432,0,1.027432,0,1.027432
973,777.294549,14.774076,14.774076,0,14.774076,0,14.774076
974,1554.589099,1.089742,1.815848,0.726106,1.452795,0.363053,2.90559
975,1554.589099,10.938088,13.355551,2.417462,12.14682,1.208731,24.293639
976,777.294549,1.540942,1.540942,0,1.540942,0,1.540942
977,777.294549,7.592995,7.592995,0,7.592995,0,7.592995
978,1554.589099,9.688502,16.451818,6.763316,13.07016,3.381658,26.140321
979,777.294549,10.364372,10.364372,0,10.364372,0,10.364372
980,1554.589099,2.642924,4.929098,2.286175,3.786011,1.143087,7.572022
981,777.294549,16.077101,16.077101,0,16.077101,0,16.077101
982,777.294549,4.134963,4.134963,0,4.134963,0,4.134963
983,777.294549,5.034009,5.034009,0,5.034009,0,5.034009
984,777.294549,11.653347,11.653347,0,11.653347,0,11.653347
985,777.294549,4.613942,4.613942,0,4.613942,0,4.613942
986,1554.589099,0.363286,0.726543,0.363257,0.544915,0.181629,1.08983
987,2331.883648,2.435563,4.712132,2.276569,3.852863,1.0097,11.558589
988,1554.589099,14.401046,17.013945,2.612899,15.707495,1.306449,31.41499
989,1554.589099,0.812289,2.296425,1.484135,1.554357,0.742068,3.108714
990,777.294549,4.054935,4.054935,0,4.054935,0,4.054935
991,777.294549,3.286134,3.286134,0,3.286134,0,3.286134
992,1554.589099,25.74629,27.197031,1.450741,26.471661,0.72537,52.943321
993,777.294549,8.510825,8.510825,0,8.510825,0,8.510825
994,777.294549,30.204983,30.204983,0,30.204983,0,30.204983
995,1554.589099,2.296425,6.152196,3.855771,4.22431,1.927886,8.448621
996,1554.589099,2.835079,3.856006,1.020927,3.345542,0.510464,6.691085
997,1554.589099,2.617907,3.286134,0.668227,2.95202,0.334113,5.90404
998,777.294549,1.624252,1.624252,0,1.624252,0,1.624252
999,1554.589099,10.073543,11.475064,1.401522,10.774303,0.700761,21.548607
1000,1554.589099,0.812289,2.178696,1.366407,1.495493,0.683204,2.990986
1001,777.294549,14.128726,14.128726,0,14.128726,0,14.128726
1002,777.294549,6.152196,6.152196,0,6.152196,0,6.152196
1003,777.294549,3.345572,3.345572,0,3.345572,0,3.345572
1004,777.294549,0.513758,0.513758,0,0.513758,0,0.513758
1005,777.294549,7.368816,7.368816,0,7.368816,0,7.368816
1006,1554.589099,2.567137,5.384801,2.817664,3.975969,1.408832,7.951938
1007,777.294549,3.345572,3.345572,0,3.345572,0,3.345572
1008,1554.589099,2.835079,11.475064,8.639986,7.155071,4.319993,14.310143
1009,1554.589099,0.513758,0.812289,0.298532,0.663023,0.149266,1.326047
1010,777.294549,15.820009,15.820009,0,15.820009,0,15.820009
1011,1554.589099,7.262909,11.653347,4.390438,9.458128,2.195219,18.916256
1012,1554.589099,12.211562,14.171679,1.960117,13.191621,0.980059,26.383242
1013,1554.589099,18.076878,19.298855,1.221977,18.687866,0.610989,37.375732
1014,1554.589099,1.624252,2.9264,1.302148,2.275326,0.651074,4.550652
1015,777.294549,0.726543,0.726543,0,0.726543,0,0.726543
1016,1554.589099,4.054935,6.41065,2.355715,5.232793,1.177858,10.465585
1017,1554.589099,2.208719,2.642924,0.434204,2.425821,0.217102,4.851643
1018,1554.589099,1.497547,1.540942,0.043395,1.519244,0.021698,3.038489
1019,777.294549,1.309637,1.309637,0,1.309637,0,1.309637
1020,777.294549,2.54137,2.54137,0,2.54137,0,2.54137
1021,777.294549,22.896975,22.896975,0,22.896975,0,22.896975
1022,1554.589099,25.226547,26.93429,1.707743,26.080419,0.853871,52.160837
1023,777.294549,5.433025,5.433025,0,5.433025,0,5.433025
1024,1554.589099,3.079659,3.245898,0.16624,3.162778,0.08312,6.325557
1025,1554.589099,6.793604,6.953701,0.160098,6.873653,0.080049,13.747305
1026,1554.589099,1.148674,2.764596,1.615922,1.956635,0.807961,3.913269
1027,1554.589099,11.137171,12.109407,0.972237,11.623289,0.486118,23.246578
1028,777.294549,2.567137,2.567137,0,2.567137,0,2.567137
1029,1554.589099,12.635386,15.266554,2.631168,13.95097,1.315584,27.901939
1030,777.294549,14.572375,14.572375,0,14.572375,0,14.572375
1031,1554.589099,21.45565,26.317438,4.861788,23.886544,2.430894,47.773088
1032,1554.589099,10.297105,12.512412,2.215307,11.404758,1.107654,22.809517
1033,1554.589099,13.029532,13.24017,0.210638,13.134851,0.105319,26.269703
1034,777.294549,15.040714,15.040714,0,15.040714,0,15.040714
1035,777.294549,2.642924,2.642924,0,2.642924,0,2.642924
1036,777.294549,0.812289,0.812289,0,0.812289,0,0.812289
1037,1554.589099,7.989601,9.01442,1.024818,8.50201,0.512409,17.004021
1038,777.294549,10.473432,10.473432,0,10.473432,0,10.473432
1039,777.294549,1.815848,1.815848,0,1.815848,0,1.815848
1040,777.294549,1.148674,1.148674,0,1.148674,0,1.148674
1041,777.294549,21.463264,21.463264,0,21.463264,0,21.463264
1042,1554.589099,16.190994,17.065474,0.874479,16.628234,0.43724,33.256468
1043,777.294549,1.540942,1.540942,0,1.540942,0,1.540942
1044,1554.589099,4.585495,5.274648,0.689153,4.930071,0.344576,9.860143
1045,777.294549,17.672533,17.672533,0,17.672533,0,17.672533
1046,777.294549,4.425711,4.425711,0,4.425711,0,4.425711
1047,1554.589099,3.9067,4.542484,0.635784,4.224592,0.317892,8.449184
1048,777.294549,9.721218,9.721218,0,9.721218,0,9.721218
1049,1554.589099,9.503051,10.473432,0.970381,9.988241,0.48519,19.976482
1050,777.294549,16.46616,16.46616,0,16.46616,0,16.46616
1051,1554.589099,14.029351,14.30812,0.278769,14.168736,0.139384,28.337471
1052,1554.589099,1.815848,4.244433,2.428585,3.03014,1.214293,6.060281
1053,777.294549,3.122055,3.122055,0,3.122055,0,3.122055
1054,1554.589099,11.475064,14.964532,3.489468,13.219798,1.744734,26.439596
1055,777.294549,6.440946,6.440946,0,6.440946,0,6.440946
1056,1554.589099,16.15803,18.852634,2.694605,17.505332,1.347302,35.010664
1057,1554.589099,2.296425,3.9067,1.610275,3.101562,0.805138,6.203125
1058,777.294549,4.425711,4.425711,0,4.425711,0,4.425711
1059,777.294549,1.148674,1.148674,0,1.148674,0,1.148674
1060,1554.589099,1.815848,9.293088,7.47724,5.554468,3.73862,11.108936
1061,777.294549,1.089742,1.089742,0,1.089742,0,1.089742
1062,1554.589099,3.573363,3.699707,0.126344,3.636535,0.063172,7.27307
1063,1554.589099,14.50997,14.708573,0.198604,14.609272,0.099302,29.218543
1064,777.294549,5.725008,5.725008,0,5.725008,0,5.725008
1065,777.294549,9.681945,9.681945,0,9.681945,0,9.681945
1066,1554.589099,2.054204,2.642924,0.588719,2.348564,0.29436,4.697128
1067,777.294549,2.435563,2.435563,0,2.435563,0,2.435563
1068,1554.589099,1.148674,1.452853,0.30418,1.300763,0.15209,2.601527
1069,777.294549,1.309637,1.309637,0,1.309637,0,1.309637
1070,1554.589099,26.144402,26.696547,0.552145,26.420474,0.276073,52.840948
1071,777.294549,6.521021,6.521021,0,6.521021,0,6.521021
1072,1554.589099,8.304935,8.548378,0.243443,8.426657,0.121721,16.853313
1073,777.294549,22.626217,22.626217,0,22.626217,0,22.626217
1074,1554.589099,8.548378,9.035639,0.487261,8.792008,0.24363,17.584017
1075,1554.589099,2.324922,3.423203,1.098281,2.874062,0.549141,5.748125
1076,1554.589099,7.752532,9.182705,1.430173,8.467618,0.715086,16.935237
1077,777.294549,21.903469,21.903469,0,21.903469,0,21.903469
1078,1554.589099,0.812289,1.955623,1.143334,1.383956,0.571667,2.767912
1079,1554.589099,2.9264,13.854548,10.928148,8.390474,5.464074,16.780947
1080,777.294549,1.955623,1.955623,0,1.955623,0,1.955623
1081,1554.589099,10.278676,11.73339,1.454714,11.006033,0.727357,22.012066
1082,777.294549,1.089742,1.089742,0,1.089742,0,1.089742
1083,1554.589099,7.777408,10.443262,2.665854,9.110335,1.332927,18.22067
1084,777.294549,4.542484,4.542484,0,4.542484,0,4.542484
1085,1554.589099,10.129935,11.25476,1.124825,10.692348,0.562412,21.384695
1086,777.294549,6.183799,6.183799,0,6.183799,0,6.183799
1087,777.294549,10.563378,10.563378,0,10.563378,0,10.563378
1088,1554.589099,5.621686,6.649018,1.027332,6.135352,0.513666,12.270704
1089,777.294549,32.340942,32.340942,0,32.340942,0,32.340942
1090,1554.589099,27.473082,35.798721,8.32564,31.635901,4.16282,63.271803
1091,777.294549,18.624277,18.624277,0,18.624277,0,18.624277
1092,1554.589099,4.054935,4.72599,0.671055,4.390463,0.335528,8.780925
1093,1554.589099,3.423203,5.991602,2.568399,4.707403,1.2842,9.414805
1094,1554.589099,4.35111,9.028571,4.677461,6.689841,2.33873,13.379682
1095,777.294549,0.513758,0.513758,0,0.513758,0,0.513758
1096,1554.589099,1.027432,1.452853,0.425421,1.240143,0.21271,2.480286
1097,1554.589099,5.667846,7.262909,1.595063,6.465377,0.797532,12.930755
1098,777.294549,1.955623,1.955623,0,1.955623,0,1.955623
1099,1554.589099,5.274648,7.592995,2.318347,6.433821,1.159173,12.867642
1100,1554.589099,3.573363,4.767317,1.193954,4.17034,0.596977,8.34068
1101,1554.589099,4.134963,6.024074,1.889111,5.079519,0.944556,10.159037
1102,1554.589099,3.591687,6.639263,3.047576,5.115475,1.523788,10.23095
1103,777.294549,0.812289,0.812289,0,0.812289,0,0.812289
1104,1554.589099,3.245898,4.72599,1.480092,3.985944,0.740046,7.971888
1105,1554.589099,2.9264,3.345572,0.419172,3.135986,0.209586,6.271971
1106,1554.589099,14.2699,22.434345,8.164445,18.352123,4.082222,36.704246
1107,777.294549,4.244433,4.244433,0,4.244433,0,4.244433
1108,1554.589099,2.567137,2.764596,0.197458,2.665866,0.098729,5.331733
1109,1554.589099,14.588964,18.948982,4.360018,16.768973,2.180009,33.537947
1110,1554.589099,12.996416,14.505798,1.509382,13.751107,0.754691,27.502214
1111,777.294549,1.497547,1.497547,0,1.497547,0,1.497547
1112,1554.589099,0.363286,0.812289,0.449003,0.587788,0.224502,1.175576
1113,1554.589099,3.122055,3.646101,0.524046,3.384078,0.262023,6.768156
1114,1554.589099,12.630492,15.23116,2.600668,13.930826,1.300334,27.861652
1115,1554.589099,0.812289,1.027432,0.215143,0.919861,0.107572,1.839722
1116,777.294549,3.10093,3.10093,0,3.10093,0,3.10093
1117,777.294549,26.672764,26.672764,0,26.672764,0,26.672764
1118,1554.589099,3.245898,3.923451,0.677553,3.584674,0.338776,7.169349
1119,1554.589099,7.200379,9.563083,2.362704,8.381731,1.181352,16.763462
1120,777.294549,17.340435,17.340435,0,17.340435,0,17.340435
1121,1554.589099,14.83111,17.096296,2.265186,15.963703,1.132593,31.927406
1122,1554.589099,10.978222,12.507464,1.529243,11.742843,0.764621,23.485686
1123,1554.589099,4.054935,6.793604,2.738669,5.424269,1.369334,10.848539
1124,777.294549,1.624252,1.624252,0,1.624252,0,1.624252
1125,1554.589099,2.99305,3.591687,0.598637,3.292369,0.299318,6.584737
1126,1554.589099,1.452853,2.764596,1.311742,2.108724,0.655871,4.217449
1127,1554.589099,4.425711,5.937077,1.511366,5.181394,0.755683,10.362788
1128,777.294549,0.812289,0.812289,0,0.812289,0,0.812289
1129,777.294549,7.584501,7.584501,0,7.584501,0,7.584501
1130,1554.589099,3.699707,3.787345,0.087638,3.743526,0.043819,7.487052
1131,1554.589099,2.117369,2.9264,0.809031,2.521884,0.404515,5.043769
1132,1554.589099,11.25476,14.948435,3.693675,13.101597,1.846838,26.203195
1133,777.294549,3.286134,3.286134,0,3.286134,0,3.286134
1134,1554.589099,6.471094,7.438547,0.967453,6.95482,0.483726,13.909641
1135,777.294549,1.851784,1.851784,0,1.851784,0,1.851784
1136,1554.589099,1.309637,4.542484,3.232847,2.92606,1.616423,5.852121
1137,777.294549,4.35111,4.35111,0,4.35111,0,4.35111
1138,1554.589099,2.435563,2.9264,0.490837,2.680981,0.245418,5.361963
1139,777.294549,12.332893,12.332893,0,12.332893,0,12.332893
1140,777.294549,8.92185,8.92185,0,8.92185,0,8.92185
1141,1554.589099,18.599705,20.19132,1.591616,19.395513,0.795808,38.791025
1142,777.294549,1.309637,1.309637,0,1.309637,0,1.309637
1143,777.294549,5.725008,5.725008,0,5.725008,0,5.725008
1144,1554.589099,16.04015,22.832045,6.791895,19.436097,3.395947,38.872194
1145,1554.589099,1.452853,1.624252,0.171399,1.538553,0.085699,3.077105
1146,1554.589099,8.140991,8.71157,0.570579,8.42628,0.285289,16.852561
1147,1554.589099,0.363286,0.363286,0,0.363286,0,0.726573
1148,1554.589099,1.148674,1.309637,0.160963,1.229155,0.080482,2.45831
1149,777.294549,1.815848,1.815848,0,1.815848,0,1.815848
1150,1554.589099,0,2.9264,2.9264,1.4632,1.4632,2.9264
1151,777.294549,4.929098,4.929098,0,4.929098,0,4.929098
1152,1554.589099,11.55648,14.171679,2.615199,12.86408,1.3076,25.72816
1153,1554.589099,5.124009,6.511067,1.387059,5.817538,0.693529,11.635076
1154,1554.589099,5.187318,8.235095,3.047777,6.711207,1.523888,13.422413
1155,1554.589099,14.720881,19.577461,4.856581,17.149171,2.42829,34.298342
1156,1554.589099,1.027432,1.309637,0.282204,1.168535,0.141102,2.337069
1157,777.294549,4.425711,4.425711,0,4.425711,0,4.425711
1158,1554.589099,10.770066,11.902148,1.132082,11.336107,0.566041,22.672215
1159,1554.589099,1.027432,1.148674,0.121241,1.088053,0.060621,2.176106
1160,1554.589099,12.982194,14.401046,1.418852,13.69162,0.709426,27.38324
1161,1554.589099,2.208719,4.585495,2.376776,3.397107,1.188388,6.794214
1162,1554.589099,5.384801,11.860209,6.475409,8.622505,3.237704,17.24501
1163,1554.589099,13.36932,16.04015,2.67083,14.704735,1.335415,29.40947
1164,1554.589099,4.72599,5.274648,0.548657,5.000319,0.274329,10.000638
1165,777.294549,7.677395,7.677395,0,7.677395,0,7.677395
1166,777.294549,1.089742,1.089742,0,1.089742,0,1.089742
1167,1554.589099,13.47889,14.354671,0.87578,13.91678,0.43789,27.833561
1168,1554.589099,5.384801,10.676124,5.291323,8.030462,2.645661,16.060925
1169,1554.589099,11.712105,12.664698,0.952593,12.188401,0.476296,24.376802
1170,1554.589099,1.497547,1.815848,0.318301,1.656697,0.15915,3.313394
1171,1554.589099,22.515171,26.345478,3.830307,24.430325,1.915154,48.860649
1172,1554.589099,1.624252,2.296425,0.672172,1.960338,0.336086,3.920677
1173,777.294549,7.916826,7.916826,0,7.916826,0,7.916826
1174,1554.589099,23.684679,30.835619,7.15094,27.260149,3.57547,54.520298
1175,1554.589099,8.304935,8.777403,0.472467,8.541169,0.236234,17.082338
1176,1554.589099,2.764596,2.9264,0.161804,2.845498,0.080902,5.690995
1177,1554.589099,1.309637,2.054204,0.744568,1.681921,0.372284,3.363841
1178,777.294549,2.208719,2.208719,0,2.208719,0,2.208719
1179,1554.589099,9.182705,10.148657,0.965952,9.665681,0.482976,19.331362
