OBJECTID_1,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
393,1554.589099,4.585495,5.893083,1.307588,5.239289,0.653794,10.478578
394,777.294549,1.452853,1.452853,0,1.452853,0,1.452853
395,777.294549,20.722542,20.722542,0,20.722542,0,20.722542
396,1554.589099,6.318864,7.447215,1.128351,6.883039,0.564176,13.766079
397,1554.589099,15.808717,17.096296,1.28758,16.452507,0.64379,32.905013
398,1554.589099,0.513758,1.148674,0.634916,0.831216,0.317458,1.662431
399,1554.589099,10.79924,11.170907,0.371667,10.985074,0.185833,21.970147
400,777.294549,2.764596,2.764596,0,2.764596,0,2.764596
401,777.294549,3.345572,3.345572,0,3.345572,0,3.345572
402,1554.589099,3.345572,3.442335,0.096763,3.393953,0.048382,6.787906
403,1554.589099,1.540942,1.624252,0.08331,1.582597,0.041655,3.165194
404,1554.589099,9.36137,10.978222,1.616852,10.169796,0.808426,20.339592
405,777.294549,4.006141,4.006141,0,4.006141,0,4.006141
406,777.294549,7.677395,7.677395,0,7.677395,0,7.677395
407,777.294549,3.699707,3.699707,0,3.699707,0,3.699707
408,1554.589099,14.867639,15.906266,1.038628,15.386952,0.519314,30.773905
409,1554.589099,2.435563,3.345572,0.910008,2.890567,0.455004,5.781135
410,777.294549,0.513758,0.513758,0,0.513758,0,0.513758
411,1554.589099,3.699707,4.366134,0.666427,4.03292,0.333213,8.06584
412,1554.589099,1.027432,2.208719,1.181287,1.618076,0.590643,3.236152
413,1554.589099,4.054935,7.438547,3.383612,5.746741,1.691806,11.493482
414,1554.589099,3.628055,4.929098,1.301043,4.278576,0.650522,8.557153
415,1554.589099,1.851784,2.296425,0.444641,2.074104,0.22232,4.148208
416,777.294549,13.424233,13.424233,0,13.424233,0,13.424233
417,777.294549,4.72599,4.72599,0,4.72599,0,4.72599
418,1554.589099,10.473432,14.029351,3.55592,12.251391,1.77796,24.502783
419,1554.589099,1.851784,2.208719,0.356936,2.030252,0.178468,4.060503
420,1554.589099,4.006141,4.054935,0.048794,4.030538,0.024397,8.061076
421,1554.589099,4.585495,4.929098,0.343603,4.757297,0.171802,9.514593
422,1554.589099,2.835079,3.245898,0.410819,3.040488,0.20541,6.080977
423,1554.589099,4.767317,7.100957,2.33364,5.934137,1.16682,11.868275
424,1554.589099,5.52818,6.521021,0.992841,6.024601,0.496421,12.049201
425,1554.589099,3.573363,5.725008,2.151646,4.649186,1.075823,9.298371
426,777.294549,7.949257,7.949257,0,7.949257,0,7.949257
427,1554.589099,1.624252,3.787345,2.163093,2.705799,1.081546,5.411597
428,1554.589099,2.435563,2.567137,0.131574,2.50135,0.065787,5.0027
429,777.294549,9.182705,9.182705,0,9.182705,0,9.182705
430,1554.589099,1.148674,2.617907,1.469233,1.88329,0.734616,3.76658
431,1554.589099,1.148674,1.309637,0.160963,1.229155,0.080482,2.45831
432,777.294549,1.309637,1.309637,0,1.309637,0,1.309637
433,1554.589099,20.639755,21.238354,0.598598,20.939054,0.299299,41.878109
434,777.294549,11.393003,11.393003,0,11.393003,0,11.393003
435,777.294549,34.404011,34.404011,0,34.404011,0,34.404011
436,777.294549,9.007335,9.007335,0,9.007335,0,9.007335
437,1554.589099,7.584501,10.346073,2.761572,8.965287,1.380786,17.930574
438,1554.589099,2.324922,9.721218,7.396297,6.02307,3.698148,12.04614
439,1554.589099,0.812289,2.324922,1.512632,1.568605,0.756316,3.137211
440,777.294549,1.851784,1.851784,0,1.851784,0,1.851784
441,777.294549,10.775908,10.775908,0,10.775908,0,10.775908
442,1554.589099,1.815848,1.815848,0,1.815848,0,3.631695
443,777.294549,2.117369,2.117369,0,2.117369,0,2.117369
444,1554.589099,6.162749,8.659999,2.49725,7.411374,1.248625,14.822748
445,1554.589099,13.766179,24.498175,10.731996,19.132177,5.365998,38.264354
446,777.294549,13.442481,13.442481,0,13.442481,0,13.442481
447,777.294549,3.735012,3.735012,0,3.735012,0,3.735012
448,1554.589099,17.218906,17.590248,0.371342,17.404577,0.185671,34.809155
449,777.294549,5.187318,5.187318,0,5.187318,0,5.187318
450,1554.589099,3.122055,5.384801,2.262746,4.253428,1.131373,8.506856
451,1554.589099,13.424233,19.873472,6.449239,16.648853,3.224619,33.297706
452,1554.589099,5.433025,8.069653,2.636628,6.751339,1.318314,13.502677
453,1554.589099,3.646101,4.134963,0.488862,3.890532,0.244431,7.781064
454,1554.589099,6.152196,10.770066,4.61787,8.461131,2.308935,16.922262
455,1554.589099,2.054204,3.286134,1.231929,2.670169,0.615965,5.340338
456,1554.589099,14.802626,20.235395,5.43277,17.519011,2.716385,35.038021
457,1554.589099,8.328078,10.955308,2.62723,9.641693,1.313615,19.283386
458,1554.589099,4.929098,8.900342,3.971244,6.91472,1.985622,13.82944
459,1554.589099,36.538921,39.021671,2.48275,37.780296,1.241375,75.560593
460,777.294549,4.366134,4.366134,0,4.366134,0,4.366134
461,777.294549,5.348341,5.348341,0,5.348341,0,5.348341
462,1554.589099,3.10093,3.856006,0.755076,3.478468,0.377538,6.956936
463,1554.589099,3.286134,3.699707,0.413573,3.49292,0.206787,6.98584
464,777.294549,1.624252,1.624252,0,1.624252,0,1.624252
465,777.294549,7.438547,7.438547,0,7.438547,0,7.438547
466,2331.883648,7.652177,9.688502,2.036325,8.747007,0.838367,26.241022
467,1554.589099,5.384801,5.516378,0.131577,5.450589,0.065789,10.901179
468,1554.589099,0.363286,2.324922,1.961635,1.344104,0.980818,2.688208
469,1554.589099,8.328078,9.529782,1.201704,8.92893,0.600852,17.857861
470,1554.589099,4.425711,4.542484,0.116773,4.484097,0.058387,8.968194
471,1554.589099,2.208719,2.435563,0.226844,2.322141,0.113422,4.644282
472,1554.589099,2.435563,2.617907,0.182343,2.526735,0.091172,5.05347
473,777.294549,6.32913,6.32913,0,6.32913,0,6.32913
474,1554.589099,4.862356,5.124009,0.261652,4.993182,0.130826,9.986365
475,1554.589099,22.857584,22.908541,0.050957,22.883062,0.025478,45.766125
476,777.294549,6.649018,6.649018,0,6.649018,0,6.649018
477,1554.589099,19.971779,23.332909,3.36113,21.652344,1.680565,43.304688
478,777.294549,4.366134,4.366134,0,4.366134,0,4.366134
479,1554.589099,14.23156,15.183816,0.952256,14.707688,0.476128,29.415376
480,1554.589099,15.895047,17.708586,1.813539,16.801816,0.906769,33.603633
481,1554.589099,2.617907,3.989742,1.371835,3.303824,0.685917,6.607648
482,1554.589099,12.858183,17.269672,4.411489,15.063928,2.205745,30.127855
483,777.294549,39.684208,39.684208,0,39.684208,0,39.684208
484,777.294549,18.975965,18.975965,0,18.975965,0,18.975965
485,1554.589099,0.812289,1.540942,0.728653,1.176616,0.364326,2.353231
486,777.294549,4.542484,4.542484,0,4.542484,0,4.542484
487,1554.589099,1.851784,3.286134,1.43435,2.568959,0.717175,5.137917
488,777.294549,9.714684,9.714684,0,9.714684,0,9.714684
489,1554.589099,18.222811,21.774708,3.551897,19.998759,1.775949,39.997519
490,1554.589099,1.540942,1.540942,0,1.540942,0,3.081884
491,777.294549,1.497547,1.497547,0,1.497547,0,1.497547
492,1554.589099,1.540942,2.764596,1.223653,2.152769,0.611827,4.305538
493,777.294549,22.329126,22.329126,0,22.329126,0,22.329126
494,777.294549,4.542484,4.542484,0,4.542484,0,4.542484
495,777.294549,18.651871,18.651871,0,18.651871,0,18.651871
496,1554.589099,1.851784,3.286134,1.43435,2.568959,0.717175,5.137917
497,1554.589099,2.9264,3.628055,0.701655,3.277227,0.350828,6.554455
498,1554.589099,11.62653,14.30812,2.68159,12.967325,1.340795,25.934649
499,777.294549,5.621686,5.621686,0,5.621686,0,5.621686
500,1554.589099,9.991477,11.25476,1.263283,10.623118,0.631641,21.246237
501,1554.589099,1.497547,2.435563,0.938016,1.966555,0.469008,3.93311
502,1554.589099,1.955623,2.054204,0.098581,2.004914,0.049291,4.009827
503,1554.589099,13.64135,18.260635,4.619286,15.950993,2.309643,31.901985
504,777.294549,8.726245,8.726245,0,8.726245,0,8.726245
505,1554.589099,4.054935,4.929098,0.874163,4.492017,0.437082,8.984033
506,1554.589099,3.628055,4.22897,0.600915,3.928512,0.300458,7.857025
507,1554.589099,1.027432,1.497547,0.470114,1.26249,0.235057,2.524979
508,1554.589099,12.006278,12.591271,0.584993,12.298775,0.292497,24.597549
509,1554.589099,3.856006,4.767317,0.911311,4.311662,0.455656,8.623323
510,777.294549,23.824986,23.824986,0,23.824986,0,23.824986
511,1554.589099,4.484484,8.140991,3.656507,6.312737,1.828254,12.625475
512,1554.589099,1.148674,1.309637,0.160963,1.229155,0.080482,2.45831
513,1554.589099,5.187318,7.719232,2.531914,6.453275,1.265957,12.90655
514,1554.589099,1.815848,8.570826,6.754978,5.193337,3.377489,10.386673
515,777.294549,1.497547,1.497547,0,1.497547,0,1.497547
516,1554.589099,5.969853,12.073424,6.103571,9.021639,3.051785,18.043278
517,1554.589099,2.567137,3.9067,1.339563,3.236919,0.669781,6.473837
518,1554.589099,1.624252,3.122055,1.497803,2.373154,0.748901,4.746307
519,1554.589099,7.262909,9.60288,2.339971,8.432894,1.169985,16.865788
520,1554.589099,12.211562,14.320833,2.109271,13.266198,1.054636,26.532395
521,1554.589099,3.345572,3.423203,0.077631,3.384387,0.038816,6.768775
522,777.294549,6.22568,6.22568,0,6.22568,0,6.22568
523,1554.589099,6.94439,11.540248,4.595858,9.242319,2.297929,18.484638
524,1554.589099,5.445013,5.480814,0.035801,5.462913,0.017901,10.925827
525,777.294549,2.208719,2.208719,0,2.208719,0,2.208719
526,1554.589099,0.513758,3.423203,2.909445,1.96848,1.454723,3.936961
527,777.294549,2.208719,2.208719,0,2.208719,0,2.208719
528,777.294549,1.027432,1.027432,0,1.027432,0,1.027432
529,1554.589099,1.955623,4.244433,2.28881,3.100028,1.144405,6.200056
530,777.294549,3.079659,3.079659,0,3.079659,0,3.079659
531,1554.589099,4.642212,5.433025,0.790812,5.037619,0.395406,10.075237
532,777.294549,12.413041,12.413041,0,12.413041,0,12.413041
533,1554.589099,15.473023,17.340435,1.867412,16.406729,0.933706,32.813458
534,1554.589099,0.363286,1.309637,0.946351,0.836462,0.473175,1.672923
535,777.294549,5.433025,5.433025,0,5.433025,0,5.433025
536,777.294549,2.208719,2.208719,0,2.208719,0,2.208719
537,1554.589099,0.513758,1.497547,0.983789,1.005652,0.491895,2.011304
538,1554.589099,15.898788,20.251888,4.3531,18.075338,2.17655,36.150677
539,777.294549,5.633262,5.633262,0,5.633262,0,5.633262
540,777.294549,2.567137,2.567137,0,2.567137,0,2.567137
541,777.294549,2.296425,2.296425,0,2.296425,0,2.296425
542,777.294549,1.089742,1.089742,0,1.089742,0,1.089742
543,1554.589099,5.085637,6.907014,1.821377,5.996325,0.910689,11.992651
544,777.294549,2.9264,2.9264,0,2.9264,0,2.9264
545,1554.589099,6.907014,7.236179,0.329165,7.071597,0.164583,14.143193
546,1554.589099,11.964747,14.976591,3.011844,13.470669,1.505922,26.941339
547,1554.589099,0.812289,1.148674,0.336384,0.980481,0.168192,1.960963
548,1554.589099,17.343796,22.710745,5.366949,20.02727,2.683475,40.054541
549,1554.589099,3.856006,4.642212,0.786206,4.249109,0.393103,8.498218
550,1554.589099,0.513758,1.148674,0.634916,0.831216,0.317458,1.662431
551,1554.589099,0.812289,1.955623,1.143334,1.383956,0.571667,2.767912
552,1554.589099,3.628055,4.054935,0.42688,3.841495,0.21344,7.68299
553,777.294549,8.900342,8.900342,0,8.900342,0,8.900342
554,1554.589099,11.540248,14.476557,2.936309,13.008402,1.468154,26.016805
555,1554.589099,15.592272,21.090893,5.498621,18.341582,2.74931,36.683165
556,1554.589099,3.10093,4.054935,0.954005,3.577932,0.477003,7.155865
557,777.294549,8.570826,8.570826,0,8.570826,0,8.570826
558,777.294549,9.681945,9.681945,0,9.681945,0,9.681945
559,777.294549,2.178696,2.178696,0,2.178696,0,2.178696
560,777.294549,20.96036,20.96036,0,20.96036,0,20.96036
561,1554.589099,15.557765,15.808717,0.250952,15.683241,0.125476,31.366482
562,1554.589099,1.148674,2.296425,1.147751,1.722549,0.573875,3.445098
563,777.294549,6.521021,6.521021,0,6.521021,0,6.521021
564,1554.589099,15.056694,19.960577,4.903883,17.508636,2.451941,35.017271
565,1554.589099,4.366134,6.649018,2.282884,5.507576,1.141442,11.015152
566,777.294549,18.822395,18.822395,0,18.822395,0,18.822395
567,2331.883648,3.591687,4.103142,0.511455,3.827391,0.210712,11.482174
568,777.294549,2.903841,2.903841,0,2.903841,0,2.903841
569,777.294549,3.423203,3.423203,0,3.423203,0,3.423203
570,1554.589099,10.770066,15.297933,4.527866,13.033999,2.263933,26.067999
571,1554.589099,12.93942,16.143351,3.203931,14.541385,1.601965,29.08277
572,777.294549,0.812289,0.812289,0,0.812289,0,0.812289
573,777.294549,1.540942,1.540942,0,1.540942,0,1.540942
574,1554.589099,9.028571,10.605068,1.576497,9.81682,0.788249,19.633639
575,1554.589099,6.953701,7.368816,0.415115,7.161259,0.207557,14.322518
576,777.294549,4.366134,4.366134,0,4.366134,0,4.366134
577,777.294549,18.376635,18.376635,0,18.376635,0,18.376635
578,777.294549,5.516378,5.516378,0,5.516378,0,5.516378
579,777.294549,4.835396,4.835396,0,4.835396,0,4.835396
580,2331.883648,4.054935,5.224928,1.169993,4.718547,0.490416,14.155642
581,777.294549,14.708573,14.708573,0,14.708573,0,14.708573
582,1554.589099,1.309637,1.452853,0.143216,1.381245,0.071608,2.76249
583,1554.589099,6.162749,6.726532,0.563782,6.44464,0.281891,12.889281
584,777.294549,3.079659,3.079659,0,3.079659,0,3.079659
585,1554.589099,3.345572,4.875779,1.530207,4.110675,0.765104,8.22135
586,1554.589099,1.309637,2.117369,0.807732,1.713503,0.403866,3.427006
587,1554.589099,14.388415,16.336525,1.94811,15.36247,0.974055,30.72494
588,777.294549,7.018521,7.018521,0,7.018521,0,7.018521
589,777.294549,7.677395,7.677395,0,7.677395,0,7.677395
590,2331.883648,2.99305,8.069653,5.076602,6.108537,2.227465,18.325612
591,777.294549,0.513758,0.513758,0,0.513758,0,0.513758
592,1554.589099,3.122055,3.628055,0.506,3.375055,0.253,6.75011
593,777.294549,17.777157,17.777157,0,17.777157,0,17.777157
594,777.294549,3.122055,3.122055,0,3.122055,0,3.122055
595,1554.589099,3.787345,4.134963,0.347618,3.961154,0.173809,7.922308
596,1554.589099,0.363286,0.513758,0.150471,0.438522,0.075236,0.877044
597,777.294549,7.227247,7.227247,0,7.227247,0,7.227247
598,1554.589099,9.503051,10.216987,0.713936,9.860019,0.356968,19.720037
599,1554.589099,7.262909,7.584501,0.321592,7.423705,0.160796,14.84741
600,777.294549,11.62653,11.62653,0,11.62653,0,11.62653
601,1554.589099,25.073784,26.540421,1.466637,25.807102,0.733318,51.614204
602,1554.589099,4.054935,4.134963,0.080028,4.094949,0.040014,8.189898
603,1554.589099,10.443262,13.659263,3.216001,12.051262,1.608,24.102525
604,777.294549,5.224928,5.224928,0,5.224928,0,5.224928
605,1554.589099,0.726543,0.812289,0.085746,0.769416,0.042873,1.538833
606,1554.589099,2.835079,3.442335,0.607256,3.138707,0.303628,6.277414
607,1554.589099,4.542484,4.72599,0.183506,4.634237,0.091753,9.268474
608,777.294549,3.266078,3.266078,0,3.266078,0,3.266078
609,777.294549,8.799231,8.799231,0,8.799231,0,8.799231
610,1554.589099,2.764596,4.244433,1.479837,3.504514,0.739919,7.009028
611,1554.589099,7.307232,9.035639,1.728407,8.171435,0.864203,16.342871
612,1554.589099,5.893083,7.660593,1.76751,6.776838,0.883755,13.553675
613,1554.589099,10.515512,12.556839,2.041327,11.536175,1.020664,23.072351
614,1554.589099,15.576947,16.293032,0.716084,15.934989,0.358042,31.869979
615,1554.589099,3.10093,3.699707,0.598777,3.400318,0.299389,6.800637
616,1554.589099,1.027432,1.309637,0.282204,1.168535,0.141102,2.337069
617,1554.589099,0.513758,4.35111,3.837353,2.432434,1.918676,4.864868
618,1554.589099,16.739309,18.379757,1.640448,17.559533,0.820224,35.119066
619,1554.589099,5.937077,9.825121,3.888044,7.881099,1.944022,15.762198
620,1554.589099,21.81444,22.089758,0.275318,21.952099,0.137659,43.904198
621,1554.589099,8.777403,9.035639,0.258236,8.906521,0.129118,17.813042
622,1554.589099,2.903841,2.903841,0,2.903841,0,5.807681
623,1554.589099,2.764596,2.835079,0.070483,2.799837,0.035242,5.599674
624,777.294549,3.628055,3.628055,0,3.628055,0,3.628055
625,777.294549,6.907014,6.907014,0,6.907014,0,6.907014
626,777.294549,9.36137,9.36137,0,9.36137,0,9.36137
627,1554.589099,2.117369,2.764596,0.647227,2.440982,0.323613,4.881964
628,777.294549,6.793604,6.793604,0,6.793604,0,6.793604
629,1554.589099,7.793946,12.352985,4.559039,10.073466,2.27952,20.146932
630,777.294549,2.117369,2.117369,0,2.117369,0,2.117369
631,777.294549,0.812289,0.812289,0,0.812289,0,0.812289
632,777.294549,8.570826,8.570826,0,8.570826,0,8.570826
633,2331.883648,10.473432,13.203004,2.729572,12.255739,1.261114,36.767217
634,1554.589099,7.262909,7.973489,0.71058,7.618199,0.35529,15.236398
635,1554.589099,0.726543,2.324922,1.598378,1.525732,0.799189,3.051465
636,1554.589099,1.815848,3.423203,1.607355,2.619525,0.803678,5.239051
637,777.294549,2.764596,2.764596,0,2.764596,0,2.764596
638,1554.589099,1.148674,2.324922,1.176248,1.736798,0.588124,3.473595
639,777.294549,1.624252,1.624252,0,1.624252,0,1.624252
640,1554.589099,8.069653,9.388534,1.318881,8.729093,0.659441,17.458186
641,1554.589099,0,0,0,0,0,0
642,1554.589099,4.366134,6.793604,2.42747,5.579869,1.213735,11.159738
643,777.294549,0.363286,0.363286,0,0.363286,0,0.363286
644,1554.589099,3.286134,8.667386,5.381253,5.97676,2.690626,11.95352
645,1554.589099,11.453244,14.588964,3.13572,13.021104,1.56786,26.042209
646,777.294549,1.089742,1.089742,0,1.089742,0,1.089742
647,777.294549,8.227297,8.227297,0,8.227297,0,8.227297
648,1554.589099,3.442335,7.677395,4.23506,5.559865,2.11753,11.11973
649,777.294549,3.122055,3.122055,0,3.122055,0,3.122055
650,777.294549,2.324922,2.324922,0,2.324922,0,2.324922
651,777.294549,16.861668,16.861668,0,16.861668,0,16.861668
652,777.294549,4.134963,4.134963,0,4.134963,0,4.134963
653,1554.589099,1.624252,1.955623,0.331371,1.789938,0.165685,3.579875
654,777.294549,25.992432,25.992432,0,25.992432,0,25.992432
655,777.294549,1.027432,1.027432,0,1.027432,0,1.027432
656,1554.589099,4.134963,4.542484,0.407521,4.338723,0.20376,8.677447
657,777.294549,9.368169,9.368169,0,9.368169,0,9.368169
658,777.294549,12.977449,12.977449,0,12.977449,0,12.977449
659,777.294549,9.007335,9.007335,0,9.007335,0,9.007335
660,1554.589099,2.764596,5.52818,2.763585,4.146388,1.381792,8.292776
661,777.294549,0.812289,0.812289,0,0.812289,0,0.812289
662,777.294549,9.007335,9.007335,0,9.007335,0,9.007335
663,1554.589099,8.600659,10.123686,1.523026,9.362173,0.761513,18.724345
664,777.294549,12.723094,12.723094,0,12.723094,0,12.723094
665,777.294549,5.52818,5.52818,0,5.52818,0,5.52818
666,777.294549,6.22568,6.22568,0,6.22568,0,6.22568
667,1554.589099,3.345572,4.835396,1.489825,4.090484,0.744912,8.180968
668,777.294549,14.774076,14.774076,0,14.774076,0,14.774076
669,1554.589099,4.72599,5.667846,0.941855,5.196918,0.470928,10.393836
670,777.294549,2.324922,2.324922,0,2.324922,0,2.324922
671,1554.589099,18.000137,18.376635,0.376497,18.188386,0.188249,36.376772
672,777.294549,0.363286,0.363286,0,0.363286,0,0.363286
673,777.294549,5.667846,5.667846,0,5.667846,0,5.667846
674,1554.589099,4.134963,4.712132,0.577169,4.423548,0.288585,8.847095
675,777.294549,3.699707,3.699707,0,3.699707,0,3.699707
676,777.294549,8.548378,8.548378,0,8.548378,0,8.548378
677,1554.589099,1.851784,2.764596,0.912812,2.30819,0.456406,4.616379
678,1554.589099,0.726543,0.812289,0.085746,0.769416,0.042873,1.538833
679,777.294549,4.712132,4.712132,0,4.712132,0,4.712132
680,777.294549,7.447215,7.447215,0,7.447215,0,7.447215
681,1554.589099,7.128216,9.921464,2.793248,8.52484,1.396624,17.04968
682,1554.589099,3.923451,4.381105,0.457655,4.152278,0.228827,8.304556
683,1554.589099,3.286134,5.085637,1.799503,4.185885,0.899752,8.37177
684,1554.589099,21.389509,24.071894,2.682384,22.730701,1.341192,45.461403
685,777.294549,5.621686,5.621686,0,5.621686,0,5.621686
686,777.294549,16.541206,16.541206,0,16.541206,0,16.541206
687,1554.589099,2.117369,3.286134,1.168765,2.701751,0.584382,5.403502
688,777.294549,4.054935,4.054935,0,4.054935,0,4.054935
689,1554.589099,1.851784,2.435563,0.583779,2.143673,0.29189,4.287347
690,777.294549,19.560202,19.560202,0,19.560202,0,19.560202
691,777.294549,1.089742,1.089742,0,1.089742,0,1.089742
692,777.294549,6.600092,6.600092,0,6.600092,0,6.600092
693,777.294549,1.089742,1.089742,0,1.089742,0,1.089742
694,1554.589099,0.812289,1.815848,1.003558,1.314068,0.501779,2.628137
695,1554.589099,16.767374,17.096296,0.328922,16.931835,0.164461,33.86367
696,777.294549,7.173406,7.173406,0,7.173406,0,7.173406
697,1554.589099,3.345572,4.642212,1.296641,3.993892,0.64832,7.987784
698,1554.589099,5.848748,9.87663,4.027882,7.862689,2.013941,15.725378
699,777.294549,3.345572,3.345572,0,3.345572,0,3.345572
700,777.294549,4.712132,4.712132,0,4.712132,0,4.712132
701,777.294549,1.955623,1.955623,0,1.955623,0,1.955623
702,1554.589099,29.77989,30.262514,0.482624,30.021202,0.241312,60.042404
703,1554.589099,6.981558,7.316062,0.334505,7.14881,0.167252,14.29762
704,1554.589099,5.893083,6.521021,0.627939,6.207052,0.313969,12.414104
705,777.294549,1.815848,1.815848,0,1.815848,0,1.815848
706,1554.589099,9.224264,10.167342,0.943078,9.695803,0.471539,19.391606
707,1554.589099,0.363286,1.148674,0.785387,0.75598,0.392694,1.51196
708,1554.589099,1.309637,1.497547,0.18791,1.403592,0.093955,2.807184
709,777.294549,11.409467,11.409467,0,11.409467,0,11.409467
710,777.294549,3.9067,3.9067,0,3.9067,0,3.9067
711,1554.589099,3.079659,3.122055,0.042397,3.100857,0.021198,6.201714
712,1554.589099,26.446024,29.13838,2.692356,27.792202,1.346178,55.584404
713,1554.589099,0.513758,1.148674,0.634916,0.831216,0.317458,1.662431
714,777.294549,2.296425,2.296425,0,2.296425,0,2.296425
715,1554.589099,2.764596,2.835079,0.070483,2.799837,0.035242,5.599674
716,777.294549,1.148674,1.148674,0,1.148674,0,1.148674
717,1554.589099,1.148674,1.452853,0.30418,1.300763,0.15209,2.601527
718,1554.589099,2.435563,3.423203,0.98764,2.929383,0.49382,5.858766
719,777.294549,17.955179,17.955179,0,17.955179,0,17.955179
720,777.294549,5.384801,5.384801,0,5.384801,0,5.384801
721,1554.589099,4.929098,6.194297,1.265199,5.561697,0.632599,11.123395
722,2331.883648,2.835079,5.433025,2.597946,3.838001,1.140254,11.514002
723,777.294549,4.542484,4.542484,0,4.542484,0,4.542484
724,1554.589099,13.203004,15.928675,2.725671,14.565839,1.362835,29.131679
725,1554.589099,5.046967,7.173406,2.12644,6.110186,1.06322,12.220373
726,777.294549,24.648161,24.648161,0,24.648161,0,24.648161
727,1554.589099,1.148674,1.497547,0.348873,1.32311,0.174437,2.64622
728,1554.589099,8.510825,9.293088,0.782263,8.901957,0.391131,17.803913
729,1554.589099,15.340954,16.307545,0.966591,15.824249,0.483295,31.648499
730,1554.589099,13.318753,13.401384,0.082631,13.360069,0.041316,26.720138
731,1554.589099,4.410893,5.52818,1.117287,4.969537,0.558644,9.939073
732,1554.589099,5.187318,13.401384,8.214066,9.294351,4.107033,18.588703
733,777.294549,5.893083,5.893083,0,5.893083,0,5.893083
734,777.294549,0.726543,0.726543,0,0.726543,0,0.726543
735,1554.589099,22.560156,23.163158,0.603003,22.861657,0.301501,45.723314
736,1554.589099,14.786319,17.932646,3.146327,16.359482,1.573164,32.718965
737,1554.589099,3.286134,5.046967,1.760833,4.16655,0.880417,8.3331
738,777.294549,2.835079,2.835079,0,2.835079,0,2.835079
739,1554.589099,7.884255,11.052333,3.168078,9.468294,1.584039,18.936588
740,777.294549,3.10093,3.10093,0,3.10093,0,3.10093
741,777.294549,3.345572,3.345572,0,3.345572,0,3.345572
742,1554.589099,18.602777,22.329126,3.726349,20.465952,1.863174,40.931904
743,1554.589099,0.513758,1.815848,1.30209,1.164803,0.651045,2.329605
744,1554.589099,2.903841,3.10093,0.197089,3.002385,0.098545,6.00477
745,1554.589099,2.764596,4.381105,1.61651,3.57285,0.808255,7.145701
746,1554.589099,2.642924,2.764596,0.121672,2.70376,0.060836,5.407519
747,777.294549,3.423203,3.423203,0,3.423203,0,3.423203
748,1554.589099,16.194653,17.845394,1.650742,17.020023,0.825371,34.040047
749,1554.589099,4.006141,5.187318,1.181178,4.59673,0.590589,9.193459
750,1554.589099,5.149428,5.433025,0.283597,5.291226,0.141798,10.582453
751,1554.589099,3.345572,5.667846,2.322274,4.506709,1.161137,9.013417
752,777.294549,10.073543,10.073543,0,10.073543,0,10.073543
753,1554.589099,1.540942,1.815848,0.274905,1.678395,0.137453,3.35679
754,1554.589099,6.859996,7.884255,1.024259,7.372126,0.512129,14.744251
755,1554.589099,2.99305,3.10093,0.10788,3.04699,0.05394,6.09398
756,777.294549,8.227297,8.227297,0,8.227297,0,8.227297
757,1554.589099,15.71802,16.934557,1.216537,16.326289,0.608268,32.652577
758,1554.589099,6.318864,7.660593,1.341729,6.989728,0.670864,13.979456
759,1554.589099,11.387508,11.749326,0.361817,11.568417,0.180909,23.136834
760,1554.589099,3.10093,3.423203,0.322273,3.262066,0.161137,6.524133
761,1554.589099,4.410893,4.712132,0.301239,4.561513,0.15062,9.123025
762,1554.589099,11.475064,16.767374,5.29231,14.121219,2.646155,28.242438
763,1554.589099,30.818541,32.28371,1.46517,31.551126,0.732585,63.102251
764,1554.589099,3.591687,11.226886,7.635199,7.409286,3.817599,14.818573
765,777.294549,9.007335,9.007335,0,9.007335,0,9.007335
766,777.294549,1.497547,1.497547,0,1.497547,0,1.497547
767,1554.589099,4.484484,4.712132,0.227649,4.598308,0.113824,9.196616
768,777.294549,3.591687,3.591687,0,3.591687,0,3.591687
769,777.294549,3.735012,3.735012,0,3.735012,0,3.735012
770,1554.589099,1.309637,1.624252,0.314615,1.466945,0.157308,2.933889
771,1554.589099,5.124009,6.521021,1.397013,5.822515,0.698506,11.64503
772,1554.589099,4.72599,6.726532,2.000541,5.726261,1.000271,11.452522
773,1554.589099,5.149428,5.633262,0.483834,5.391345,0.241917,10.78269
774,1554.589099,1.027432,2.117369,1.089936,1.572401,0.544968,3.144801
775,777.294549,6.521021,6.521021,0,6.521021,0,6.521021
776,1554.589099,0.812289,1.815848,1.003558,1.314068,0.501779,2.628137
777,1554.589099,1.624252,1.815848,0.191595,1.72005,0.095798,3.4401
778,1554.589099,2.9264,4.366134,1.439734,3.646267,0.719867,7.292533
779,1554.589099,8.770114,13.528769,4.758655,11.149441,2.379327,22.298882
780,777.294549,16.274868,16.274868,0,16.274868,0,16.274868
781,1554.589099,20.097229,20.149881,0.052652,20.123555,0.026326,40.24711
782,1554.589099,6.94439,10.658408,3.714018,8.801399,1.857009,17.602798
783,1554.589099,4.875779,5.725008,0.84923,5.300394,0.424615,10.600787
784,1554.589099,1.027432,2.903841,1.876408,1.965636,0.938204,3.931273
785,777.294549,10.79924,10.79924,0,10.79924,0,10.79924
786,777.294549,1.815848,1.815848,0,1.815848,0,1.815848
787,1554.589099,10.938088,20.41313,9.475041,15.675609,4.737521,31.351218
788,1554.589099,4.642212,5.384801,0.742589,5.013507,0.371294,10.027013
